Provider_NPI,authorization_count,approval_count,denial_count,pending_count,approval_rate,denial_rate,average_processing_latency,SLA_breach_rate,average_retry_count
1211012174.0,2,2,0,0,1.0,0.0,9.0,0.0,0.0
1211906968.0,1,1,0,0,1.0,0.0,6.0,0.0,0.0
1212514141.0,1,1,0,0,1.0,0.0,5.0,0.0,0.0
1212885373.0,1,0,1,0,0.0,1.0,4.0,0.0,0.0
1213487752.0,1,1,0,0,1.0,0.0,8.0,0.0,2.0
1213860050.0,2,0,0,2,0.0,0.0,,0.0,1.0
1214555602.0,1,1,0,0,1.0,0.0,26.0,1.0,0.0
1215176315.0,1,1,0,0,1.0,0.0,10.0,0.0,0.0
1215909826.0,1,1,0,0,1.0,0.0,14.0,0.0,1.0
1216219100.0,1,0,1,0,0.0,1.0,33.0,1.0,3.0
1216789716.0,1,0,0,1,0.0,0.0,,0.0,2.0
1217079861.0,1,0,1,0,0.0,1.0,8.0,1.0,0.0
1218094088.0,1,0,1,0,0.0,1.0,8.0,0.0,2.0
1218716340.0,1,0,1,0,0.0,1.0,5.0,1.0,0.0
1219039957.0,1,0,0,1,0.0,0.0,,0.0,0.0
1219223994.0,1,1,0,0,1.0,0.0,11.0,0.0,0.0
1220017012.0,1,0,1,0,0.0,1.0,6.0,0.0,2.0
1220691257.0,1,1,0,0,1.0,0.0,3.0,0.0,0.0
1220734975.0,1,1,0,0,1.0,0.0,2.0,0.0,1.0
1221218480.0,1,1,0,0,1.0,0.0,14.0,0.0,2.0
1221956224.0,1,0,1,0,0.0,1.0,20.0,1.0,0.0
1222069881.0,1,0,0,1,0.0,0.0,,0.0,1.0
1222203103.0,1,1,0,0,1.0,0.0,8.0,0.0,1.0
1222433905.0,1,1,0,0,1.0,0.0,1.0,0.0,1.0
1222738194.0,1,1,0,0,1.0,0.0,16.0,1.0,0.0
1223113886.0,1,1,0,0,1.0,0.0,9.0,0.0,0.0
1223350881.0,1,1,0,0,1.0,0.0,18.0,1.0,1.0
1223626622.0,1,1,0,0,1.0,0.0,3.0,0.0,0.0
1224606573.0,1,0,1,0,0.0,1.0,10.0,0.0,0.0
1225645386.0,1,1,0,0,1.0,0.0,7.0,0.0,0.0
1225675189.0,1,1,0,0,1.0,0.0,7.0,0.0,1.0
1225840101.0,1,0,1,0,0.0,1.0,6.0,0.0,0.0
1227098210.0,1,0,1,0,0.0,1.0,14.0,0.0,0.0
1227138271.0,1,1,0,0,1.0,0.0,9.0,0.0,3.0
1227657587.0,1,1,0,0,1.0,0.0,4.0,0.0,1.0
1227672145.0,1,1,0,0,1.0,0.0,11.0,0.0,1.0
1227972680.0,1,0,1,0,0.0,1.0,14.0,0.0,2.0
1228138873.0,1,1,0,0,1.0,0.0,7.0,0.0,2.0
1228335177.0,1,1,0,0,1.0,0.0,16.0,1.0,1.0
1228537665.0,1,1,0,0,1.0,0.0,15.0,1.0,0.0
1228920373.0,1,1,0,0,1.0,0.0,16.0,1.0,1.0
1229017147.0,1,1,0,0,1.0,0.0,1.0,0.0,0.0
1229166526.0,1,0,1,0,0.0,1.0,16.0,1.0,0.0
1230970487.0,1,1,0,0,1.0,0.0,8.0,0.0,0.0
1231021967.0,1,0,1,0,0.0,1.0,7.0,0.0,1.0
1231295133.0,1,1,0,0,1.0,0.0,6.0,0.0,0.0
1232232319.0,1,1,0,0,1.0,0.0,11.0,0.0,0.0
1232267740.0,1,0,1,0,0.0,1.0,11.0,0.0,0.0
1232686580.0,1,0,1,0,0.0,1.0,13.0,0.0,3.0
1233989483.0,1,0,1,0,0.0,1.0,12.0,0.0,0.0
1234033406.0,1,1,0,0,1.0,0.0,8.0,1.0,0.0
1235116470.0,1,1,0,0,1.0,0.0,3.0,0.0,2.0
1235672527.0,1,1,0,0,1.0,0.0,4.0,0.0,1.0
1236459608.0,1,1,0,0,1.0,0.0,14.0,0.0,0.0
1237931741.0,1,0,1,0,0.0,1.0,18.0,1.0,2.0
1237953572.0,1,1,0,0,1.0,0.0,8.0,0.0,2.0
1240520080.0,2,2,0,0,1.0,0.0,7.0,0.0,3.0
1240783267.0,1,1,0,0,1.0,0.0,18.0,1.0,0.0
1241267668.0,2,2,0,0,1.0,0.0,15.0,1.0,0.0
1241377663.0,1,0,0,1,0.0,0.0,,0.0,2.0
1242116789.0,1,1,0,0,1.0,0.0,6.0,0.0,0.0
1242427685.0,1,1,0,0,1.0,0.0,7.0,0.0,0.0
1242809231.0,1,1,0,0,1.0,0.0,1.0,0.0,3.0
1243607128.0,1,0,1,0,0.0,1.0,8.0,0.0,0.0
1243882198.0,1,1,0,0,1.0,0.0,21.0,1.0,2.0
1244521992.0,1,0,1,0,0.0,1.0,12.0,0.0,3.0
1244706283.0,1,1,0,0,1.0,0.0,16.0,1.0,0.0
1244897073.0,1,0,1,0,0.0,1.0,13.0,0.0,0.0
1244969434.0,1,1,0,0,1.0,0.0,5.0,0.0,2.0
1245427913.0,1,1,0,0,1.0,0.0,6.0,1.0,0.0
1245466165.0,1,1,0,0,1.0,0.0,5.0,0.0,3.0
1245747654.0,1,1,0,0,1.0,0.0,30.0,1.0,0.0
1246143422.0,1,1,0,0,1.0,0.0,6.0,0.0,1.0
1246338379.0,1,1,0,0,1.0,0.0,15.0,1.0,0.0
1246354029.0,1,1,0,0,1.0,0.0,10.0,0.0,3.0
1246411182.0,1,0,0,1,0.0,0.0,,0.0,2.0
1246762770.0,1,1,0,0,1.0,0.0,7.0,0.0,2.0
1247561386.0,1,1,0,0,1.0,0.0,4.0,0.0,0.0
1247591882.0,1,0,1,0,0.0,1.0,17.0,1.0,3.0
1247808890.0,1,1,0,0,1.0,0.0,22.0,1.0,2.0
1248084694.0,1,1,0,0,1.0,0.0,0.0,0.0,0.0
1248210173.0,1,1,0,0,1.0,0.0,8.0,0.0,1.0
1248673474.0,1,0,1,0,0.0,1.0,17.0,1.0,0.0
1249121481.0,1,0,1,0,0.0,1.0,1.0,0.0,1.0
1250442727.0,1,0,1,0,0.0,1.0,1.0,0.0,0.0
1250936731.0,1,1,0,0,1.0,0.0,18.0,1.0,0.0
1251427533.0,1,0,1,0,0.0,1.0,11.0,0.0,1.0
1251546246.0,1,0,0,1,0.0,0.0,,0.0,3.0
1251559183.0,1,1,0,0,1.0,0.0,8.0,0.0,0.0
1252185927.0,1,1,0,0,1.0,0.0,13.0,0.0,0.0
1252244227.0,1,0,1,0,0.0,1.0,15.0,1.0,2.0
1252508980.0,1,0,1,0,0.0,1.0,2.0,0.0,0.0
1253395898.0,1,0,1,0,0.0,1.0,7.0,0.0,1.0
1253691204.0,1,1,0,0,1.0,0.0,13.0,0.0,1.0
1254395898.0,1,0,0,1,0.0,0.0,,0.0,3.0
1256362776.0,1,1,0,0,1.0,0.0,5.0,0.0,0.0
1256867768.0,1,1,0,0,1.0,0.0,17.0,1.0,2.0
1257328295.0,1,1,0,0,1.0,0.0,7.0,1.0,1.0
1258634092.0,1,0,1,0,0.0,1.0,10.0,0.0,0.0
1258716619.0,1,1,0,0,1.0,0.0,3.0,0.0,0.0
1258905637.0,1,0,1,0,0.0,1.0,18.0,1.0,0.0
1260637550.0,1,1,0,0,1.0,0.0,4.0,1.0,0.0
1261255268.0,1,1,0,0,1.0,0.0,12.0,0.0,0.0
1261592004.0,1,1,0,0,1.0,0.0,3.0,0.0,2.0
1261739179.0,1,1,0,0,1.0,0.0,16.0,1.0,2.0
1261764300.0,1,0,1,0,0.0,1.0,2.0,0.0,0.0
1263194196.0,1,1,0,0,1.0,0.0,8.0,0.0,1.0
1263200597.0,1,1,0,0,1.0,0.0,21.0,1.0,3.0
1263598224.0,1,1,0,0,1.0,0.0,3.0,0.0,0.0
1263761832.0,1,1,0,0,1.0,0.0,14.0,0.0,2.0
1264220903.0,1,1,0,0,1.0,0.0,4.0,0.0,0.0
1264902491.0,1,1,0,0,1.0,0.0,8.0,0.0,1.0
1265954534.0,1,0,1,0,0.0,1.0,0.0,0.0,0.0
1266507735.0,1,1,0,0,1.0,0.0,2.0,0.0,0.0
1266906131.0,1,0,1,0,0.0,1.0,12.0,0.0,2.0
1266929307.0,1,1,0,0,1.0,0.0,5.0,0.0,3.0
1267386584.0,1,0,0,1,0.0,0.0,,0.0,0.0
1268109277.0,1,0,1,0,0.0,1.0,9.0,0.0,1.0
1268416400.0,1,1,0,0,1.0,0.0,5.0,0.0,2.0
1269251601.0,1,1,0,0,1.0,0.0,10.0,0.0,0.0
1269772884.0,1,1,0,0,1.0,0.0,3.0,0.0,0.0
1271961262.0,1,0,1,0,0.0,1.0,14.0,0.0,2.0
1272213755.0,1,0,1,0,0.0,1.0,7.0,0.0,3.0
1272282407.0,1,1,0,0,1.0,0.0,9.0,0.0,0.0
1272473509.0,1,0,0,1,0.0,0.0,,0.0,0.0
1272708589.0,2,0,2,0,0.0,1.0,16.0,1.0,0.0
1274572249.0,1,1,0,0,1.0,0.0,3.0,0.0,0.0
1275914521.0,1,1,0,0,1.0,0.0,8.0,0.0,2.0
1276323973.0,1,1,0,0,1.0,0.0,1.0,0.0,2.0
1278140635.0,1,0,1,0,0.0,1.0,9.0,0.0,0.0
1278526293.0,2,2,0,0,1.0,0.0,6.0,0.0,0.0
1278766780.0,1,1,0,0,1.0,0.0,23.0,1.0,0.0
1279034397.0,1,1,0,0,1.0,0.0,15.0,1.0,0.0
1279261274.0,1,1,0,0,1.0,0.0,11.0,0.0,2.0
1279295176.0,1,0,1,0,0.0,1.0,13.0,0.0,3.0
1279340512.0,1,0,1,0,0.0,1.0,7.0,0.0,0.0
1280288446.0,1,1,0,0,1.0,0.0,7.0,0.0,1.0
1280447843.0,1,1,0,0,1.0,0.0,12.0,0.0,2.0
1280604517.0,1,0,0,1,0.0,0.0,,0.0,0.0
1280747548.0,1,0,0,1,0.0,0.0,,0.0,0.0
1280770699.0,1,1,0,0,1.0,0.0,12.0,0.0,0.0
1281266355.0,1,0,1,0,0.0,1.0,8.0,0.0,0.0
1281456372.0,1,1,0,0,1.0,0.0,6.0,0.0,0.0
1281470657.0,1,1,0,0,1.0,0.0,8.0,0.0,0.0
1281765406.0,1,0,1,0,0.0,1.0,14.0,0.0,3.0
1282590211.0,1,0,0,1,0.0,0.0,,0.0,1.0
1283688651.0,1,1,0,0,1.0,0.0,15.0,1.0,2.0
1284273713.0,1,1,0,0,1.0,0.0,9.0,0.0,0.0
1284368476.0,1,1,0,0,1.0,0.0,19.0,1.0,2.0
1284435513.0,1,0,1,0,0.0,1.0,10.0,0.0,0.0
1284559424.0,1,1,0,0,1.0,0.0,9.0,0.0,0.0
1284727241.0,1,0,1,0,0.0,1.0,8.0,0.0,0.0
1286271604.0,1,0,1,0,0.0,1.0,13.0,0.0,2.0
1286342491.0,1,1,0,0,1.0,0.0,17.0,1.0,0.0
1286435537.0,1,0,1,0,0.0,1.0,8.0,0.0,0.0
1286550281.0,1,1,0,0,1.0,0.0,2.0,0.0,0.0
1287905718.0,1,1,0,0,1.0,0.0,3.0,0.0,2.0
1288303763.0,1,1,0,0,1.0,0.0,0.0,0.0,2.0
1288661580.0,1,0,1,0,0.0,1.0,1.0,0.0,0.0
1289511882.0,1,1,0,0,1.0,0.0,12.0,0.0,1.0
1289892590.0,1,1,0,0,1.0,0.0,22.0,1.0,3.0
1289946978.0,1,1,0,0,1.0,0.0,15.0,1.0,0.0
1290944366.0,1,0,0,1,0.0,0.0,,0.0,0.0
1291831410.0,1,1,0,0,1.0,0.0,6.0,0.0,0.0
1292005025.0,1,1,0,0,1.0,0.0,7.0,1.0,0.0
1292098378.0,1,0,1,0,0.0,1.0,11.0,0.0,0.0
1294230576.0,1,1,0,0,1.0,0.0,11.0,0.0,1.0
1294924731.0,1,0,1,0,0.0,1.0,3.0,0.0,3.0
1296595381.0,1,0,1,0,0.0,1.0,11.0,0.0,0.0
1296790334.0,1,1,0,0,1.0,0.0,5.0,0.0,3.0
1297025281.0,1,1,0,0,1.0,0.0,12.0,0.0,2.0
1297191040.0,1,0,1,0,0.0,1.0,20.0,1.0,1.0
1297317874.0,1,0,1,0,0.0,1.0,9.0,0.0,0.0
1298197946.0,1,1,0,0,1.0,0.0,9.0,0.0,0.0
1298216494.0,1,1,0,0,1.0,0.0,15.0,1.0,0.0
1298505658.0,1,0,0,1,0.0,0.0,,0.0,0.0
1298931379.0,1,0,1,0,0.0,1.0,9.0,0.0,0.0
1299164392.0,1,1,0,0,1.0,0.0,19.0,1.0,1.0
1300131521.0,1,0,1,0,0.0,1.0,12.0,0.0,0.0
1300190817.0,1,0,0,1,0.0,0.0,,0.0,2.0
1301022378.0,1,0,0,1,0.0,0.0,,0.0,0.0
1301594950.0,1,0,0,1,0.0,0.0,,0.0,0.0
1302246276.0,1,1,0,0,1.0,0.0,20.0,1.0,0.0
1303246874.0,1,0,1,0,0.0,1.0,13.0,0.0,0.0
1304809065.0,1,0,0,1,0.0,0.0,,0.0,0.0
1305140462.0,1,1,0,0,1.0,0.0,9.0,0.0,1.0
1307407603.0,1,1,0,0,1.0,0.0,1.0,0.0,1.0
1309385984.0,1,0,0,1,0.0,0.0,,0.0,3.0
1310902882.0,1,1,0,0,1.0,0.0,13.0,0.0,0.0
1310975650.0,2,0,2,0,0.0,1.0,6.0,0.0,3.0
1311241550.0,1,0,1,0,0.0,1.0,1.0,0.0,1.0
1311382571.0,1,1,0,0,1.0,0.0,0.0,0.0,3.0
1311571124.0,1,1,0,0,1.0,0.0,11.0,0.0,0.0
1311759655.0,1,0,1,0,0.0,1.0,15.0,1.0,0.0
1311804429.0,1,0,0,1,0.0,0.0,,0.0,0.0
1314250212.0,1,0,1,0,0.0,1.0,8.0,0.0,0.0
1314637009.0,1,0,0,1,0.0,0.0,,0.0,0.0
1314826737.0,1,1,0,0,1.0,0.0,11.0,0.0,1.0
1314984009.0,2,2,0,0,1.0,0.0,10.0,0.0,2.0
1315902699.0,1,1,0,0,1.0,0.0,6.0,0.0,3.0
1316230872.0,1,1,0,0,1.0,0.0,14.0,0.0,0.0
1316299493.0,1,0,0,1,0.0,0.0,,0.0,2.0
1317065263.0,1,1,0,0,1.0,0.0,1.0,0.0,0.0
1317082530.0,1,1,0,0,1.0,0.0,20.0,1.0,0.0
1317710654.0,1,1,0,0,1.0,0.0,11.0,0.0,0.0
1318008037.0,1,1,0,0,1.0,0.0,21.0,1.0,0.0
1320269277.0,1,0,1,0,0.0,1.0,10.0,0.0,0.0
1320662421.0,1,0,1,0,0.0,1.0,9.0,0.0,3.0
1320664283.0,1,0,1,0,0.0,1.0,16.0,1.0,0.0
1321028573.0,1,1,0,0,1.0,0.0,10.0,0.0,2.0
1322174716.0,1,1,0,0,1.0,0.0,11.0,0.0,0.0
1323281013.0,1,0,1,0,0.0,1.0,11.0,0.0,0.0
1323355277.0,1,1,0,0,1.0,0.0,4.0,0.0,0.0
1323641391.0,1,1,0,0,1.0,0.0,10.0,0.0,1.0
1324064453.0,1,0,1,0,0.0,1.0,14.0,0.0,0.0
1325249781.0,1,1,0,0,1.0,0.0,4.0,0.0,0.0
1325920677.0,1,0,1,0,0.0,1.0,22.0,1.0,3.0
1326361866.0,1,0,0,1,0.0,0.0,,0.0,0.0
1326704115.0,1,1,0,0,1.0,0.0,5.0,0.0,0.0
1327459024.0,1,0,1,0,0.0,1.0,9.0,0.0,0.0
1328113563.0,1,0,1,0,0.0,1.0,8.0,0.0,0.0
1328232583.0,1,1,0,0,1.0,0.0,2.0,0.0,0.0
1328639206.0,1,1,0,0,1.0,0.0,30.0,1.0,2.0
1329480432.0,1,0,1,0,0.0,1.0,4.0,0.0,3.0
1329595404.0,1,1,0,0,1.0,0.0,8.0,0.0,0.0
1330254548.0,1,1,0,0,1.0,0.0,8.0,0.0,1.0
1330365249.0,1,1,0,0,1.0,0.0,14.0,0.0,1.0
1330392987.0,1,0,0,1,0.0,0.0,,0.0,0.0
1331272942.0,1,1,0,0,1.0,0.0,10.0,0.0,0.0
1331587450.0,1,0,1,0,0.0,1.0,11.0,0.0,0.0
1331931951.0,1,1,0,0,1.0,0.0,13.0,0.0,0.0
1332485126.0,1,0,1,0,0.0,1.0,9.0,0.0,0.0
1332501228.0,2,0,2,0,0.0,1.0,7.0,0.0,0.0
1333143958.0,1,0,1,0,0.0,1.0,9.0,0.0,0.0
1333587432.0,1,1,0,0,1.0,0.0,7.0,0.0,0.0
1334155985.0,1,1,0,0,1.0,0.0,13.0,0.0,3.0
1334236055.0,1,1,0,0,1.0,0.0,17.0,1.0,0.0
1334662912.0,1,1,0,0,1.0,0.0,9.0,0.0,0.0
1335000569.0,1,1,0,0,1.0,0.0,4.0,0.0,3.0
1335195884.0,1,1,0,0,1.0,0.0,8.0,0.0,0.0
1335734317.0,1,1,0,0,1.0,0.0,18.0,1.0,1.0
1336188413.0,1,1,0,0,1.0,0.0,13.0,0.0,2.0
1336411662.0,1,0,1,0,0.0,1.0,0.0,0.0,2.0
1336912259.0,1,1,0,0,1.0,0.0,6.0,1.0,3.0
1337041205.0,1,1,0,0,1.0,0.0,7.0,0.0,2.0
1337323468.0,1,0,0,1,0.0,0.0,,0.0,0.0
1337340106.0,1,0,1,0,0.0,1.0,13.0,0.0,3.0
1337969309.0,1,1,0,0,1.0,0.0,11.0,0.0,1.0
1338030564.0,1,0,1,0,0.0,1.0,1.0,0.0,0.0
1339098611.0,1,1,0,0,1.0,0.0,4.0,0.0,3.0
1339184576.0,1,0,1,0,0.0,1.0,15.0,1.0,0.0
1339652657.0,1,0,0,1,0.0,0.0,,0.0,0.0
1339801691.0,1,1,0,0,1.0,0.0,1.0,0.0,1.0
1340409458.0,1,0,1,0,0.0,1.0,16.0,1.0,0.0
1340689113.0,1,1,0,0,1.0,0.0,13.0,0.0,1.0
1340735500.0,1,0,0,1,0.0,0.0,,0.0,0.0
1341582088.0,1,1,0,0,1.0,0.0,15.0,1.0,2.0
1341975046.0,1,1,0,0,1.0,0.0,2.0,0.0,0.0
1343042322.0,1,1,0,0,1.0,0.0,5.0,1.0,3.0
1343278179.0,1,0,1,0,0.0,1.0,5.0,0.0,2.0
1343353993.0,1,0,1,0,0.0,1.0,7.0,0.0,0.0
1343432832.0,1,1,0,0,1.0,0.0,11.0,0.0,3.0
1343523638.0,1,1,0,0,1.0,0.0,10.0,0.0,0.0
1344010699.0,1,1,0,0,1.0,0.0,6.0,1.0,0.0
1344684596.0,1,0,1,0,0.0,1.0,1.0,0.0,1.0
1344881885.0,1,1,0,0,1.0,0.0,17.0,1.0,0.0
1344999417.0,1,0,1,0,0.0,1.0,5.0,0.0,0.0
1345541037.0,1,1,0,0,1.0,0.0,11.0,0.0,1.0
1345746278.0,1,1,0,0,1.0,0.0,7.0,0.0,2.0
1345976960.0,1,1,0,0,1.0,0.0,9.0,0.0,0.0
1347368280.0,1,1,0,0,1.0,0.0,5.0,1.0,0.0
1349083890.0,1,1,0,0,1.0,0.0,7.0,0.0,0.0
1350478056.0,1,0,0,1,0.0,0.0,,0.0,1.0
1351162185.0,1,0,1,0,0.0,1.0,14.0,0.0,2.0
1351607427.0,1,1,0,0,1.0,0.0,5.0,0.0,0.0
1351651760.0,1,1,0,0,1.0,0.0,18.0,1.0,0.0
1352180814.0,1,1,0,0,1.0,0.0,6.0,0.0,0.0
1352713312.0,1,0,0,1,0.0,0.0,,0.0,0.0
1353078012.0,1,1,0,0,1.0,0.0,23.0,1.0,0.0
1355065937.0,1,0,1,0,0.0,1.0,6.0,0.0,0.0
1355512652.0,1,1,0,0,1.0,0.0,5.0,0.0,0.0
1355560442.0,1,1,0,0,1.0,0.0,10.0,0.0,0.0
1356640201.0,1,0,0,1,0.0,0.0,,0.0,0.0
1357042649.0,1,0,1,0,0.0,1.0,5.0,0.0,1.0
1357090204.0,1,1,0,0,1.0,0.0,18.0,1.0,2.0
1357100947.0,1,0,1,0,0.0,1.0,17.0,1.0,0.0
1357943111.0,1,1,0,0,1.0,0.0,10.0,0.0,3.0
1358772164.0,1,1,0,0,1.0,0.0,8.0,0.0,3.0
1359015500.0,1,0,0,1,0.0,0.0,,0.0,2.0
1359397074.0,1,1,0,0,1.0,0.0,8.0,0.0,0.0
1360153305.0,1,1,0,0,1.0,0.0,3.0,0.0,0.0
1360571193.0,1,0,1,0,0.0,1.0,0.0,0.0,0.0
1361014996.0,1,1,0,0,1.0,0.0,1.0,0.0,3.0
1361217878.0,1,0,0,1,0.0,0.0,,0.0,0.0
1361619609.0,1,0,0,1,0.0,0.0,,0.0,1.0
1361692216.0,1,1,0,0,1.0,0.0,6.0,1.0,0.0
1361692539.0,1,1,0,0,1.0,0.0,5.0,0.0,0.0
1362378463.0,1,0,0,1,0.0,0.0,,0.0,0.0
1362452944.0,1,1,0,0,1.0,0.0,14.0,0.0,0.0
1362878346.0,1,1,0,0,1.0,0.0,28.0,1.0,0.0
1363957437.0,1,1,0,0,1.0,0.0,13.0,0.0,0.0
1364022782.0,1,1,0,0,1.0,0.0,16.0,1.0,1.0
1364722092.0,1,0,1,0,0.0,1.0,12.0,0.0,3.0
1367356583.0,1,1,0,0,1.0,0.0,24.0,1.0,0.0
1367389034.0,1,1,0,0,1.0,0.0,9.0,0.0,0.0
1368240929.0,1,0,1,0,0.0,1.0,15.0,1.0,3.0
1368293615.0,1,0,1,0,0.0,1.0,1.0,0.0,1.0
1368356540.0,1,1,0,0,1.0,0.0,14.0,0.0,0.0
1368490482.0,1,0,1,0,0.0,1.0,5.0,0.0,0.0
1369096762.0,1,0,0,1,0.0,0.0,,0.0,0.0
1369264524.0,1,0,1,0,0.0,1.0,7.0,0.0,0.0
1369753568.0,1,0,1,0,0.0,1.0,20.0,1.0,2.0
1370379806.0,1,0,1,0,0.0,1.0,3.0,0.0,0.0
1370507544.0,1,0,1,0,0.0,1.0,3.0,0.0,2.0
1370700043.0,1,1,0,0,1.0,0.0,8.0,0.0,0.0
1370709567.0,1,0,0,1,0.0,0.0,,0.0,2.0
1371034102.0,1,1,0,0,1.0,0.0,8.0,0.0,3.0
1375393536.0,1,1,0,0,1.0,0.0,8.0,0.0,0.0
1375766515.0,1,1,0,0,1.0,0.0,17.0,1.0,1.0
1375860711.0,1,0,1,0,0.0,1.0,8.0,0.0,0.0
1376369160.0,1,0,1,0,0.0,1.0,11.0,0.0,1.0
1376453815.0,1,1,0,0,1.0,0.0,18.0,1.0,0.0
1376492553.0,1,0,0,1,0.0,0.0,,0.0,1.0
1376641884.0,1,1,0,0,1.0,0.0,0.0,0.0,0.0
1377220696.0,1,0,1,0,0.0,1.0,24.0,1.0,0.0
1377626079.0,1,1,0,0,1.0,0.0,16.0,1.0,3.0
1377843683.0,1,1,0,0,1.0,0.0,2.0,0.0,0.0
1377865936.0,1,1,0,0,1.0,0.0,8.0,0.0,3.0
1379385518.0,1,1,0,0,1.0,0.0,13.0,0.0,0.0
1380594270.0,1,0,1,0,0.0,1.0,9.0,0.0,2.0
1380687949.0,1,1,0,0,1.0,0.0,8.0,0.0,0.0
1380787559.0,1,1,0,0,1.0,0.0,2.0,0.0,0.0
1381465568.0,1,1,0,0,1.0,0.0,4.0,1.0,2.0
1382257456.0,1,1,0,0,1.0,0.0,0.0,0.0,0.0
1383613965.0,1,1,0,0,1.0,0.0,13.0,0.0,0.0
1384666856.0,1,0,1,0,0.0,1.0,12.0,0.0,0.0
1385052747.0,1,0,1,0,0.0,1.0,11.0,0.0,0.0
1385646751.0,1,1,0,0,1.0,0.0,7.0,0.0,0.0
1385774293.0,1,1,0,0,1.0,0.0,3.0,0.0,0.0
1385890027.0,1,1,0,0,1.0,0.0,7.0,0.0,0.0
1386788203.0,1,0,1,0,0.0,1.0,20.0,1.0,0.0
1387589664.0,1,1,0,0,1.0,0.0,11.0,0.0,0.0
1387905702.0,1,0,1,0,0.0,1.0,15.0,1.0,0.0
1387992204.0,1,1,0,0,1.0,0.0,5.0,0.0,0.0
1388040535.0,1,1,0,0,1.0,0.0,12.0,0.0,0.0
1388052254.0,1,1,0,0,1.0,0.0,6.0,0.0,0.0
1388100602.0,1,1,0,0,1.0,0.0,15.0,1.0,0.0
1388134269.0,1,1,0,0,1.0,0.0,4.0,0.0,0.0
1389160916.0,1,0,1,0,0.0,1.0,12.0,0.0,2.0
1389197013.0,1,1,0,0,1.0,0.0,15.0,1.0,3.0
1389300767.0,1,1,0,0,1.0,0.0,4.0,1.0,0.0
1390059464.0,1,1,0,0,1.0,0.0,2.0,0.0,2.0
1390062213.0,1,1,0,0,1.0,0.0,18.0,1.0,3.0
1391190925.0,1,1,0,0,1.0,0.0,11.0,0.0,0.0
1391227997.0,1,1,0,0,1.0,0.0,8.0,0.0,3.0
1391466833.0,1,1,0,0,1.0,0.0,5.0,1.0,0.0
1392027229.0,1,1,0,0,1.0,0.0,2.0,0.0,3.0
1392177513.0,1,1,0,0,1.0,0.0,1.0,0.0,0.0
1392395283.0,1,0,1,0,0.0,1.0,7.0,0.0,2.0
1393027849.0,1,1,0,0,1.0,0.0,7.0,0.0,3.0
1393099429.0,1,0,0,1,0.0,0.0,,0.0,0.0
1393338057.0,1,1,0,0,1.0,0.0,9.0,0.0,0.0
1393365096.0,1,1,0,0,1.0,0.0,10.0,0.0,0.0
1393389299.0,1,1,0,0,1.0,0.0,3.0,0.0,1.0
1394062251.0,1,1,0,0,1.0,0.0,11.0,0.0,0.0
1394228108.0,1,1,0,0,1.0,0.0,2.0,0.0,2.0
1394310966.0,1,1,0,0,1.0,0.0,2.0,0.0,0.0
1395395612.0,1,1,0,0,1.0,0.0,0.0,0.0,2.0
1395423625.0,1,1,0,0,1.0,0.0,7.0,0.0,0.0
1395842523.0,1,1,0,0,1.0,0.0,9.0,0.0,0.0
1396546237.0,1,1,0,0,1.0,0.0,6.0,0.0,0.0
1397126253.0,1,0,0,1,0.0,0.0,,0.0,0.0
1397466900.0,1,1,0,0,1.0,0.0,5.0,0.0,0.0
1398866824.0,1,1,0,0,1.0,0.0,17.0,1.0,0.0
1398971457.0,1,1,0,0,1.0,0.0,1.0,0.0,0.0
1399411961.0,1,1,0,0,1.0,0.0,15.0,1.0,2.0
1400309710.0,1,0,1,0,0.0,1.0,14.0,0.0,0.0
1401603620.0,1,0,1,0,0.0,1.0,10.0,0.0,1.0
1402067919.0,1,0,0,1,0.0,0.0,,0.0,1.0
1403488012.0,1,1,0,0,1.0,0.0,15.0,1.0,0.0
1403786283.0,1,0,1,0,0.0,1.0,6.0,0.0,3.0
1404359253.0,1,1,0,0,1.0,0.0,24.0,1.0,0.0
1404406793.0,1,0,1,0,0.0,1.0,1.0,0.0,2.0
1404660087.0,1,1,0,0,1.0,0.0,14.0,0.0,0.0
1405090164.0,1,1,0,0,1.0,0.0,15.0,1.0,1.0
1405151744.0,1,1,0,0,1.0,0.0,13.0,0.0,0.0
1405298507.0,1,0,1,0,0.0,1.0,2.0,0.0,2.0
1406222217.0,1,0,1,0,0.0,1.0,13.0,0.0,0.0
1406292784.0,1,1,0,0,1.0,0.0,14.0,0.0,0.0
1407443727.0,1,0,1,0,0.0,1.0,12.0,0.0,2.0
1407545843.0,1,1,0,0,1.0,0.0,21.0,1.0,3.0
1407794668.0,1,1,0,0,1.0,0.0,18.0,1.0,0.0
1408431672.0,1,1,0,0,1.0,0.0,6.0,1.0,0.0
1411380052.0,1,0,1,0,0.0,1.0,13.0,0.0,3.0
1411553554.0,1,0,1,0,0.0,1.0,2.0,0.0,0.0
1411726312.0,1,1,0,0,1.0,0.0,2.0,0.0,3.0
1411777031.0,1,0,1,0,0.0,1.0,8.0,0.0,0.0
1412118437.0,1,0,1,0,0.0,1.0,11.0,0.0,0.0
1412883052.0,1,1,0,0,1.0,0.0,37.0,1.0,2.0
1413295063.0,1,1,0,0,1.0,0.0,0.0,0.0,2.0
1413341384.0,1,1,0,0,1.0,0.0,0.0,0.0,1.0
