Provider_NPI,prescription_claim_count,total_billed_amount,average_billed_amount,total_paid_amount,average_paid_amount,average_days_supply,average_quantity_dispensed,average_processing_latency,average_retry_count,denial_rate,SLA_breach_rate
1227416655.0,1,693.82,693.82,648.48,648.48,30.0,38.0,0.0,2.0,1.0,0.0
1227466083.0,1,37.26,37.26,25.91,25.91,30.0,39.0,0.0,3.0,0.0,0.0
1227476656.0,1,795.45,795.45,750.2,750.2,90.0,99.0,4.0,2.0,0.0,1.0
1228295736.0,1,-242.71,-242.71,172.35,172.35,60.0,86.0,1.0,3.0,0.0,0.0
1228932995.0,1,379.75,379.75,349.33,349.33,30.0,32.0,3.0,0.0,0.0,1.0
1229815130.0,1,360.85,360.85,228.25,228.25,30.0,40.0,4.0,0.0,0.0,1.0
1230494477.0,1,318.86,318.86,258.89,258.89,60.0,72.0,0.0,1.0,0.0,0.0
1230524790.0,1,76.89,76.89,52.81,52.81,30.0,43.0,0.0,0.0,0.0,0.0
1230882801.0,1,947.74,947.74,595.8,595.8,60.0,76.0,2.0,0.0,0.0,0.0
1231235520.0,1,901.16,901.16,792.94,792.94,60.0,58.0,2.0,0.0,0.0,0.0
1231343976.0,1,444.35,444.35,374.26,374.26,30.0,27.0,0.0,0.0,0.0,0.0
1231434441.0,1,584.54,584.54,545.57,545.57,30.0,26.0,4.0,0.0,0.0,1.0
1231646023.0,1,650.3,650.3,571.37,571.37,90.0,105.0,3.0,0.0,0.0,1.0
1232394045.0,1,182.38,182.38,134.65,134.65,30.0,33.0,3.0,0.0,1.0,1.0
1232403673.0,2,1465.96,732.98,926.36,463.18,60.0,67.0,2.0,0.0,0.0,0.0
1232484112.0,1,848.12,848.12,610.76,610.76,60.0,49.0,1.0,0.0,0.0,0.0
1233098950.0,1,497.45,497.45,471.12,471.12,90.0,97.0,3.0,2.0,0.0,1.0
1233154329.0,1,508.37,508.37,311.69,311.69,30.0,25.0,0.0,2.0,1.0,0.0
1233282699.0,1,1017.72,1017.72,710.74,710.74,60.0,50.0,0.0,1.0,0.0,0.0
1233714142.0,1,644.84,644.84,506.41,506.41,30.0,40.0,2.0,0.0,0.0,0.0
1234474244.0,1,755.69,755.69,511.48,511.48,30.0,44.0,3.0,1.0,0.0,1.0
1234565821.0,1,942.96,942.96,690.13,690.13,30.0,38.0,1.0,0.0,0.0,0.0
1235365398.0,1,237.33,237.33,177.94,177.94,60.0,54.0,1.0,0.0,0.0,0.0
1235836204.0,1,729.24,729.24,543.19,543.19,30.0,35.0,1.0,1.0,0.0,0.0
1235969639.0,1,495.85,495.85,326.92,326.92,60.0,86.0,3.0,3.0,1.0,1.0
1236740490.0,1,250.03,250.03,203.47,203.47,30.0,29.0,0.0,2.0,1.0,0.0
1236877446.0,1,433.1,433.1,345.94,345.94,90.0,108.0,4.0,1.0,0.0,1.0
1238027012.0,1,185.33,185.33,112.06,112.06,30.0,44.0,0.0,0.0,0.0,0.0
1238777621.0,1,1616.01,1616.01,1440.01,1440.01,60.0,83.0,2.0,2.0,0.0,0.0
1239214387.0,1,739.96,739.96,593.5,593.5,30.0,35.0,0.0,0.0,0.0,0.0
1239404270.0,1,472.28,472.28,401.38,401.38,30.0,25.0,2.0,0.0,0.0,0.0
1239654800.0,1,526.66,526.66,353.15,353.15,30.0,42.0,0.0,1.0,0.0,0.0
1239758129.0,1,83.34,83.34,53.71,53.71,30.0,28.0,2.0,2.0,0.0,0.0
1239771588.0,1,1500.93,1500.93,1230.02,1230.02,90.0,117.0,2.0,1.0,0.0,0.0
1240747202.0,1,317.99,317.99,219.34,219.34,30.0,32.0,3.0,0.0,0.0,1.0
1241062907.0,1,696.04,696.04,497.92,497.92,30.0,30.0,1.0,0.0,0.0,0.0
1241138227.0,1,1519.69,1519.69,1358.85,1358.85,90.0,91.0,1.0,2.0,0.0,0.0
1241472028.0,1,324.84,324.84,248.23,248.23,60.0,66.0,0.0,2.0,0.0,0.0
1242328805.0,1,451.16,451.16,319.92,319.92,60.0,50.0,0.0,1.0,0.0,0.0
1242412948.0,1,500.71,500.71,463.13,463.13,30.0,33.0,0.0,0.0,0.0,0.0
1243003908.0,1,623.18,623.18,375.18,375.18,30.0,36.0,3.0,2.0,0.0,1.0
1243490007.0,1,519.53,519.53,360.87,360.87,30.0,39.0,4.0,2.0,1.0,1.0
1244083388.0,1,253.51,253.51,229.87,229.87,60.0,54.0,2.0,0.0,0.0,0.0
1244408100.0,1,1081.12,1081.12,717.57,717.57,60.0,77.0,2.0,0.0,1.0,0.0
1244580265.0,1,33.1,33.1,30.34,30.34,60.0,60.0,4.0,0.0,0.0,1.0
1244895286.0,1,61.44,61.44,54.16,54.16,30.0,31.0,2.0,0.0,0.0,0.0
1245160607.0,1,743.95,743.95,516.54,516.54,30.0,32.0,1.0,0.0,0.0,0.0
1245398904.0,1,440.92,440.92,303.82,303.82,30.0,31.0,4.0,2.0,0.0,1.0
1246552895.0,1,57.64,57.64,49.34,49.34,60.0,77.0,1.0,1.0,1.0,0.0
1246637586.0,1,513.63,513.63,424.22,424.22,30.0,35.0,2.0,0.0,0.0,0.0
1246921025.0,1,1506.5,1506.5,1046.2,1046.2,60.0,64.0,0.0,3.0,0.0,0.0
1246996458.0,1,1014.41,1014.41,881.59,881.59,30.0,43.0,4.0,0.0,0.0,1.0
1247232382.0,1,112.09,112.09,90.04,90.04,30.0,42.0,2.0,2.0,0.0,0.0
1247695364.0,1,855.23,855.23,672.8,672.8,30.0,42.0,3.0,0.0,1.0,1.0
1248216434.0,1,537.12,537.12,457.07,457.07,30.0,35.0,0.0,2.0,1.0,0.0
1248311324.0,1,1254.73,1254.73,820.51,820.51,60.0,56.0,2.0,0.0,0.0,0.0
1248460193.0,1,323.5,323.5,230.14,230.14,30.0,30.0,2.0,3.0,0.0,0.0
1248527750.0,1,118.77,118.77,95.1,95.1,30.0,40.0,4.0,2.0,0.0,1.0
1249474062.0,1,356.68,356.68,316.2,316.2,60.0,68.0,3.0,0.0,0.0,1.0
1249773145.0,1,665.53,665.53,551.12,551.12,30.0,28.0,1.0,3.0,0.0,0.0
1249779213.0,1,1159.4,1159.4,777.37,777.37,60.0,79.0,2.0,0.0,0.0,0.0
1250314192.0,1,594.88,594.88,522.9,522.9,60.0,59.0,0.0,0.0,0.0,0.0
1250473210.0,1,825.44,825.44,562.85,562.85,30.0,34.0,4.0,2.0,0.0,1.0
1250852979.0,1,155.17,155.17,113.23,113.23,60.0,76.0,3.0,0.0,0.0,1.0
1250967804.0,1,203.94,203.94,182.48,182.48,90.0,86.0,3.0,3.0,0.0,1.0
1251515483.0,1,322.22,322.22,253.85,253.85,30.0,25.0,1.0,2.0,0.0,0.0
1251587287.0,1,161.2,161.2,100.53,100.53,30.0,25.0,4.0,0.0,0.0,1.0
1251882214.0,1,483.7,483.7,342.74,342.74,30.0,29.0,3.0,0.0,0.0,1.0
1252829119.0,1,565.86,565.86,423.47,423.47,90.0,83.0,4.0,1.0,0.0,1.0
1252839535.0,1,525.76,525.76,459.16,459.16,30.0,37.0,0.0,0.0,0.0,0.0
1253593889.0,1,689.27,689.27,526.78,526.78,60.0,63.0,4.0,3.0,0.0,1.0
1254204165.0,1,2067.83,2067.83,1439.95,1439.95,90.0,129.0,3.0,3.0,0.0,1.0
1254302818.0,1,76.65,76.65,51.36,51.36,30.0,34.0,0.0,0.0,0.0,0.0
1254874896.0,1,871.09,871.09,766.05,766.05,60.0,59.0,2.0,0.0,0.0,0.0
1256664643.0,1,152.33,152.33,122.81,122.81,30.0,29.0,3.0,2.0,0.0,1.0
1257213896.0,1,362.18,362.18,313.6,313.6,30.0,27.0,2.0,0.0,0.0,0.0
1257244567.0,1,47.73,47.73,42.97,42.97,30.0,28.0,4.0,1.0,1.0,1.0
1257366193.0,1,845.61,845.61,760.32,760.32,30.0,35.0,4.0,2.0,0.0,1.0
1257589247.0,1,627.73,627.73,397.86,397.86,60.0,49.0,0.0,3.0,0.0,0.0
1257822682.0,1,343.16,343.16,268.86,268.86,30.0,34.0,2.0,1.0,0.0,0.0
1258000222.0,1,639.72,639.72,480.25,480.25,30.0,44.0,0.0,0.0,1.0,0.0
1258337013.0,1,183.08,183.08,115.61,115.61,30.0,35.0,4.0,0.0,0.0,1.0
1258491245.0,1,500.27,500.27,369.88,369.88,30.0,41.0,1.0,0.0,0.0,0.0
1258704751.0,1,1240.64,1240.64,1156.67,1156.67,60.0,65.0,2.0,0.0,0.0,0.0
1259264346.0,1,291.07,291.07,206.88,206.88,30.0,37.0,0.0,0.0,0.0,0.0
1259393884.0,1,496.06,496.06,450.13,450.13,30.0,25.0,1.0,1.0,0.0,0.0
1259624849.0,1,754.41,754.41,588.69,588.69,60.0,62.0,4.0,1.0,0.0,1.0
1259754337.0,1,433.25,433.25,327.92,327.92,30.0,27.0,1.0,1.0,0.0,0.0
1260058090.0,1,1399.27,1399.27,856.35,856.35,60.0,72.0,2.0,2.0,0.0,0.0
1260148909.0,1,1938.16,1938.16,1682.59,1682.59,60.0,87.0,0.0,3.0,0.0,0.0
1260866900.0,1,1026.67,1026.67,680.25,680.25,60.0,57.0,1.0,0.0,0.0,0.0
1261130975.0,1,314.35,314.35,215.71,215.71,60.0,66.0,4.0,0.0,0.0,1.0
1261376274.0,1,565.9,565.9,349.31,349.31,30.0,42.0,0.0,0.0,1.0,0.0
1261590276.0,1,267.17,267.17,220.2,220.2,30.0,31.0,4.0,2.0,0.0,1.0
1261905076.0,1,923.0,923.0,611.04,611.04,90.0,128.0,2.0,3.0,0.0,0.0
1261934648.0,1,346.25,346.25,220.01,220.01,30.0,24.0,2.0,1.0,1.0,0.0
1262606131.0,1,861.07,861.07,645.05,645.05,30.0,42.0,3.0,3.0,0.0,1.0
1262884572.0,1,87037.8080402762,87037.8080402762,610.55,610.55,60.0,67.0,0.0,3.0,0.0,0.0
1263250960.0,1,486.6,486.6,311.73,311.73,90.0,97.0,0.0,1.0,0.0,0.0
1263319538.0,1,852.08,852.08,668.68,668.68,60.0,54.0,0.0,3.0,0.0,0.0
1263476604.0,1,2511.2,2511.2,1667.33,1667.33,90.0,115.0,3.0,0.0,1.0,1.0
1264088337.0,1,1419.83,1419.83,1026.62,1026.62,90.0,79.0,3.0,3.0,0.0,1.0
1264493053.0,1,2191.34,2191.34,1319.85,1319.85,90.0,94.0,1.0,0.0,0.0,0.0
1264856854.0,1,528.44,528.44,324.64,324.64,30.0,38.0,3.0,2.0,0.0,1.0
1264968185.0,1,219.05,219.05,196.02,196.02,30.0,29.0,4.0,0.0,1.0,1.0
1265111700.0,1,1441.86,1441.86,1199.37,1199.37,60.0,68.0,1.0,0.0,0.0,0.0
1265167434.0,1,961.29,961.29,667.35,667.35,90.0,95.0,1.0,0.0,0.0,0.0
1265651122.0,1,449.79,449.79,341.9,341.9,90.0,91.0,4.0,0.0,0.0,1.0
1265955518.0,1,759.72,759.72,685.56,685.56,30.0,34.0,3.0,1.0,0.0,1.0
1266054116.0,1,714.75,714.75,549.33,549.33,30.0,35.0,0.0,3.0,0.0,0.0
1266923033.0,1,625.06,625.06,561.06,561.06,30.0,42.0,3.0,0.0,0.0,1.0
1267036721.0,1,906.36,906.36,647.95,647.95,30.0,43.0,0.0,0.0,0.0,0.0
1267493157.0,1,841.75,841.75,781.76,781.76,30.0,41.0,3.0,2.0,0.0,1.0
1267512834.0,1,1634.6,1634.6,1436.01,1436.01,60.0,79.0,0.0,0.0,0.0,0.0
1267986709.0,1,552.98,552.98,514.52,514.52,60.0,63.0,2.0,1.0,0.0,0.0
1268909636.0,1,325.84,325.84,275.87,275.87,90.0,80.0,0.0,0.0,1.0,0.0
1269357197.0,1,466.83,466.83,387.18,387.18,90.0,88.0,2.0,0.0,0.0,0.0
1269968138.0,1,164.44,164.44,140.96,140.96,30.0,27.0,4.0,0.0,0.0,1.0
1270131279.0,1,1365.36,1365.36,1251.1,1251.1,60.0,71.0,1.0,3.0,0.0,0.0
1270355006.0,1,293.17,293.17,261.98,261.98,30.0,36.0,4.0,3.0,0.0,1.0
1270666360.0,1,2337.28,2337.28,1820.22,1820.22,90.0,94.0,1.0,0.0,0.0,0.0
1270782604.0,1,177.5,177.5,151.01,151.01,60.0,57.0,1.0,3.0,0.0,0.0
1271130755.0,1,1480.04,1480.04,1289.36,1289.36,90.0,124.0,2.0,2.0,0.0,0.0
1271852128.0,1,56.07,56.07,41.44,41.44,30.0,31.0,1.0,1.0,0.0,0.0
1271950297.0,1,79.42,79.42,75.23,75.23,30.0,42.0,3.0,0.0,0.0,1.0
1272187643.0,1,391.98,391.98,337.91,337.91,60.0,72.0,2.0,1.0,0.0,0.0
1272303219.0,1,365.17,365.17,269.78,269.78,60.0,58.0,4.0,3.0,0.0,1.0
1272317575.0,1,624.54,624.54,471.12,471.12,30.0,36.0,1.0,0.0,0.0,0.0
1273313382.0,1,617.33,617.33,415.22,415.22,30.0,40.0,4.0,0.0,0.0,1.0
1273414560.0,1,1688.23,1688.23,1406.77,1406.77,60.0,88.0,2.0,3.0,0.0,0.0
1273617211.0,1,471.68,471.68,332.44,332.44,60.0,76.0,0.0,2.0,0.0,0.0
1273637488.0,1,234.94,234.94,148.42,148.42,60.0,59.0,3.0,0.0,0.0,1.0
1273762016.0,1,432.53,432.53,643.24,643.24,30.0,25.0,2.0,0.0,0.0,0.0
1274003795.0,1,2302.92,2302.92,1463.4,1463.4,90.0,122.0,0.0,3.0,0.0,0.0
1274345747.0,1,631.74,631.74,478.11,478.11,30.0,35.0,1.0,0.0,0.0,0.0
1275050720.0,1,252.82,252.82,227.45,227.45,30.0,32.0,2.0,3.0,1.0,0.0
1275079654.0,1,695.97,695.97,561.1,561.1,30.0,28.0,4.0,0.0,0.0,1.0
1276019487.0,1,288.75,288.75,224.54,224.54,30.0,38.0,1.0,0.0,0.0,0.0
1276157480.0,1,1123.65,1123.65,683.12,683.12,60.0,76.0,2.0,0.0,0.0,0.0
1276201160.0,1,485.94,485.94,354.55,354.55,30.0,32.0,3.0,0.0,1.0,1.0
1277270357.0,1,75.2,75.2,52.46,52.46,30.0,34.0,4.0,0.0,1.0,1.0
1277503574.0,1,1968.49,1968.49,1686.77,1686.77,60.0,88.0,1.0,3.0,0.0,0.0
1277925817.0,1,2274.96,2274.96,2104.17,2104.17,90.0,120.0,1.0,2.0,0.0,0.0
1278050214.0,1,813.93,813.93,507.64,507.64,30.0,42.0,2.0,0.0,0.0,0.0
1278071361.0,1,554.44,554.44,413.96,413.96,30.0,42.0,4.0,1.0,0.0,1.0
1278533989.0,1,682.57,682.57,629.28,629.28,60.0,83.0,1.0,0.0,0.0,0.0
1278588041.0,1,737.47,737.47,643.81,643.81,60.0,67.0,4.0,0.0,0.0,1.0
1279300679.0,1,1030.46,1030.46,647.15,647.15,60.0,58.0,3.0,0.0,0.0,1.0
1279377718.0,1,773.21,773.21,509.73,509.73,30.0,34.0,3.0,0.0,0.0,1.0
1280126764.0,2,1705.72,852.86,1340.62,670.31,30.0,38.0,2.0,1.0,0.0,0.0
1280401689.0,2,4225.2,2112.6,2544.36,1272.18,60.0,86.0,1.0,2.0,0.0,0.0
1280586411.0,1,59.46,59.46,54.27,54.27,30.0,32.0,0.0,0.0,0.0,0.0
1280879745.0,1,398.78,398.78,246.09,246.09,30.0,36.0,3.0,0.0,0.0,1.0
1280943592.0,1,20.38,20.38,14.08,14.08,30.0,35.0,4.0,1.0,0.0,1.0
1281035449.0,1,203.04,203.04,147.68,147.68,90.0,127.0,3.0,0.0,0.0,1.0
1281890162.0,1,645.74,645.74,575.42,575.42,30.0,39.0,3.0,2.0,0.0,1.0
1282826724.0,1,2005.3,2005.3,1877.15,1877.15,90.0,125.0,1.0,1.0,0.0,0.0
1283821009.0,1,790.63,790.63,643.15,643.15,30.0,43.0,1.0,1.0,0.0,0.0
1284166521.0,1,832.29,832.29,639.22,639.22,30.0,41.0,0.0,2.0,0.0,0.0
1284337993.0,1,1211.01,1211.01,843.23,843.23,60.0,60.0,4.0,3.0,0.0,1.0
1284481598.0,1,164.05,164.05,153.3,153.3,60.0,73.0,2.0,1.0,1.0,0.0
1284922515.0,1,895.44,895.44,686.1,686.1,60.0,49.0,4.0,0.0,1.0,1.0
1285046735.0,1,1465.18,1465.18,1093.83,1093.83,90.0,121.0,4.0,3.0,0.0,1.0
1285070748.0,1,261.43,261.43,217.16,217.16,30.0,35.0,4.0,0.0,1.0,1.0
1285187037.0,1,680.17,680.17,632.54,632.54,30.0,39.0,4.0,0.0,0.0,1.0
1285273291.0,1,180.58,180.58,121.17,121.17,30.0,32.0,1.0,0.0,0.0,0.0
1286373631.0,1,607.93,607.93,404.99,404.99,30.0,37.0,0.0,2.0,0.0,0.0
1286510734.0,1,53.56,53.56,32.46,32.46,30.0,26.0,0.0,3.0,0.0,0.0
1287971767.0,1,495.61,495.61,405.13,405.13,30.0,33.0,0.0,2.0,0.0,0.0
1288857013.0,1,1324.55,1324.55,1111.55,1111.55,90.0,90.0,3.0,3.0,0.0,1.0
1288980165.0,1,974.91,974.91,613.43,613.43,60.0,68.0,4.0,0.0,0.0,1.0
1290061675.0,1,451.0,451.0,335.72,335.72,90.0,113.0,1.0,0.0,1.0,0.0
1290118575.0,1,2075.26,2075.26,1700.27,1700.27,90.0,126.0,4.0,3.0,1.0,1.0
1290663476.0,1,992.34,992.34,733.32,733.32,30.0,41.0,3.0,0.0,0.0,1.0
1290967371.0,1,1288.87,1288.87,1157.42,1157.42,90.0,80.0,3.0,1.0,1.0,1.0
1291093224.0,1,138.95,138.95,95.29,95.29,30.0,30.0,4.0,0.0,0.0,1.0
1291426807.0,1,241.18,241.18,196.83,196.83,30.0,26.0,2.0,0.0,0.0,0.0
1291498322.0,1,360.43,360.43,317.23,317.23,30.0,24.0,0.0,0.0,0.0,0.0
1291738952.0,1,341.67,341.67,234.78,234.78,30.0,31.0,4.0,0.0,0.0,1.0
1292143628.0,1,598.51,598.51,380.21,380.21,30.0,34.0,1.0,1.0,1.0,0.0
1293046714.0,1,381.15,381.15,231.37,231.37,30.0,35.0,0.0,3.0,0.0,0.0
1293259359.0,1,244.14,244.14,211.66,211.66,30.0,44.0,0.0,0.0,0.0,0.0
1294606180.0,1,64.71,64.71,39.51,39.51,30.0,25.0,4.0,0.0,1.0,1.0
1295148065.0,1,2155.52,2155.52,1680.73,1680.73,90.0,125.0,0.0,0.0,0.0,0.0
1295237992.0,1,2026.88,2026.88,1595.07,1595.07,60.0,82.0,0.0,0.0,0.0,0.0
1295265662.0,1,752.35,752.35,589.89,589.89,60.0,64.0,2.0,2.0,0.0,0.0
1295604430.0,1,825.68,825.68,1455.98,1455.98,30.0,36.0,1.0,0.0,1.0,0.0
1295676992.0,1,46.62,46.62,35.78,35.78,30.0,39.0,4.0,1.0,1.0,1.0
1296200657.0,1,277.91,277.91,195.48,195.48,30.0,24.0,2.0,0.0,0.0,0.0
1296366768.0,1,571.4,571.4,420.69,420.69,30.0,43.0,0.0,0.0,0.0,0.0
1296707947.0,1,320.23,320.23,285.3,285.3,30.0,25.0,1.0,2.0,0.0,0.0
1296763717.0,1,1205.97,1205.97,1015.87,1015.87,90.0,121.0,3.0,0.0,0.0,1.0
1297306329.0,1,647.06,647.06,589.67,589.67,30.0,30.0,4.0,3.0,0.0,1.0
1297413822.0,1,601.62,601.62,551.72,551.72,30.0,33.0,2.0,0.0,0.0,0.0
1297745692.0,1,745.69,745.69,665.45,665.45,30.0,36.0,2.0,0.0,1.0,0.0
1297833748.0,1,1078.77,1078.77,842.12,842.12,60.0,59.0,3.0,0.0,0.0,1.0
1298168950.0,1,173.86,173.86,109.21,109.21,30.0,37.0,2.0,0.0,0.0,0.0
1298881812.0,1,225.0,225.0,201.38,201.38,30.0,31.0,4.0,0.0,0.0,1.0
1299027179.0,1,625.78,625.78,582.03,582.03,30.0,38.0,0.0,0.0,0.0,0.0
1299115961.0,1,505.96,505.96,478.43,478.43,90.0,121.0,1.0,0.0,1.0,0.0
1299277678.0,1,202.01,202.01,125.25,125.25,30.0,44.0,1.0,0.0,0.0,0.0
1299325182.0,1,49.85,49.85,35.19,35.19,30.0,34.0,1.0,1.0,0.0,0.0
1299407407.0,1,936.48,936.48,655.25,655.25,30.0,42.0,3.0,0.0,1.0,1.0
1300321895.0,1,234.58,234.58,168.34,168.34,30.0,35.0,2.0,0.0,0.0,0.0
1300452618.0,1,88.28,88.28,80.95,80.95,60.0,86.0,1.0,2.0,0.0,0.0
1300678929.0,1,328.99,328.99,267.74,267.74,60.0,71.0,0.0,2.0,0.0,0.0
1300782254.0,1,508.59,508.59,460.61,460.61,60.0,88.0,3.0,0.0,1.0,1.0
1301422024.0,1,1695.24,1695.24,1336.12,1336.12,60.0,79.0,2.0,0.0,0.0,0.0
1301750119.0,1,513.94,513.94,411.55,411.55,30.0,27.0,3.0,1.0,0.0,1.0
1301948452.0,1,207.73,207.73,169.13,169.13,30.0,25.0,1.0,3.0,0.0,0.0
1302229292.0,1,358.64,358.64,244.75,244.75,30.0,32.0,2.0,0.0,1.0,0.0
1302813807.0,1,823.94,823.94,545.38,545.38,30.0,35.0,0.0,0.0,0.0,0.0
1303587089.0,1,1249.08,1249.08,804.57,804.57,60.0,60.0,3.0,0.0,0.0,1.0
1304059508.0,1,2190.4,2190.4,1583.45,1583.45,90.0,104.0,4.0,0.0,1.0,1.0
1304426244.0,1,441.23,441.23,300.28,300.28,30.0,30.0,4.0,0.0,0.0,1.0
1305116196.0,1,901.13,901.13,777.45,777.45,60.0,56.0,3.0,0.0,0.0,1.0
1305289000.0,1,1584.83,1584.83,1447.08,1447.08,60.0,83.0,2.0,0.0,0.0,0.0
1305581285.0,1,237.89,237.89,149.08,149.08,30.0,30.0,2.0,0.0,0.0,0.0
1305985416.0,1,688.99,688.99,458.75,458.75,30.0,28.0,4.0,2.0,0.0,1.0
1306724195.0,1,111.46,111.46,81.7,81.7,60.0,71.0,0.0,0.0,0.0,0.0
1307296144.0,1,306.04,306.04,221.41,221.41,60.0,52.0,4.0,0.0,0.0,1.0
1307832067.0,1,250.82,250.82,161.66,161.66,30.0,37.0,1.0,0.0,0.0,0.0
1308384167.0,1,25.97,25.97,23.94,23.94,60.0,62.0,0.0,1.0,0.0,0.0
1308620659.0,1,608.06,608.06,519.59,519.59,30.0,35.0,1.0,0.0,0.0,0.0
1308929788.0,1,518.12,518.12,443.05,443.05,30.0,30.0,0.0,3.0,0.0,0.0
1309397132.0,1,859.81,859.81,708.52,708.52,90.0,94.0,1.0,1.0,0.0,0.0
1310056432.0,1,490.15,490.15,459.18,459.18,30.0,25.0,4.0,0.0,0.0,1.0
1310736315.0,1,55.12,55.12,40.36,40.36,30.0,32.0,3.0,3.0,0.0,1.0
1310845713.0,1,96.54,96.54,71.15,71.15,30.0,39.0,3.0,1.0,1.0,1.0
1310924671.0,1,413.18,413.18,282.01,282.01,30.0,31.0,1.0,0.0,0.0,0.0
1311580687.0,1,1179.7,1179.7,716.68,716.68,60.0,88.0,3.0,0.0,0.0,1.0
1311862609.0,1,798.22,798.22,721.65,721.65,30.0,42.0,3.0,0.0,0.0,1.0
1312544528.0,1,280.27,280.27,222.45,222.45,30.0,29.0,1.0,2.0,0.0,0.0
1312671388.0,1,280.78,280.78,218.67,218.67,30.0,28.0,2.0,3.0,0.0,0.0
1313298179.0,1,715.57,715.57,558.19,558.19,30.0,32.0,2.0,0.0,0.0,0.0
1314259501.0,1,1278.58,1278.58,1107.73,1107.73,60.0,82.0,2.0,0.0,0.0,0.0
1314362185.0,1,1114.93,1114.93,967.16,967.16,60.0,74.0,2.0,0.0,1.0,0.0
1315207675.0,1,286.73,286.73,233.38,233.38,60.0,58.0,1.0,0.0,1.0,0.0
1315492749.0,1,526.95,526.95,489.56,489.56,30.0,25.0,0.0,0.0,0.0,0.0
1315879987.0,1,934.46,934.46,806.54,806.54,30.0,39.0,3.0,2.0,1.0,1.0
1316930602.0,1,248.43,248.43,206.22,206.22,60.0,64.0,3.0,0.0,0.0,1.0
1317270953.0,1,347.74,347.74,300.81,300.81,30.0,38.0,1.0,3.0,0.0,0.0
1317946861.0,1,535.69,535.69,474.84,474.84,30.0,35.0,0.0,2.0,1.0,0.0
1318224454.0,1,1941.97,1941.97,3265.88,3265.88,60.0,80.0,0.0,2.0,0.0,0.0
1318554734.0,1,132.76,132.76,123.54,123.54,30.0,32.0,2.0,1.0,0.0,0.0
1318609838.0,1,2414.44,2414.44,1749.46,1749.46,90.0,102.0,1.0,0.0,0.0,0.0
1318989439.0,1,947.07,947.07,856.68,856.68,60.0,52.0,3.0,0.0,0.0,1.0
1319088201.0,1,518.58,518.58,477.59,477.59,30.0,37.0,3.0,0.0,0.0,1.0
1319218010.0,1,156.14,156.14,119.68,119.68,30.0,25.0,0.0,0.0,0.0,0.0
1319233850.0,1,1489.1,1489.1,1316.31,1316.31,90.0,106.0,4.0,0.0,0.0,1.0
1319286121.0,1,429.01,429.01,307.61,307.61,30.0,33.0,0.0,0.0,0.0,0.0
1319757745.0,1,82.77,82.77,63.28,63.28,30.0,30.0,2.0,3.0,0.0,0.0
1320792056.0,1,150.58,150.58,136.88,136.88,60.0,51.0,0.0,0.0,0.0,0.0
1322330113.0,1,219.15,219.15,193.66,193.66,30.0,44.0,4.0,1.0,0.0,1.0
1323486808.0,1,451.13,451.13,293.49,293.49,60.0,50.0,0.0,0.0,0.0,0.0
1323493972.0,2,974.94,487.47,813.84,406.92,30.0,28.0,0.0,2.0,0.0,0.0
1323704720.0,1,367.11,367.11,308.53,308.53,30.0,38.0,4.0,2.0,0.0,1.0
1324150824.0,1,462.83,462.83,428.35,428.35,60.0,74.0,1.0,0.0,0.0,0.0
1324297638.0,1,92.95,92.95,64.45,64.45,30.0,41.0,3.0,0.0,0.0,1.0
1324764136.0,1,1521.82,1521.82,974.52,974.52,60.0,75.0,0.0,3.0,0.0,0.0
1324811316.0,1,342.75,342.75,212.96,212.96,30.0,28.0,1.0,3.0,0.0,0.0
1325167600.0,1,470.05,470.05,323.01,323.01,30.0,29.0,0.0,0.0,0.0,0.0
1325261422.0,1,281.45,281.45,221.28,221.28,60.0,73.0,0.0,2.0,0.0,0.0
1325506793.0,1,971.06,971.06,611.8,611.8,30.0,41.0,3.0,3.0,0.0,1.0
1325547239.0,1,283.42,283.42,238.92,238.92,30.0,27.0,3.0,0.0,0.0,1.0
1325566543.0,1,407.81,407.81,303.48,303.48,30.0,25.0,0.0,0.0,0.0,0.0
1325587788.0,1,260.91,260.91,187.68,187.68,30.0,35.0,3.0,0.0,0.0,1.0
1325778315.0,1,-75.55,-75.55,58.92,58.92,30.0,34.0,2.0,0.0,0.0,0.0
1325885131.0,1,384.59,384.59,298.55,298.55,30.0,26.0,0.0,1.0,0.0,0.0
1325914638.0,1,260.44,260.44,207.35,207.35,60.0,76.0,2.0,0.0,1.0,0.0
1326214571.0,1,464.59,464.59,433.49,433.49,30.0,30.0,4.0,2.0,0.0,1.0
1326532225.0,1,209.57,209.57,195.72,195.72,30.0,40.0,2.0,0.0,0.0,0.0
1326763804.0,1,964.5,964.5,712.84,712.84,30.0,41.0,1.0,0.0,0.0,0.0
1326920692.0,1,826.1,826.1,504.49,504.49,60.0,55.0,4.0,0.0,0.0,1.0
1327135660.0,1,909.01,909.01,855.91,855.91,60.0,83.0,0.0,0.0,0.0,0.0
1327310500.0,1,176.76,176.76,113.18,113.18,30.0,31.0,1.0,0.0,1.0,0.0
1327431577.0,1,254.66,254.66,164.07,164.07,30.0,30.0,1.0,0.0,0.0,0.0
1327696767.0,1,422.29,422.29,289.03,289.03,60.0,49.0,0.0,0.0,0.0,0.0
1327804117.0,1,675.77,675.77,480.54,480.54,30.0,38.0,4.0,2.0,1.0,1.0
