Record_ID,Total_Rule_Violations,High,Medium,Low
MC104870,1,1,0,0
MC102239,1,1,0,0
MC101667,0,0,0,0
MC104090,0,0,0,0
MC100038,0,0,0,0
MC100352,1,1,0,0
MC101858,1,1,0,0
MC102526,1,1,0,0
MC100328,1,1,0,0
MC102885,0,0,0,0
MC103212,0,0,0,0
MC101696,1,1,0,0
MC103287,0,0,0,0
MC103174,0,0,0,0
MC102466,0,0,0,0
MC101275,1,1,0,0
MC101548,0,0,0,0
MC103772,0,0,0,0
MC103612,0,0,0,0
MC102362,1,1,0,0
MC103870,0,0,0,0
MC100618,0,0,0,0
MC104929,0,0,0,0
MC104513,1,1,0,0
MC100849,0,0,0,0
MC100975,2,1,1,0
MC100900,1,1,0,0
MC102778,0,0,0,0
MC100712,1,1,0,0
MC101761,0,0,0,0
MC101872,0,0,0,0
MC104416,1,1,0,0
MC100468,1,1,0,0
MC104936,1,1,0,0
MC101481,1,1,0,0
MC102928,1,1,0,0
MC102044,1,1,0,0
MC101405,0,0,0,0
MC100951,1,1,0,0
MC101896,0,0,0,0
MC101559,1,1,0,0
MC104060,0,0,0,0
MC101920,0,0,0,0
MC102514,1,1,0,0
MC100791,1,1,0,0
MC104752,1,1,0,0
MC103022,1,1,0,0
MC102638,0,0,0,0
MC100564,1,1,0,0
MC102812,1,1,0,0
MC101030,0,0,0,0
MC103528,0,0,0,0
MC102788,1,1,0,0
MC101131,1,1,0,0
MC100210,0,0,0,0
MC100524,0,0,0,0
MC104091,1,1,0,0
MC103823,0,0,0,0
MC100051,0,0,0,0
MC103785,1,1,0,0
MC101781,1,1,0,0
MC103226,0,0,0,0
MC103747,0,0,0,0
MC100674,1,1,0,0
MC101556,1,1,0,0
MC103407,1,1,0,0
MC102559,0,0,0,0
MC100560,1,1,0,0
MC103602,1,1,0,0
MC104446,1,1,0,0
MC104659,0,0,0,0
MC103755,1,1,0,0
MC100569,0,0,0,0
MC103010,1,1,0,0
MC103822,1,1,0,0
MC104857,2,1,1,0
MC104290,0,0,0,0
MC103512,0,0,0,0
MC103127,1,1,0,0
MC101486,1,1,0,0
MC103717,0,0,0,0
MC104980,0,0,0,0
MC104269,0,0,0,0
MC100399,0,0,0,0
MC100263,1,1,0,0
MC103529,1,1,0,0
MC102985,1,1,0,0
MC100106,1,1,0,0
MC103206,1,1,0,0
MC100520,1,1,0,0
MC101812,1,1,0,0
MC104554,1,1,0,0
MC103277,0,0,0,0
MC102982,1,1,0,0
MC100767,0,0,0,0
MC104277,0,0,0,0
MC100590,0,0,0,0
MC104490,1,1,0,0
MC104469,0,0,0,0
MC100009,0,0,0,0
MC103355,1,1,0,0
MC100758,1,1,0,0
MC101830,0,0,0,0
MC103592,0,0,0,0
MC101848,1,1,0,0
MC104565,1,1,0,0
MC100529,1,1,0,0
MC103039,1,1,0,0
MC101985,0,0,0,0
MC104931,1,1,0,0
MC100792,0,0,0,0
MC102924,0,0,0,0
MC101324,0,0,0,0
MC102691,1,1,0,0
MC102953,1,1,0,0
MC102944,1,1,0,0
MC104532,0,0,0,0
MC100651,1,1,0,0
MC103679,1,1,0,0
MC100249,1,1,0,0
MC104556,0,0,0,0
MC103990,0,0,0,0
MC100245,0,0,0,0
MC100579,1,1,0,0
MC103804,1,1,0,0
MC101213,0,0,0,0
MC104231,0,0,0,0
MC103258,0,0,0,0
MC101123,1,1,0,0
MC104970,0,0,0,0
MC101033,0,0,0,0
MC103947,1,1,0,0
MC100534,1,1,0,0
MC103165,0,0,0,0
MC104568,1,1,0,0
MC104164,0,0,0,0
MC100207,1,1,0,0
MC103897,0,0,0,0
MC104898,1,1,0,0
MC100710,1,1,0,0
MC104515,1,1,0,0
MC101204,0,0,0,0
MC104932,1,1,0,0
MC101073,1,1,0,0
MC101551,1,1,0,0
MC101238,0,0,0,0
MC100983,0,0,0,0
MC102375,0,0,0,0
MC101576,1,1,0,0
MC103227,1,1,0,0
MC100443,0,0,0,0
MC101606,0,0,0,0
MC102333,2,2,0,0
MC100308,0,0,0,0
MC100030,1,1,0,0
MC103414,1,1,0,0
MC103526,0,0,0,0
MC102512,1,1,0,0
MC102021,0,0,0,0
MC101168,0,0,0,0
MC103151,1,1,0,0
MC100709,0,0,0,0
MC101075,0,0,0,0
MC103294,0,0,0,0
MC102297,0,0,0,0
MC104735,0,0,0,0
MC102553,1,1,0,0
MC100649,0,0,0,0
MC101036,1,1,0,0
MC100784,0,0,0,0
MC103598,0,0,0,0
MC103333,0,0,0,0
MC102826,1,1,0,0
MC101545,1,1,0,0
MC102416,1,1,0,0
MC103625,1,1,0,0
MC102233,1,1,0,0
MC104979,0,0,0,0
MC103490,1,1,0,0
MC101719,0,0,0,0
MC103767,1,1,0,0
MC103652,1,1,0,0
MC103557,1,1,0,0
MC103484,1,1,0,0
MC102236,0,0,0,0
MC100072,1,1,0,0
MC102114,2,2,0,0
MC102664,0,0,0,0
MC101659,1,1,0,0
MC103312,1,1,0,0
MC104086,0,0,0,0
MC103027,1,1,0,0
MC102817,1,1,0,0
MC100583,1,1,0,0
MC101166,1,1,0,0
MC102215,1,1,0,0
MC103723,0,0,0,0
MC103505,1,1,0,0
MC104721,1,1,0,0
MC102430,0,0,0,0
MC104602,1,1,0,0
MC102604,1,1,0,0
MC101701,0,0,0,0
MC100595,0,0,0,0
MC102445,1,1,0,0
MC101821,1,1,0,0
MC101562,1,1,0,0
MC101959,0,0,0,0
MC104839,1,1,0,0
MC104715,1,1,0,0
MC102682,1,1,0,0
MC103856,0,0,0,0
MC103871,0,0,0,0
MC102166,1,1,0,0
MC101298,0,0,0,0
MC103681,1,1,0,0
MC104089,1,1,0,0
MC103176,1,1,0,0
MC103699,1,1,0,0
MC101861,1,1,0,0
MC101793,1,1,0,0
MC104662,1,1,0,0
MC103067,1,1,0,0
MC104570,0,0,0,0
MC102020,1,1,0,0
MC102223,1,1,0,0
MC101823,0,0,0,0
MC104061,1,1,0,0
MC102283,1,1,0,0
MC104094,1,1,0,0
MC101484,0,0,0,0
MC104992,1,1,0,0
MC103664,0,0,0,0
MC100067,1,1,0,0
MC101910,0,0,0,0
MC101564,0,0,0,0
MC104911,0,0,0,0
MC100267,0,0,0,0
MC104307,1,1,0,0
MC104566,0,0,0,0
MC100480,1,1,0,0
MC104474,1,1,0,0
MC100831,0,0,0,0
MC102938,0,0,0,0
MC101262,1,1,0,0
MC100512,1,1,0,0
MC104521,0,0,0,0
MC103675,1,1,0,0
MC104438,0,0,0,0
MC100898,1,1,0,0
MC100574,1,1,0,0
MC101184,0,0,0,0
MC104184,0,0,0,0
MC104910,0,0,0,0
MC104225,1,1,0,0
MC100407,1,1,0,0
MC103760,0,0,0,0
MC102478,1,1,0,0
MC102854,0,0,0,0
MC101933,0,0,0,0
MC100047,0,0,0,0
MC100573,0,0,0,0
MC103646,0,0,0,0
MC100902,1,1,0,0
MC100064,1,1,0,0
MC100316,1,1,0,0
MC101053,0,0,0,0
MC104385,0,0,0,0
MC101517,1,1,0,0
MC101227,1,1,0,0
MC102795,0,0,0,0
MC103112,0,0,0,0
MC101553,1,1,0,0
MC101833,0,0,0,0
MC100300,0,0,0,0
MC104400,1,1,0,0
MC100967,1,1,0,0
MC100487,1,1,0,0
MC104996,0,0,0,0
MC104876,1,1,0,0
MC104965,1,1,0,0
MC103265,0,0,0,0
MC103129,1,1,0,0
MC101025,0,0,0,0
MC101426,1,1,0,0
MC102275,1,1,0,0
MC101099,0,0,0,0
MC103605,3,2,1,0
MC102222,1,1,0,0
MC102668,0,0,0,0
MC101034,0,0,0,0
MC101031,0,0,0,0
MC104501,0,0,0,0
MC103900,1,1,0,0
MC103779,1,1,0,0
MC104040,1,1,0,0
MC103177,0,0,0,0
MC102753,0,0,0,0
MC100757,0,0,0,0
MC104801,1,1,0,0
MC104536,1,1,0,0
MC101147,0,0,0,0
MC101677,0,0,0,0
MC102585,0,0,0,0
MC102219,1,1,0,0
MC103359,1,1,0,0
MC102602,0,0,0,0
MC101809,1,1,0,0
MC102900,0,0,0,0
MC104694,1,1,0,0
MC102722,1,1,0,0
MC104188,0,0,0,0
MC101186,1,1,0,0
MC103541,0,0,0,0
MC100060,1,1,0,0
MC103366,0,0,0,0
MC102045,0,0,0,0
MC103254,0,0,0,0
MC101956,1,1,0,0
MC104294,0,0,0,0
MC102374,1,1,0,0
MC102749,0,0,0,0
MC101015,2,1,1,0
MC101943,0,0,0,0
MC100456,0,0,0,0
MC103866,1,1,0,0
MC103734,1,1,0,0
MC102325,0,0,0,0
MC100805,1,1,0,0
MC102786,3,2,1,0
MC104063,1,1,0,0
MC103713,0,0,0,0
MC104297,1,1,0,0
MC100850,0,0,0,0
MC101839,0,0,0,0
MC103593,0,0,0,0
MC100431,0,0,0,0
MC102620,0,0,0,0
MC101658,3,2,1,0
MC102884,0,0,0,0
MC101628,1,1,0,0
MC102986,0,0,0,0
MC101937,0,0,0,0
MC104507,1,1,0,0
MC101645,0,0,0,0
MC104596,0,0,0,0
MC104431,0,0,0,0
MC100806,0,0,0,0
MC100705,0,0,0,0
MC101029,0,0,0,0
MC103036,1,1,0,0
MC101081,0,0,0,0
MC102468,1,1,0,0
MC103428,1,1,0,0
MC104342,0,0,0,0
MC104030,1,1,0,0
MC104549,1,1,0,0
MC103773,1,1,0,0
MC100388,0,0,0,0
MC104214,0,0,0,0
MC104368,0,0,0,0
MC102955,0,0,0,0
MC102401,0,0,0,0
MC104718,0,0,0,0
MC103630,1,1,0,0
MC102009,1,1,0,0
MC103013,0,0,0,0
MC103316,0,0,0,0
MC103978,1,1,0,0
MC102095,0,0,0,0
MC100927,0,0,0,0
MC101655,1,1,0,0
MC101911,1,1,0,0
MC102428,0,0,0,0
MC101102,0,0,0,0
MC101008,0,0,0,0
MC104854,0,0,0,0
MC101145,1,1,0,0
MC100234,1,1,0,0
MC102176,1,1,0,0
MC100118,1,1,0,0
MC102783,1,1,0,0
MC100079,1,1,0,0
MC103132,1,1,0,0
MC101688,0,0,0,0
MC102752,1,1,0,0
MC101266,0,0,0,0
MC104011,1,1,0,0
MC104432,0,0,0,0
MC104183,0,0,0,0
MC101453,0,0,0,0
MC101736,1,1,0,0
MC104207,1,1,0,0
MC102775,1,1,0,0
MC104682,1,1,0,0
MC100576,0,0,0,0
MC100283,0,0,0,0
MC101899,1,1,0,0
MC101245,1,1,0,0
MC102768,0,0,0,0
MC101420,0,0,0,0
MC104291,0,0,0,0
MC104296,1,1,0,0
MC100842,1,1,0,0
MC103291,1,1,0,0
MC100091,1,1,0,0
MC101323,1,1,0,0
MC103249,0,0,0,0
MC102926,1,1,0,0
MC104634,0,0,0,0
MC100416,1,1,0,0
MC104066,1,1,0,0
MC103018,1,1,0,0
MC102543,1,1,0,0
MC101021,1,1,0,0
MC103216,1,1,0,0
MC100489,0,0,0,0
MC100342,3,3,0,0
MC102792,0,0,0,0
MC103443,1,1,0,0
MC100669,1,1,0,0
MC102883,0,0,0,0
MC104878,0,0,0,0
MC102837,0,0,0,0
MC100537,1,1,0,0
MC104213,0,0,0,0
MC100984,1,1,0,0
MC104770,0,0,0,0
MC102646,0,0,0,0
MC102856,1,1,0,0
MC100126,1,1,0,0
MC100133,1,1,0,0
MC104426,1,1,0,0
MC104142,1,1,0,0
MC100165,0,0,0,0
MC103388,1,1,0,0
MC100151,0,0,0,0
MC102084,1,1,0,0
MC104334,1,1,0,0
MC104697,0,0,0,0
MC102495,0,0,0,0
MC100514,0,0,0,0
MC101764,1,1,0,0
MC103415,1,1,0,0
MC101045,0,0,0,0
MC104105,1,1,0,0
MC102452,0,0,0,0
MC101964,1,1,0,0
MC101767,1,1,0,0
MC103465,1,1,0,0
MC100971,0,0,0,0
MC101340,1,1,0,0
MC100389,1,1,0,0
MC101230,1,1,0,0
MC102426,1,1,0,0
MC103766,0,0,0,0
MC103863,1,1,0,0
MC102243,0,0,0,0
MC104466,1,1,0,0
MC101516,1,1,0,0
MC100878,0,0,0,0
MC101020,0,0,0,0
MC104613,1,1,0,0
MC103141,1,1,0,0
MC102491,0,0,0,0
MC104345,1,1,0,0
MC100096,1,1,0,0
MC100440,1,1,0,0
MC103656,1,1,0,0
MC104495,1,1,0,0
MC100814,1,1,0,0
MC100668,1,1,0,0
MC102098,1,1,0,0
MC100720,1,1,0,0
MC103058,1,1,0,0
MC102528,0,0,0,0
MC101105,0,0,0,0
MC102509,0,0,0,0
MC101068,1,1,0,0
MC101717,1,1,0,0
MC102435,0,0,0,0
MC100677,1,1,0,0
MC104220,0,0,0,0
MC102408,1,1,0,0
MC103302,0,0,0,0
MC101384,1,1,0,0
MC100467,1,1,0,0
MC102983,1,1,0,0
MC100877,0,0,0,0
MC102083,0,0,0,0
MC100655,1,1,0,0
MC103798,0,0,0,0
MC103133,1,1,0,0
MC100535,1,1,0,0
MC103003,0,0,0,0
MC100698,0,0,0,0
MC103190,1,1,0,0
MC100786,0,0,0,0
MC103582,0,0,0,0
MC104393,1,1,0,0
MC103585,1,1,0,0
MC103799,1,1,0,0
MC100381,1,1,0,0
MC103642,0,0,0,0
MC100318,1,1,0,0
MC104802,0,0,0,0
MC102250,0,0,0,0
MC100969,0,0,0,0
MC103480,1,1,0,0
MC103425,2,1,1,0
MC101497,0,0,0,0
MC102026,0,0,0,0
MC101398,1,1,0,0
MC103317,1,1,0,0
MC101191,1,1,0,0
MC100369,1,1,0,0
MC103554,0,0,0,0
MC100938,1,1,0,0
MC102580,0,0,0,0
MC103783,0,0,0,0
MC102251,1,1,0,0
MC103712,0,0,0,0
MC103552,1,1,0,0
MC101273,1,1,0,0
MC101902,1,1,0,0
MC101423,1,1,0,0
MC100481,0,0,0,0
MC102669,1,1,0,0
MC103810,1,1,0,0
MC100953,0,0,0,0
MC102290,0,0,0,0
MC100690,0,0,0,0
MC101713,1,1,0,0
MC102091,2,2,0,0
MC102078,1,1,0,0
MC101883,1,1,0,0
MC103991,0,0,0,0
MC104097,1,1,0,0
MC102079,1,1,0,0
MC100661,1,1,0,0
MC104750,0,0,0,0
MC101723,0,0,0,0
MC102073,1,1,0,0
MC100174,0,0,0,0
MC104887,1,1,0,0
MC104312,1,1,0,0
MC103423,0,0,0,0
MC103567,1,1,0,0
MC104994,0,0,0,0
MC104824,1,1,0,0
MC103102,1,1,0,0
MC103398,0,0,0,0
MC104111,0,0,0,0
MC103073,1,1,0,0
MC102326,1,1,0,0
MC102973,0,0,0,0
MC101923,1,1,0,0
MC104525,0,0,0,0
MC103572,0,0,0,0
MC101984,0,0,0,0
MC101532,0,0,0,0
MC103533,1,1,0,0
MC101012,1,1,0,0
MC103682,1,1,0,0
MC102494,1,1,0,0
MC102291,0,0,0,0
MC100886,0,0,0,0
MC103770,1,1,0,0
MC102801,0,0,0,0
MC103901,1,1,0,0
MC104951,0,0,0,0
MC100418,1,1,0,0
MC102912,0,0,0,0
MC103074,0,0,0,0
MC100478,1,1,0,0
MC103633,0,0,0,0
MC100541,1,1,0,0
MC104656,1,1,0,0
MC100979,1,1,0,0
MC103031,0,0,0,0
MC101758,0,0,0,0
MC100499,1,1,0,0
MC104775,1,1,0,0
MC100336,1,1,0,0
MC104683,1,1,0,0
MC100239,0,0,0,0
MC102066,0,0,0,0
MC101372,1,1,0,0
MC104660,1,1,0,0
MC104357,0,0,0,0
MC101951,1,1,0,0
MC101656,0,0,0,0
MC100136,1,1,0,0
MC104278,0,0,0,0
MC103879,1,1,0,0
MC103156,0,0,0,0
MC104530,0,0,0,0
MC103015,0,0,0,0
MC103988,1,1,0,0
MC101997,1,1,0,0
MC100961,1,1,0,0
MC102134,1,1,0,0
MC103786,1,1,0,0
MC103794,1,1,0,0
MC104828,0,0,0,0
MC102522,1,1,0,0
MC100636,0,0,0,0
MC104150,1,1,0,0
MC103360,1,1,0,0
MC103873,0,0,0,0
MC102217,1,1,0,0
MC103814,1,1,0,0
MC100148,0,0,0,0
MC102458,0,0,0,0
MC104674,1,1,0,0
MC101716,0,0,0,0
MC103060,1,1,0,0
MC101590,0,0,0,0
MC103601,1,1,0,0
MC102824,0,0,0,0
MC101895,1,1,0,0
MC100168,1,1,0,0
MC103702,1,1,0,0
MC100128,2,1,1,0
MC101536,0,0,0,0
MC103844,1,1,0,0
MC101561,0,0,0,0
MC104647,0,0,0,0
MC101439,1,1,0,0
MC100197,1,1,0,0
MC100031,0,0,0,0
MC104597,1,1,0,0
MC101498,1,1,0,0
MC100149,1,1,0,0
MC102441,0,0,0,0
MC101312,0,0,0,0
MC104915,0,0,0,0
MC100985,1,1,0,0
MC101774,0,0,0,0
MC100883,1,1,0,0
MC103854,1,1,0,0
MC102540,1,1,0,0
MC103843,0,0,0,0
MC102005,0,0,0,0
MC104875,0,0,0,0
MC100421,0,0,0,0
MC103556,0,0,0,0
MC103255,0,0,0,0
MC100251,0,0,0,0
MC100869,1,1,0,0
MC103908,0,0,0,0
MC100477,0,0,0,0
MC102132,0,0,0,0
MC104806,0,0,0,0
MC100788,1,1,0,0
MC103394,0,0,0,0
MC101321,1,1,0,0
MC102658,1,1,0,0
MC102878,1,1,0,0
MC104179,1,1,0,0
MC104626,1,1,0,0
MC102698,1,1,0,0
MC102002,1,1,0,0
MC104084,0,0,0,0
MC101679,0,0,0,0
MC103846,0,0,0,0
MC101307,0,0,0,0
MC100394,0,0,0,0
MC100982,1,1,0,0
MC102655,0,0,0,0
MC100261,0,0,0,0
MC104769,1,1,0,0
MC101714,0,0,0,0
MC102193,0,0,0,0
MC102018,1,1,0,0
MC104923,1,1,0,0
MC100274,0,0,0,0
MC104232,0,0,0,0
MC104917,1,1,0,0
MC104208,0,0,0,0
MC104645,0,0,0,0
MC104043,1,1,0,0
MC102857,0,0,0,0
MC104228,1,1,0,0
MC100285,0,0,0,0
MC100156,1,1,0,0
MC103828,1,1,0,0
MC101671,1,1,0,0
MC102067,1,1,0,0
MC102954,1,1,0,0
MC100476,1,1,0,0
MC101449,0,0,0,0
MC101201,0,0,0,0
MC101080,0,0,0,0
MC101747,1,1,0,0
MC100384,0,0,0,0
MC101641,1,1,0,0
MC100665,1,1,0,0
MC104127,1,1,0,0
MC104509,1,1,0,0
MC104242,1,1,0,0
MC103008,1,1,0,0
MC104106,1,1,0,0
MC101466,1,1,0,0
MC102717,0,0,0,0
MC103052,0,0,0,0
MC104703,0,0,0,0
MC103849,1,1,0,0
MC104306,1,1,0,0
MC101795,0,0,0,0
MC103275,0,0,0,0
MC100634,1,1,0,0
MC103379,1,1,0,0
MC100002,1,1,0,0
MC102302,1,1,0,0
MC103596,1,1,0,0
MC103319,1,1,0,0
MC102224,0,0,0,0
MC100095,0,0,0,0
MC101035,1,1,0,0
MC101599,0,0,0,0
MC100591,1,1,0,0
MC100246,0,0,0,0
MC104900,1,1,0,0
MC102500,1,1,0,0
MC100629,0,0,0,0
MC103697,0,0,0,0
MC101001,0,0,0,0
MC104619,0,0,0,0
MC103154,1,1,0,0
MC101387,1,1,0,0
MC102798,0,0,0,0
MC100868,0,0,0,0
MC100892,1,1,0,0
MC101179,0,0,0,0
MC103647,0,0,0,0
MC102950,0,0,0,0
MC101523,1,1,0,0
MC101791,0,0,0,0
MC101171,1,1,0,0
MC103750,1,1,0,0
MC103840,1,1,0,0
MC102656,1,1,0,0
MC104484,1,1,0,0
MC100568,1,1,0,0
MC103916,1,1,0,0
MC101464,1,1,0,0
MC102298,0,0,0,0
MC101524,1,1,0,0
MC103232,1,1,0,0
MC104107,0,0,0,0
MC101597,1,1,0,0
MC104420,1,1,0,0
MC104234,0,0,0,0
MC102440,1,1,0,0
MC100809,0,0,0,0
MC101386,1,1,0,0
MC101161,1,1,0,0
MC100084,1,1,0,0
MC103701,1,1,0,0
MC103477,1,1,0,0
MC101718,2,1,1,0
MC104622,1,1,0,0
MC102680,1,1,0,0
MC101078,1,1,0,0
MC100259,0,0,0,0
MC100253,0,0,0,0
MC100417,3,3,0,0
MC103096,1,1,0,0
MC103344,1,1,0,0
MC104726,2,1,1,0
MC102779,1,1,0,0
MC102577,1,1,0,0
MC101853,1,1,0,0
MC104799,0,0,0,0
MC103285,1,1,0,0
MC102159,3,3,0,0
MC102309,0,0,0,0
MC102844,0,0,0,0
MC101283,1,1,0,0
MC100724,2,1,1,0
MC104848,1,1,0,0
MC104323,0,0,0,0
MC101393,0,0,0,0
MC102335,2,1,1,0
MC104053,1,1,0,0
MC103485,0,0,0,0
MC100219,1,1,0,0
MC104864,1,1,0,0
MC100216,1,1,0,0
MC103410,1,1,0,0
MC104627,0,0,0,0
MC101931,2,2,0,0
MC101924,1,1,0,0
MC100222,0,0,0,0
MC101526,1,1,0,0
MC100459,0,0,0,0
MC104244,0,0,0,0
MC101632,0,0,0,0
MC104962,0,0,0,0
MC102506,1,1,0,0
MC100889,0,0,0,0
MC100023,0,0,0,0
MC103742,1,1,0,0
MC101610,0,0,0,0
MC102474,0,0,0,0
MC104789,1,1,0,0
MC103283,0,0,0,0
MC103950,0,0,0,0
MC100650,0,0,0,0
MC103186,1,1,0,0
MC100225,1,1,0,0
MC102391,0,0,0,0
MC102511,1,1,0,0
MC100386,0,0,0,0
MC100466,1,1,0,0
MC100195,0,0,0,0
MC100851,0,0,0,0
MC104506,1,1,0,0
MC104741,1,1,0,0
MC102734,1,1,0,0
MC102714,0,0,0,0
MC104756,1,1,0,0
MC103672,1,1,0,0
MC101744,1,1,0,0
MC103996,1,1,0,0
MC101315,1,1,0,0
MC102825,1,1,0,0
MC104558,0,0,0,0
MC100206,1,1,0,0
MC102705,1,1,0,0
MC103716,0,0,0,0
MC102737,1,1,0,0
MC100918,1,1,0,0
MC103922,1,1,0,0
MC100109,1,1,0,0
MC102554,0,0,0,0
MC102261,1,1,0,0
MC100815,1,1,0,0
MC101472,1,1,0,0
MC101189,1,1,0,0
MC100785,1,1,0,0
MC104885,1,1,0,0
MC103318,1,1,0,0
MC104600,1,1,0,0
MC102800,1,1,0,0
MC100934,1,1,0,0
MC104486,1,1,0,0
MC100906,1,1,0,0
MC104009,1,1,0,0
MC104497,0,0,0,0
MC102975,0,0,0,0
MC101769,1,1,0,0
MC101509,0,0,0,0
MC101066,0,0,0,0
MC102650,1,1,0,0
MC103126,0,0,0,0
MC101703,1,1,0,0
MC104457,1,1,0,0
MC102639,1,1,0,0
MC102329,1,1,0,0
MC101177,1,1,0,0
MC102225,0,0,0,0
MC101071,0,0,0,0
MC104015,0,0,0,0
MC104140,1,1,0,0
MC102323,1,1,0,0
MC103619,1,1,0,0
MC104665,1,1,0,0
MC103418,1,1,0,0
MC104520,0,0,0,0
MC101877,0,0,0,0
MC100282,0,0,0,0
MC100911,0,0,0,0
MC104134,0,0,0,0
MC102103,0,0,0,0
MC101349,0,0,0,0
MC103782,1,1,0,0
MC101644,1,1,0,0
MC100152,0,0,0,0
MC100450,1,1,0,0
MC102654,1,1,0,0
MC100527,1,1,0,0
MC103986,1,1,0,0
MC102673,0,0,0,0
MC100687,0,0,0,0
MC101845,3,2,1,0
MC100299,1,1,0,0
MC103788,0,0,0,0
MC102945,0,0,0,0
MC100194,1,1,0,0
MC104692,1,1,0,0
MC100685,0,0,0,0
MC104032,1,1,0,0
MC100586,2,1,1,0
MC100000,1,1,0,0
MC103974,1,1,0,0
MC102745,0,0,0,0
MC104865,0,0,0,0
MC103231,1,1,0,0
MC104668,1,1,0,0
MC104725,0,0,0,0
MC103335,1,1,0,0
MC102411,1,1,0,0
MC100458,1,1,0,0
MC100678,0,0,0,0
MC100020,0,0,0,0
MC100241,0,0,0,0
MC101720,1,1,0,0
MC101402,0,0,0,0
MC100045,0,0,0,0
MC103492,1,1,0,0
MC102730,1,1,0,0
MC103497,0,0,0,0
MC104738,0,0,0,0
MC104124,1,1,0,0
MC101613,1,1,0,0
MC100427,0,0,0,0
MC101176,0,0,0,0
MC101936,1,1,0,0
MC101415,1,1,0,0
MC101593,1,1,0,0
MC103580,1,1,0,0
MC103451,1,1,0,0
MC101988,1,1,0,0
MC100006,1,1,0,0
MC102480,4,3,1,0
MC102361,1,1,0,0
MC102340,1,1,0,0
MC103704,1,1,0,0
MC104143,1,1,0,0
MC102133,1,1,0,0
MC104685,0,0,0,0
MC102845,1,1,0,0
MC104322,0,0,0,0
MC100498,1,1,0,0
MC104747,0,0,0,0
MC103911,0,0,0,0
MC102880,1,1,0,0
MC104450,1,1,0,0
MC101197,0,0,0,0
MC100691,0,0,0,0
MC101505,2,2,0,0
MC103687,1,1,0,0
MC102137,1,1,0,0
MC100923,0,0,0,0
MC101328,1,1,0,0
MC103722,0,0,0,0
MC101371,1,1,0,0
MC101027,1,1,0,0
MC103548,0,0,0,0
MC104351,1,1,0,0
MC100947,0,0,0,0
MC104592,0,0,0,0
MC102951,0,0,0,0
MC100614,0,0,0,0
MC101699,0,0,0,0
MC101804,0,0,0,0
MC102484,0,0,0,0
MC102978,1,1,0,0
MC102818,0,0,0,0
MC104250,0,0,0,0
MC104901,0,0,0,0
MC102156,1,1,0,0
MC100884,0,0,0,0
MC102976,0,0,0,0
MC102242,0,0,0,0
MC100697,1,1,0,0
MC100830,1,1,0,0
MC101100,1,1,0,0
MC104082,1,1,0,0
MC102736,1,1,0,0
MC104033,1,1,0,0
MC101452,1,1,0,0
MC100703,0,0,0,0
MC102607,0,0,0,0
MC102320,1,1,0,0
MC103611,1,1,0,0
MC101428,0,0,0,0
MC103218,4,3,1,0
MC102674,0,0,0,0
MC102493,1,1,0,0
MC103885,1,1,0,0
MC104041,0,0,0,0
MC101639,0,0,0,0
MC100076,1,1,0,0
MC102799,0,0,0,0
MC104629,1,1,0,0
MC103427,1,1,0,0
MC102409,1,1,0,0
MC100024,0,0,0,0
MC103479,0,0,0,0
MC103175,1,1,0,0
MC101485,1,1,0,0
MC104896,0,0,0,0
MC101367,0,0,0,0
MC100473,1,1,0,0
MC103694,0,0,0,0
MC104742,1,1,0,0
MC100167,0,0,0,0
MC104611,1,1,0,0
MC102068,1,1,0,0
MC100523,1,1,0,0
MC104722,1,1,0,0
MC104239,0,0,0,0
MC102318,1,1,0,0
MC102923,1,1,0,0
MC104137,1,1,0,0
MC100348,0,0,0,0
MC102472,1,1,0,0
MC102212,1,1,0,0
MC104835,1,1,0,0
MC102777,0,0,0,0
MC104149,1,1,0,0
MC103019,0,0,0,0
MC102661,1,1,0,0
MC104002,1,1,0,0
MC101507,0,0,0,0
MC102676,2,2,0,0
MC100332,0,0,0,0
MC103749,1,1,0,0
MC103085,1,1,0,0
MC103775,0,0,0,0
MC100337,1,1,0,0
MC104701,0,0,0,0
MC102806,0,0,0,0
MC101941,1,1,0,0
MC103715,1,1,0,0
MC104567,0,0,0,0
MC100912,1,1,0,0
MC103188,0,0,0,0
MC103994,1,1,0,0
MC104390,1,1,0,0
MC103695,1,1,0,0
MC102591,1,1,0,0
MC102640,0,0,0,0
MC102677,0,0,0,0
MC102814,0,0,0,0
MC100278,1,1,0,0
MC103272,1,1,0,0
MC103353,1,1,0,0
MC101922,0,0,0,0
MC104318,1,1,0,0
MC104942,0,0,0,0
MC104780,1,1,0,0
MC104517,1,1,0,0
MC101183,3,2,1,0
MC102610,1,1,0,0
MC101881,0,0,0,0
MC104055,0,0,0,0
MC102765,1,1,0,0
MC102153,1,1,0,0
MC103752,0,0,0,0
MC103626,1,1,0,0
MC104180,1,1,0,0
MC101195,1,1,0,0
MC102456,0,0,0,0
MC101818,0,0,0,0
MC101622,0,0,0,0
MC100119,1,1,0,0
MC103906,1,1,0,0
MC104831,0,0,0,0
MC104997,0,0,0,0
MC104235,1,1,0,0
MC102695,1,1,0,0
MC103167,0,0,0,0
MC102592,0,0,0,0
MC104717,1,1,0,0
MC104413,1,1,0,0
MC102147,1,1,0,0
MC104361,1,1,0,0
MC103597,1,1,0,0
MC102257,0,0,0,0
MC101198,0,0,0,0
