Provider_NPI,Predominant_Record_Type,Total_Records,Flagged_Records,Flagged_Record_Percentage,ML_Anomaly_Count,Statistical_Anomaly_Count,Rule_Violation_Count,Consensus_Level_2_Count,Consensus_Level_3_Count,High_Risk_Record_Count,Critical_Risk_Record_Count,Average_Risk_Score,Maximum_Risk_Score,Denial_Rate_Percentage,Provider_Risk_Level,Provider_Status,Primary_Risk_Factors
1134068474,PHARMACY_CLAIM,1,1,100.0,0,1,1,0,0,0,0,43.86,43.86,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 43.9
1699778902,MEDICAL_CLAIM,1,1,100.0,0,0,3,0,0,0,0,43.85,43.85,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 43.9
1175922922,PHARMACY_CLAIM,1,1,100.0,0,1,1,1,0,0,0,43.84,43.84,100.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 43.8; Empirical claim denial rate = 100.0%
1659518553,MEDICAL_CLAIM,1,1,100.0,0,1,1,0,0,0,0,43.84,43.84,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 43.8
1245720168,MEDICAL_CLAIM,2,2,100.0,0,2,2,0,0,0,0,43.83,43.83,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 43.8
1215089602,MEDICAL_CLAIM,1,1,100.0,0,1,1,0,0,0,0,43.8,43.8,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 43.8
1426268529,PRIOR_AUTH,1,1,100.0,0,1,0,0,0,0,0,43.8,43.8,100.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 43.8; Empirical claim denial rate = 100.0%
1641189067,PRIOR_AUTH,1,1,100.0,0,1,0,0,0,0,0,43.79,43.79,100.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 43.8; Empirical claim denial rate = 100.0%
1257328295,PRIOR_AUTH,1,1,100.0,0,1,1,1,0,0,0,43.76,43.76,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 43.8
1475393115,PRIOR_AUTH,1,1,100.0,0,1,0,0,0,0,0,43.76,43.76,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 43.8
1514763040,PHARMACY_CLAIM,1,1,100.0,0,1,0,0,0,0,0,43.76,43.76,100.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 43.8; Empirical claim denial rate = 100.0%
1310736315,PHARMACY_CLAIM,1,1,100.0,0,1,1,1,0,0,0,43.75,43.75,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 43.8
1681502859,PRIOR_AUTH,1,1,100.0,0,1,0,0,0,0,0,43.75,43.75,100.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 43.8; Empirical claim denial rate = 100.0%
1856061915,PHARMACY_CLAIM,1,1,100.0,0,1,1,1,0,0,0,43.74,43.74,100.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 43.7; Empirical claim denial rate = 100.0%
1745659061,PHARMACY_CLAIM,1,1,100.0,0,1,1,1,0,0,0,43.72,43.72,100.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 43.7; Empirical claim denial rate = 100.0%
1881597335,PHARMACY_CLAIM,1,1,100.0,0,1,1,1,0,0,0,43.72,43.72,100.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 43.7; Empirical claim denial rate = 100.0%
1115943771,PHARMACY_CLAIM,1,1,100.0,0,1,1,1,0,0,0,43.69,43.69,100.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 43.7; Empirical claim denial rate = 100.0%
1387298232,PHARMACY_CLAIM,1,1,100.0,0,1,0,0,0,0,0,43.69,43.69,100.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 43.7; Empirical claim denial rate = 100.0%
1332501228,PRIOR_AUTH,2,2,100.0,0,2,0,0,0,0,0,43.66,43.66,100.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 43.7; Empirical claim denial rate = 100.0%
1478333867,PRIOR_AUTH,1,1,100.0,0,1,1,1,0,0,0,43.65,43.65,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 43.6
1525766369,PHARMACY_CLAIM,1,1,100.0,0,1,0,0,0,0,0,43.65,43.65,100.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 43.6; Empirical claim denial rate = 100.0%
1700838034,MEDICAL_CLAIM,1,1,100.0,0,0,1,0,0,0,0,43.65,43.65,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 43.6
1023560331,MEDICAL_CLAIM,1,1,100.0,0,1,1,0,0,0,0,43.64,43.64,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 43.6
1073740098,MEDICAL_CLAIM,1,1,100.0,0,1,1,0,0,0,0,43.62,43.62,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 43.6
1342104018,PHARMACY_CLAIM,1,1,100.0,0,1,0,0,0,0,0,43.62,43.62,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 43.6
1784389917,PHARMACY_CLAIM,1,1,100.0,0,1,1,1,0,0,0,43.62,43.62,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 43.6
1193741874,PHARMACY_CLAIM,1,1,100.0,0,1,1,1,0,0,0,43.61,43.61,100.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 43.6; Empirical claim denial rate = 100.0%
1174173437,PRIOR_AUTH,1,1,100.0,0,1,1,0,0,0,0,43.59,43.59,100.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 43.6; Empirical claim denial rate = 100.0%
1712727944,PRIOR_AUTH,1,1,100.0,0,1,1,0,0,0,0,43.56,43.56,100.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 43.6; Empirical claim denial rate = 100.0%
1840692619,PRIOR_AUTH,1,1,100.0,0,1,1,1,0,0,0,43.55,43.55,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 43.5
1436648492,PRIOR_AUTH,2,2,100.0,0,2,0,0,0,0,0,43.52,43.52,100.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 43.5; Empirical claim denial rate = 100.0%
1205188448,MEDICAL_CLAIM,1,1,100.0,0,1,1,0,0,0,0,43.52,43.52,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 43.5
1502001873,PHARMACY_CLAIM,1,1,100.0,0,1,1,1,0,0,0,43.52,43.52,100.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 43.5; Empirical claim denial rate = 100.0%
1150668795,PHARMACY_CLAIM,1,1,100.0,0,1,0,0,0,0,0,43.49,43.49,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 43.5
1167460952,PRIOR_AUTH,1,1,100.0,0,1,1,0,0,0,0,43.49,43.49,100.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 43.5; Empirical claim denial rate = 100.0%
1299407407,PHARMACY_CLAIM,1,1,100.0,0,1,1,1,0,0,0,43.49,43.49,100.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 43.5; Empirical claim denial rate = 100.0%
1271130755,PHARMACY_CLAIM,1,1,100.0,0,1,0,0,0,0,0,43.41,43.41,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 43.4
1821652793,MEDICAL_CLAIM,1,1,100.0,0,0,1,0,0,0,0,43.4,43.4,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 43.4
1092354812,PRIOR_AUTH,2,2,100.0,0,2,0,0,0,0,0,43.37,43.37,100.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 43.4; Empirical claim denial rate = 100.0%
1650814205,PHARMACY_CLAIM,1,1,100.0,0,0,2,1,0,0,0,43.36,43.36,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 43.4
1777282363,PRIOR_AUTH,1,1,100.0,1,1,0,1,0,0,0,43.35,43.35,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 43.4
1804897040,PHARMACY_CLAIM,1,1,100.0,0,1,1,1,0,0,0,43.35,43.35,100.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 43.4; Empirical claim denial rate = 100.0%
1141234798,PHARMACY_CLAIM,1,1,100.0,0,1,1,1,0,0,0,43.34,43.34,100.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 43.3; Empirical claim denial rate = 100.0%
1759735508,PRIOR_AUTH,2,2,100.0,0,2,0,0,0,0,0,43.29,43.29,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 43.3
1453629251,PRIOR_AUTH,1,1,100.0,1,1,0,1,0,0,0,43.28,43.28,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 43.3
1488244051,PRIOR_AUTH,1,1,100.0,1,1,0,1,0,0,0,43.28,43.28,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 43.3
1441873961,PRIOR_AUTH,2,2,100.0,0,2,0,0,0,0,0,43.27,43.27,100.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 43.3; Empirical claim denial rate = 100.0%
1010681916,PHARMACY_CLAIM,1,1,100.0,0,1,1,1,0,0,0,43.26,43.26,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 43.3
1442131997,PRIOR_AUTH,1,1,100.0,1,1,0,1,0,0,0,43.24,43.24,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 43.2
1747934834,PRIOR_AUTH,1,1,100.0,0,1,1,1,0,0,0,43.24,43.24,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 43.2
1904278539,PHARMACY_CLAIM,1,1,100.0,0,1,1,1,0,0,0,43.23,43.23,100.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 43.2; Empirical claim denial rate = 100.0%
1941657524,PHARMACY_CLAIM,1,1,100.0,1,1,0,1,0,0,0,43.22,43.22,100.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 43.2; Empirical claim denial rate = 100.0%
1051989007,PHARMACY_CLAIM,1,1,100.0,0,1,1,1,0,0,0,43.2,43.2,100.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 43.2; Empirical claim denial rate = 100.0%
1527052585,PRIOR_AUTH,1,1,100.0,1,1,0,1,0,0,0,43.2,43.2,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 43.2
1542955841,PRIOR_AUTH,1,1,100.0,0,1,1,1,0,0,0,43.17,43.17,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 43.2
1565222846,PRIOR_AUTH,1,1,100.0,0,1,1,1,0,0,0,43.17,43.17,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 43.2
1749319627,PRIOR_AUTH,1,1,100.0,1,1,0,1,0,0,0,43.17,43.17,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 43.2
1488449599,PHARMACY_CLAIM,1,1,100.0,0,1,1,0,0,0,0,43.15,43.15,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 43.1
1572217302,PHARMACY_CLAIM,1,1,100.0,0,1,0,0,0,0,0,43.15,43.15,100.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 43.1; Empirical claim denial rate = 100.0%
1079239955,PHARMACY_CLAIM,1,1,100.0,0,1,1,1,0,0,0,43.11,43.11,100.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 43.1; Empirical claim denial rate = 100.0%
1804831922,PHARMACY_CLAIM,1,1,100.0,0,1,1,0,0,0,0,43.11,43.11,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 43.1
1362964353,PHARMACY_CLAIM,1,1,100.0,0,1,0,0,0,0,0,43.0,43.0,100.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 43.0; Empirical claim denial rate = 100.0%
1812151855,PHARMACY_CLAIM,1,1,100.0,0,1,0,0,0,0,0,42.97,42.97,100.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 43.0; Empirical claim denial rate = 100.0%
1489379345,PHARMACY_CLAIM,1,1,100.0,0,1,1,1,0,0,0,42.96,42.96,100.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 43.0; Empirical claim denial rate = 100.0%
1615438511,PHARMACY_CLAIM,1,1,100.0,0,1,0,0,0,0,0,42.96,42.96,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 43.0
1632021257,PRIOR_AUTH,1,1,100.0,0,1,1,0,0,0,0,42.96,42.96,100.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 43.0; Empirical claim denial rate = 100.0%
1290061675,PHARMACY_CLAIM,1,1,100.0,0,1,0,0,0,0,0,42.94,42.94,100.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 42.9; Empirical claim denial rate = 100.0%
1630777189,PHARMACY_CLAIM,1,1,100.0,0,1,1,1,0,0,0,42.94,42.94,100.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 42.9; Empirical claim denial rate = 100.0%
1974372377,PRIOR_AUTH,1,1,100.0,0,1,1,0,0,0,0,42.92,42.92,100.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 42.9; Empirical claim denial rate = 100.0%
1202797364,PHARMACY_CLAIM,1,1,100.0,0,1,1,1,0,0,0,42.91,42.91,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 42.9
1315879987,PHARMACY_CLAIM,1,1,100.0,0,1,1,1,0,0,0,42.91,42.91,100.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 42.9; Empirical claim denial rate = 100.0%
1411380052,PRIOR_AUTH,1,1,100.0,0,1,0,0,0,0,0,42.91,42.91,100.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 42.9; Empirical claim denial rate = 100.0%
1288857013,PHARMACY_CLAIM,1,1,100.0,0,1,1,0,0,0,0,42.89,42.89,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 42.9
1646794742,PRIOR_AUTH,1,1,100.0,0,1,1,0,0,0,0,42.88,42.88,100.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 42.9; Empirical claim denial rate = 100.0%
1758116259,PRIOR_AUTH,1,1,100.0,0,1,1,1,0,0,0,42.88,42.88,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 42.9
1987017109,PRIOR_AUTH,1,1,100.0,0,1,1,0,0,0,0,42.88,42.88,100.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 42.9; Empirical claim denial rate = 100.0%
1659436996,MEDICAL_CLAIM,2,2,100.0,0,2,2,0,0,0,0,42.87,44.53,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 42.9
1461644137,PHARMACY_CLAIM,1,1,100.0,0,1,1,1,0,0,0,42.82,42.82,100.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 42.8; Empirical claim denial rate = 100.0%
1629592008,PRIOR_AUTH,1,1,100.0,0,1,1,0,0,0,0,42.79,42.79,100.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 42.8; Empirical claim denial rate = 100.0%
1390178733,PHARMACY_CLAIM,1,1,100.0,0,1,1,1,0,0,0,42.73,42.73,100.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 42.7; Empirical claim denial rate = 100.0%
1523511913,PRIOR_AUTH,1,1,100.0,0,1,1,1,0,0,0,42.72,42.72,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 42.7
1108076678,PHARMACY_CLAIM,1,1,100.0,0,1,1,0,0,0,0,42.66,42.66,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 42.7
1191473714,PHARMACY_CLAIM,1,1,100.0,0,1,0,0,0,0,0,42.65,42.65,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 42.6
1371280516,PHARMACY_CLAIM,1,1,100.0,0,1,1,1,0,0,0,42.65,42.65,100.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 42.6; Empirical claim denial rate = 100.0%
1985650051,PHARMACY_CLAIM,1,1,100.0,0,1,1,1,0,0,0,42.65,42.65,100.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 42.6; Empirical claim denial rate = 100.0%
1742438193,PHARMACY_CLAIM,1,1,100.0,0,1,1,0,0,0,0,42.63,42.63,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 42.6
1912460619,PRIOR_AUTH,2,2,100.0,0,2,0,0,0,0,0,42.62,42.62,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 42.6
1571759130,PHARMACY_CLAIM,1,1,100.0,0,1,1,1,0,0,0,42.62,42.62,100.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 42.6; Empirical claim denial rate = 100.0%
1187969150,PHARMACY_CLAIM,1,1,100.0,0,1,1,0,0,0,0,42.6,42.6,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 42.6
1260148909,PHARMACY_CLAIM,1,1,100.0,0,1,0,0,0,0,0,42.6,42.6,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 42.6
1234033406,PRIOR_AUTH,1,1,100.0,0,1,1,1,0,0,0,42.58,42.58,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 42.6
1750054655,PRIOR_AUTH,1,1,100.0,0,1,1,0,0,0,0,42.58,42.58,100.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 42.6; Empirical claim denial rate = 100.0%
1647818299,PHARMACY_CLAIM,1,1,100.0,0,1,1,1,0,0,0,42.57,42.57,100.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 42.6; Empirical claim denial rate = 100.0%
1503313631,PHARMACY_CLAIM,1,1,100.0,0,1,0,0,0,0,0,42.56,42.56,100.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 42.6; Empirical claim denial rate = 100.0%
1707457297,PHARMACY_CLAIM,1,1,100.0,0,1,0,0,0,0,0,42.54,42.54,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 42.5
1615432747,PHARMACY_CLAIM,1,1,100.0,0,1,0,0,0,0,0,42.53,42.53,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 42.5
1536242253,PHARMACY_CLAIM,1,1,100.0,0,1,1,1,0,0,0,42.51,42.51,100.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 42.5; Empirical claim denial rate = 100.0%
1831142389,MEDICAL_CLAIM,1,1,100.0,0,1,1,0,0,0,0,42.51,42.51,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 42.5
1834651349,PRIOR_AUTH,1,1,100.0,0,1,0,0,0,0,0,42.51,42.51,100.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 42.5; Empirical claim denial rate = 100.0%
1612328342,PHARMACY_CLAIM,1,1,100.0,0,1,1,1,0,0,0,42.5,42.5,100.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 42.5; Empirical claim denial rate = 100.0%
1366531618,MEDICAL_CLAIM,1,1,100.0,0,1,0,0,0,0,0,42.48,42.48,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 42.5
1825268748,PRIOR_AUTH,1,1,100.0,0,1,1,1,0,0,0,42.46,42.46,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 42.5
1847313251,PHARMACY_CLAIM,1,1,100.0,0,1,1,1,0,0,0,42.46,42.46,100.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 42.5; Empirical claim denial rate = 100.0%
1892739444,PRIOR_AUTH,1,1,100.0,0,1,0,0,0,0,0,42.46,42.46,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 42.5
1019749474,PRIOR_AUTH,1,1,100.0,0,1,1,1,0,0,0,42.44,42.44,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 42.4
1277503574,PHARMACY_CLAIM,1,1,100.0,0,1,0,0,0,0,0,42.43,42.43,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 42.4
1810717981,PHARMACY_CLAIM,1,1,100.0,0,1,1,1,0,0,0,42.43,42.43,100.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 42.4; Empirical claim denial rate = 100.0%
1152185703,PHARMACY_CLAIM,1,1,100.0,0,1,1,1,0,0,0,42.42,42.42,100.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 42.4; Empirical claim denial rate = 100.0%
1183310101,PRIOR_AUTH,1,1,100.0,0,1,1,0,0,0,0,42.39,42.39,100.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 42.4; Empirical claim denial rate = 100.0%
1657852058,PHARMACY_CLAIM,1,1,100.0,0,1,0,0,0,0,0,42.37,42.37,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 42.4
1651533384,PHARMACY_CLAIM,1,1,100.0,0,1,1,1,0,0,0,42.35,42.35,100.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 42.4; Empirical claim denial rate = 100.0%
1746373427,PRIOR_AUTH,1,1,100.0,0,1,1,0,0,0,0,42.34,42.34,100.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 42.3; Empirical claim denial rate = 100.0%
1593298731,PRIOR_AUTH,1,1,100.0,0,1,1,0,0,0,0,42.31,42.31,100.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 42.3; Empirical claim denial rate = 100.0%
1487602918,MEDICAL_CLAIM,1,1,100.0,0,1,1,0,0,0,0,42.29,42.29,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 42.3
1114498540,MEDICAL_CLAIM,1,1,100.0,0,0,1,0,0,0,0,42.26,42.26,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 42.3
