Provider_NPI,Record_Count,Medical_Claim_Count,Pharmacy_Claim_Count,Prior_Auth_Count,Flagged_Record_Count,Flagged_Record_Rate,High_Risk_Record_Count,Critical_Risk_Record_Count,Average_Risk_Score,Maximum_Risk_Score,Rule_Flag_Count,Statistical_Flag_Count,ML_Flag_Count,Average_Consensus_Level,Provider_Risk_Level
1811938636,1,0,1,0,1,100.0,0,0,35.0,35.0,1,1,0,2.0,HIGH
1812184037,1,0,1,0,1,100.0,0,0,35.0,35.0,1,1,0,2.0,HIGH
1814991069,1,0,1,0,1,100.0,0,0,35.0,35.0,1,1,0,2.0,HIGH
1815225976,1,0,0,1,1,100.0,0,0,35.0,35.0,1,1,0,2.0,HIGH
1815808566,1,0,0,1,1,100.0,0,0,35.0,35.0,1,1,0,2.0,HIGH
1818612781,1,0,0,1,1,100.0,0,0,35.0,35.0,1,1,0,2.0,HIGH
1819073672,1,0,0,1,1,100.0,0,0,35.0,35.0,1,1,0,2.0,HIGH
1820115476,1,0,1,0,1,100.0,0,0,35.0,35.0,1,0,0,1.0,HIGH
1820972459,1,0,1,0,1,100.0,0,0,35.0,35.0,1,1,0,2.0,HIGH
1821091083,1,1,0,0,1,100.0,0,0,35.0,35.0,1,0,0,1.0,HIGH
1821309089,1,1,0,0,1,100.0,0,0,35.0,35.0,1,0,0,1.0,HIGH
1821324948,1,1,0,0,1,100.0,0,0,35.0,35.0,1,0,0,1.0,HIGH
1821341249,5,5,0,0,5,100.0,0,0,35.0,35.0,5,0,0,1.0,HIGH
1821364167,1,0,0,1,1,100.0,0,0,35.0,35.0,1,1,0,2.0,HIGH
1821652793,1,1,0,0,1,100.0,0,0,35.0,35.0,1,0,0,1.0,HIGH
1823311153,1,0,1,0,1,100.0,0,0,35.0,35.0,1,1,0,2.0,HIGH
1823908290,1,0,1,0,1,100.0,0,0,35.0,35.0,1,1,0,2.0,HIGH
1825268748,1,0,0,1,1,100.0,0,0,35.0,35.0,1,1,0,2.0,HIGH
1827173843,1,0,1,0,1,100.0,0,0,35.0,35.0,1,1,0,2.0,HIGH
1827320632,1,0,0,1,1,100.0,0,0,35.0,35.0,1,1,0,2.0,HIGH
1830267095,1,0,0,1,1,100.0,0,0,35.0,35.0,1,1,0,2.0,HIGH
1830730041,1,0,1,0,1,100.0,0,0,35.0,35.0,1,1,0,2.0,HIGH
1830778990,1,0,1,0,1,100.0,0,0,35.0,35.0,1,1,0,2.0,HIGH
1830866897,1,0,1,0,1,100.0,0,0,35.0,35.0,1,0,0,1.0,HIGH
1833975282,1,0,1,0,1,100.0,0,0,35.0,35.0,1,1,0,2.0,HIGH
1835776475,1,0,0,1,1,100.0,0,0,35.0,35.0,1,1,0,2.0,HIGH
1836622500,1,0,0,1,1,100.0,0,0,35.0,35.0,1,1,0,2.0,HIGH
1837853160,1,0,1,0,1,100.0,0,0,35.0,35.0,1,0,0,1.0,HIGH
1838361406,1,0,0,1,1,100.0,0,0,35.0,35.0,1,1,0,2.0,HIGH
1839082091,1,0,0,1,1,100.0,0,0,35.0,35.0,1,1,0,2.0,HIGH
1840692619,1,0,0,1,1,100.0,0,0,35.0,35.0,1,1,0,2.0,HIGH
1841298999,1,1,0,0,1,100.0,0,0,35.0,35.0,1,0,0,1.0,HIGH
1841785968,1,0,1,0,1,100.0,0,0,35.0,35.0,1,0,0,1.0,HIGH
1843911066,1,0,1,0,1,100.0,0,0,35.0,35.0,1,0,0,1.0,HIGH
1845693945,1,0,1,0,1,100.0,0,0,35.0,35.0,1,1,0,2.0,HIGH
1847313251,1,0,1,0,1,100.0,0,0,35.0,35.0,1,1,0,2.0,HIGH
1851389605,1,1,0,0,1,100.0,0,0,35.0,35.0,1,0,0,1.0,HIGH
1851704461,1,0,1,0,1,100.0,0,0,35.0,35.0,1,1,0,2.0,HIGH
1851712053,2,2,0,0,2,100.0,0,0,35.0,35.0,2,0,0,1.0,HIGH
1854797368,1,0,1,0,1,100.0,0,0,35.0,35.0,1,1,0,2.0,HIGH
1855766080,1,0,0,1,1,100.0,0,0,35.0,35.0,1,1,0,2.0,HIGH
1856061915,1,0,1,0,1,100.0,0,0,35.0,35.0,1,1,0,2.0,HIGH
1856203176,1,0,1,0,1,100.0,0,0,35.0,35.0,1,1,0,2.0,HIGH
1856583163,1,0,0,1,1,100.0,0,0,35.0,35.0,1,1,0,2.0,HIGH
1857306791,1,0,1,0,1,100.0,0,0,35.0,35.0,1,1,0,2.0,HIGH
1858766883,1,0,1,0,1,100.0,0,0,35.0,35.0,1,1,0,2.0,HIGH
1861402869,2,2,0,0,2,100.0,0,0,35.0,35.0,2,0,0,1.0,HIGH
1861455057,4,4,0,0,4,100.0,0,0,35.0,35.0,4,0,0,1.0,HIGH
1861480709,1,1,0,0,1,100.0,0,0,35.0,35.0,1,0,0,1.0,HIGH
1861711301,1,1,0,0,1,100.0,0,0,35.0,35.0,1,0,0,1.0,HIGH
1861840795,1,1,0,0,1,100.0,0,0,35.0,35.0,1,0,0,1.0,HIGH
1862347988,1,0,1,0,1,100.0,0,0,35.0,35.0,1,0,0,1.0,HIGH
1864086755,1,0,1,0,1,100.0,0,0,35.0,35.0,1,1,0,2.0,HIGH
1865843901,1,0,0,1,1,100.0,0,0,35.0,35.0,1,1,0,2.0,HIGH
1866690194,1,0,1,0,1,100.0,0,0,35.0,35.0,1,1,0,2.0,HIGH
1867926315,1,0,0,1,1,100.0,0,0,35.0,35.0,1,1,0,2.0,HIGH
1869470144,1,0,0,1,1,100.0,0,0,35.0,35.0,1,1,0,2.0,HIGH
1870571749,1,0,1,0,1,100.0,0,0,35.0,35.0,1,1,0,2.0,HIGH
1870871353,1,0,1,0,1,100.0,0,0,35.0,35.0,1,1,0,2.0,HIGH
1871713495,1,1,0,0,1,100.0,0,0,35.0,35.0,1,0,0,1.0,HIGH
1874004377,1,0,1,0,1,100.0,0,0,35.0,35.0,1,1,0,2.0,HIGH
1876125245,1,0,1,0,1,100.0,0,0,35.0,35.0,1,1,0,2.0,HIGH
1879522173,1,0,0,1,1,100.0,0,0,35.0,35.0,1,1,0,2.0,HIGH
1881261832,1,1,0,0,1,100.0,0,0,35.0,35.0,1,0,0,1.0,HIGH
1881597335,1,0,1,0,1,100.0,0,0,35.0,35.0,1,1,0,2.0,HIGH
1881982510,1,1,0,0,1,100.0,0,0,35.0,35.0,1,0,0,1.0,HIGH
1886669884,1,0,1,0,1,100.0,0,0,35.0,35.0,1,1,0,2.0,HIGH
1887655335,1,0,1,0,1,100.0,0,0,35.0,35.0,1,0,0,1.0,HIGH
1890721128,1,0,1,0,1,100.0,0,0,35.0,35.0,1,1,0,2.0,HIGH
1891142238,1,1,0,0,1,100.0,0,0,35.0,35.0,1,0,0,1.0,HIGH
1891227179,3,3,0,0,3,100.0,0,0,35.0,35.0,3,0,0,1.0,HIGH
1891964789,3,3,0,0,3,100.0,0,0,35.0,35.0,3,0,0,1.0,HIGH
1894393263,1,0,0,1,1,100.0,0,0,35.0,35.0,1,1,0,2.0,HIGH
1895131053,1,0,1,0,1,100.0,0,0,35.0,35.0,1,1,0,2.0,HIGH
1897132707,1,0,0,1,1,100.0,0,0,35.0,35.0,1,1,0,2.0,HIGH
1897358325,1,0,0,1,1,100.0,0,0,35.0,35.0,1,1,0,2.0,HIGH
1897840817,1,0,1,0,1,100.0,0,0,35.0,35.0,1,1,0,2.0,HIGH
1898731447,1,0,1,0,1,100.0,0,0,35.0,35.0,1,1,0,2.0,HIGH
1901666950,1,0,1,0,1,100.0,0,0,35.0,35.0,1,1,0,2.0,HIGH
1902214133,1,1,0,0,1,100.0,0,0,35.0,35.0,1,0,0,1.0,HIGH
1903004042,1,0,1,0,1,100.0,0,0,35.0,35.0,1,1,0,2.0,HIGH
1903990979,1,0,1,0,1,100.0,0,0,35.0,35.0,1,1,0,2.0,HIGH
1904278539,1,0,1,0,1,100.0,0,0,35.0,35.0,1,1,0,2.0,HIGH
1904335327,1,0,0,1,1,100.0,0,0,35.0,35.0,1,1,0,2.0,HIGH
1908071383,1,0,1,0,1,100.0,0,0,35.0,35.0,1,1,0,2.0,HIGH
1909674346,1,0,0,1,1,100.0,0,0,35.0,35.0,1,1,0,2.0,HIGH
1909758504,1,0,0,1,1,100.0,0,0,35.0,35.0,1,1,0,2.0,HIGH
1911252332,1,0,1,0,1,100.0,0,0,35.0,35.0,1,1,0,2.0,HIGH
1912960758,2,2,0,0,2,100.0,0,0,35.0,35.0,2,0,0,1.0,HIGH
1913455177,1,0,0,1,1,100.0,0,0,35.0,35.0,1,1,0,2.0,HIGH
1916010071,1,0,0,1,1,100.0,0,0,35.0,35.0,1,1,0,2.0,HIGH
1919148731,1,0,1,0,1,100.0,0,0,35.0,35.0,1,1,0,2.0,HIGH
1920497872,1,0,0,1,1,100.0,0,0,35.0,35.0,1,1,0,2.0,HIGH
1922258367,1,1,0,0,1,100.0,0,0,35.0,35.0,1,0,0,1.0,HIGH
1922423359,2,2,0,0,2,100.0,0,0,35.0,35.0,2,0,0,1.0,HIGH
1922492471,1,0,1,0,1,100.0,0,0,35.0,35.0,1,0,0,1.0,HIGH
1922704563,1,0,1,0,1,100.0,0,0,35.0,35.0,1,1,0,2.0,HIGH
1924959347,1,0,1,0,1,100.0,0,0,35.0,35.0,1,1,0,2.0,HIGH
1925260903,1,0,1,0,1,100.0,0,0,35.0,35.0,1,1,0,2.0,HIGH
1926277033,1,0,0,1,1,100.0,0,0,35.0,35.0,1,1,0,2.0,HIGH
1927095224,1,0,0,1,1,100.0,0,0,35.0,35.0,1,1,0,2.0,HIGH
1927223474,1,0,0,1,1,100.0,0,0,35.0,35.0,1,1,0,2.0,HIGH
1928219486,1,0,0,1,1,100.0,0,0,35.0,35.0,1,1,0,2.0,HIGH
1931753919,1,0,1,0,1,100.0,0,0,35.0,35.0,1,1,0,2.0,HIGH
1932416195,2,2,0,0,2,100.0,0,0,35.0,35.0,2,0,0,1.0,HIGH
1932440146,1,1,0,0,1,100.0,0,0,35.0,35.0,1,0,0,1.0,HIGH
1932490109,2,2,0,0,2,100.0,0,0,35.0,35.0,2,0,0,1.0,HIGH
1932630282,5,5,0,0,5,100.0,0,0,35.0,35.0,5,0,0,1.0,HIGH
1933588753,1,0,1,0,1,100.0,0,0,35.0,35.0,1,0,0,1.0,HIGH
1933711543,1,0,1,0,1,100.0,0,0,35.0,35.0,1,0,0,1.0,HIGH
1933790350,1,0,0,1,1,100.0,0,0,35.0,35.0,1,1,0,2.0,HIGH
1934107775,1,0,0,1,1,100.0,0,0,35.0,35.0,1,1,0,2.0,HIGH
1934413353,1,0,1,0,1,100.0,0,0,35.0,35.0,1,1,0,2.0,HIGH
1935275461,1,0,0,1,1,100.0,0,0,35.0,35.0,1,1,0,2.0,HIGH
1935754678,1,0,1,0,1,100.0,0,0,35.0,35.0,1,1,0,2.0,HIGH
1936275531,1,0,0,1,1,100.0,0,0,35.0,35.0,1,1,0,2.0,HIGH
1936423634,1,0,1,0,1,100.0,0,0,35.0,35.0,1,1,0,2.0,HIGH
1937922475,1,0,1,0,1,100.0,0,0,35.0,35.0,1,0,0,1.0,HIGH
1943597159,1,0,0,1,1,100.0,0,0,35.0,35.0,1,1,0,2.0,HIGH
1948268663,1,0,1,0,1,100.0,0,0,35.0,35.0,1,1,0,2.0,HIGH
1948658412,1,0,1,0,1,100.0,0,0,35.0,35.0,1,1,0,2.0,HIGH
1949489132,1,0,1,0,1,100.0,0,0,35.0,35.0,1,1,0,2.0,HIGH
1950435233,1,0,1,0,1,100.0,0,0,35.0,35.0,1,1,0,2.0,HIGH
1950685586,1,0,0,1,1,100.0,0,0,35.0,35.0,1,1,0,2.0,HIGH
1952332298,1,1,0,0,1,100.0,0,0,35.0,35.0,1,0,0,1.0,HIGH
1952598468,2,2,0,0,2,100.0,0,0,35.0,35.0,2,0,0,1.0,HIGH
1953601635,1,0,1,0,1,100.0,0,0,35.0,35.0,1,1,0,2.0,HIGH
1954252601,1,0,0,1,1,100.0,0,0,35.0,35.0,1,1,0,2.0,HIGH
1954439890,1,0,0,1,1,100.0,0,0,35.0,35.0,1,1,0,2.0,HIGH
1958137846,1,0,1,0,1,100.0,0,0,35.0,35.0,1,1,0,2.0,HIGH
1958929286,1,0,1,0,1,100.0,0,0,35.0,35.0,1,1,0,2.0,HIGH
1959466149,1,0,1,0,1,100.0,0,0,35.0,35.0,1,1,0,2.0,HIGH
1960247261,1,0,1,0,1,100.0,0,0,35.0,35.0,1,1,0,2.0,HIGH
1962473306,2,2,0,0,2,100.0,0,0,35.0,35.0,2,0,0,1.0,HIGH
1962531004,1,1,0,0,1,100.0,0,0,35.0,35.0,1,0,0,1.0,HIGH
1962890723,1,1,0,0,1,100.0,0,0,35.0,35.0,1,0,0,1.0,HIGH
1962997569,1,1,0,0,1,100.0,0,0,35.0,35.0,1,0,0,1.0,HIGH
1963448858,1,0,1,0,1,100.0,0,0,35.0,35.0,1,1,0,2.0,HIGH
1963609306,1,0,0,1,1,100.0,0,0,35.0,35.0,1,1,0,2.0,HIGH
1964182724,1,0,1,0,1,100.0,0,0,35.0,35.0,1,1,0,2.0,HIGH
1964875845,1,0,1,0,1,100.0,0,0,35.0,35.0,1,1,0,2.0,HIGH
1965355888,1,0,1,0,1,100.0,0,0,35.0,35.0,1,1,0,2.0,HIGH
1967303842,1,0,0,1,1,100.0,0,0,35.0,35.0,1,1,0,2.0,HIGH
1972131999,1,0,1,0,1,100.0,0,0,35.0,35.0,1,1,0,2.0,HIGH
1972940425,1,0,1,0,1,100.0,0,0,35.0,35.0,1,1,0,2.0,HIGH
1973171599,1,0,1,0,1,100.0,0,0,35.0,35.0,1,1,0,2.0,HIGH
1974372377,1,0,0,1,1,100.0,0,0,35.0,35.0,1,1,0,2.0,HIGH
1977153018,1,0,0,1,1,100.0,0,0,35.0,35.0,1,1,0,2.0,HIGH
1978920572,1,0,1,0,1,100.0,0,0,35.0,35.0,1,1,0,2.0,HIGH
1980083999,1,0,0,1,1,100.0,0,0,35.0,35.0,1,1,0,2.0,HIGH
1980187163,1,0,1,0,1,100.0,0,0,35.0,35.0,1,0,0,1.0,HIGH
1980240956,1,0,0,1,1,100.0,0,0,35.0,35.0,1,1,0,2.0,HIGH
1982055409,1,0,0,1,1,100.0,0,0,35.0,35.0,1,1,0,2.0,HIGH
1982083564,1,1,0,0,1,100.0,0,0,35.0,35.0,1,0,0,1.0,HIGH
1982151635,3,3,0,0,3,100.0,0,0,35.0,35.0,3,0,0,1.0,HIGH
1982783338,2,2,0,0,2,100.0,0,0,35.0,35.0,2,0,0,1.0,HIGH
1982865796,1,1,0,0,1,100.0,0,0,35.0,35.0,1,0,0,1.0,HIGH
1982961439,2,2,0,0,2,100.0,0,0,35.0,35.0,2,0,0,1.0,HIGH
1984184124,1,0,1,0,1,100.0,0,0,35.0,35.0,1,1,0,2.0,HIGH
1984737558,1,0,0,1,1,100.0,0,0,35.0,35.0,1,1,0,2.0,HIGH
1985540083,1,0,0,1,1,100.0,0,0,35.0,35.0,1,1,0,2.0,HIGH
1985650051,1,0,1,0,1,100.0,0,0,35.0,35.0,1,1,0,2.0,HIGH
1987017109,1,0,0,1,1,100.0,0,0,35.0,35.0,1,1,0,2.0,HIGH
1988630667,1,0,0,1,1,100.0,0,0,35.0,35.0,1,1,0,2.0,HIGH
1988783281,1,0,0,1,1,100.0,0,0,35.0,35.0,1,1,0,2.0,HIGH
1989477385,1,0,0,1,1,100.0,0,0,35.0,35.0,1,1,0,2.0,HIGH
1989931488,1,0,0,1,1,100.0,0,0,35.0,35.0,1,1,0,2.0,HIGH
1992176283,1,1,0,0,1,100.0,0,0,35.0,35.0,1,0,0,1.0,HIGH
1992701825,1,1,0,0,1,100.0,0,0,35.0,35.0,1,0,0,1.0,HIGH
1992809305,1,1,0,0,1,100.0,0,0,35.0,35.0,1,0,0,1.0,HIGH
1992867006,1,1,0,0,1,100.0,0,0,35.0,35.0,1,0,0,1.0,HIGH
1255006862,5,5,0,0,4,80.0,0,0,34.0,50.0,4,2,0,1.2,HIGH
1538643036,5,5,0,0,4,80.0,0,0,34.0,50.0,4,2,0,1.2,HIGH
1023603024,4,4,0,0,4,100.0,0,0,33.75,50.0,3,2,0,1.25,HIGH
1154386431,4,4,0,0,3,75.0,0,0,33.75,50.0,3,2,0,1.25,HIGH
1194003657,4,4,0,0,4,100.0,0,0,33.75,50.0,3,2,0,1.25,HIGH
1225215452,4,4,0,0,4,100.0,0,0,33.75,50.0,3,2,0,1.25,HIGH
1336152347,4,4,0,0,3,75.0,0,0,33.75,50.0,3,2,0,1.25,HIGH
1407891336,4,4,0,0,4,100.0,0,0,33.75,50.0,3,2,0,1.25,HIGH
1548750573,4,4,0,0,3,75.0,0,0,33.75,50.0,3,2,0,1.25,HIGH
1821068818,4,4,0,0,3,75.0,0,0,33.75,50.0,3,2,0,1.25,HIGH
1841226347,4,4,0,0,4,100.0,0,0,33.75,50.0,3,2,0,1.25,HIGH
1154464097,7,7,0,0,6,85.71,0,0,33.57,50.0,5,4,0,1.29,HIGH
1679931646,7,7,0,0,7,100.0,0,0,33.57,50.0,5,4,0,1.29,HIGH
1063723617,3,3,0,0,3,100.0,0,0,33.33,50.0,2,2,0,1.33,HIGH
1235256637,3,3,0,0,3,100.0,0,0,33.33,50.0,2,2,0,1.33,HIGH
1295388239,6,6,0,0,5,83.33,0,0,33.33,50.0,4,4,0,1.33,HIGH
1326133216,3,3,0,0,2,66.67,0,0,33.33,50.0,2,2,0,1.33,HIGH
1376725952,3,3,0,0,2,66.67,0,0,33.33,50.0,2,2,0,1.33,HIGH
1437569837,3,3,0,0,2,66.67,0,0,33.33,50.0,2,2,0,1.33,HIGH
1669063277,3,3,0,0,3,100.0,0,0,33.33,50.0,2,2,0,1.33,HIGH
1669879664,3,3,0,0,3,100.0,0,0,33.33,50.0,2,2,0,1.33,HIGH
1770547804,3,3,0,0,3,100.0,0,0,33.33,50.0,2,2,0,1.33,HIGH
1033605613,2,2,0,0,2,100.0,0,0,32.5,50.0,1,2,0,1.5,HIGH
1316937691,6,6,0,0,6,100.0,0,0,32.5,50.0,3,6,0,1.5,HIGH
1346755154,2,2,0,0,2,100.0,0,0,32.5,50.0,1,2,0,1.5,HIGH
1396395075,2,2,0,0,2,100.0,0,0,32.5,50.0,1,2,0,1.5,HIGH
1417426701,2,2,0,0,2,100.0,0,0,32.5,50.0,1,2,0,1.5,HIGH
1467606681,2,2,0,0,2,100.0,0,0,32.5,50.0,1,2,0,1.5,HIGH
1578795894,2,2,0,0,2,100.0,0,0,32.5,50.0,1,2,0,1.5,HIGH
1659312072,2,2,0,0,2,100.0,0,0,32.5,50.0,1,2,0,1.5,HIGH
1699774646,2,2,0,0,2,100.0,0,0,32.5,50.0,1,2,0,1.5,HIGH
1760415939,2,2,0,0,2,100.0,0,0,32.5,50.0,1,2,0,1.5,HIGH
1801298070,2,2,0,0,2,100.0,0,0,32.5,50.0,1,2,0,1.5,HIGH
1871070417,2,2,0,0,2,100.0,0,0,32.5,50.0,1,2,0,1.5,HIGH
1518444009,7,7,0,0,6,85.71,0,0,32.14,50.0,6,1,0,1.0,HIGH
1528082336,5,5,0,0,4,80.0,0,0,32.0,50.0,3,3,0,1.2,HIGH
1447544010,9,9,0,0,6,66.67,0,0,31.67,50.0,6,5,0,1.22,HIGH
1508262916,7,7,0,0,5,71.43,0,0,31.43,50.0,5,3,0,1.14,HIGH
1730132515,7,7,0,0,7,100.0,0,0,31.43,50.0,5,3,0,1.14,HIGH
1669986998,11,11,0,0,9,81.82,0,0,31.36,50.0,9,2,0,1.0,HIGH
1215332762,27,27,0,0,26,96.3,0,0,31.3,50.0,13,26,0,1.44,HIGH
1831634989,14,14,0,0,12,85.71,0,0,31.07,50.0,12,1,0,0.93,HIGH
1104250786,5,5,0,0,4,80.0,0,0,31.0,50.0,4,1,0,1.0,HIGH
1356318091,5,5,0,0,4,80.0,0,0,31.0,50.0,4,1,0,1.0,HIGH
1548266547,5,5,0,0,4,80.0,0,0,31.0,50.0,4,1,0,1.0,HIGH
1679678197,5,5,0,0,4,80.0,0,0,31.0,50.0,4,1,0,1.0,HIGH
1710288766,5,5,0,0,4,80.0,0,0,31.0,50.0,4,1,0,1.0,HIGH
1770744013,5,5,0,0,5,100.0,0,0,31.0,35.0,4,1,0,1.0,HIGH
1821251612,5,5,0,0,4,80.0,0,0,31.0,50.0,4,1,0,1.0,HIGH
1649829532,9,9,0,0,8,88.89,0,0,30.56,50.0,7,2,0,1.0,HIGH
1619351160,23,23,0,0,23,100.0,0,0,30.22,50.0,10,23,0,1.43,HIGH
1114050903,5,5,0,0,5,100.0,0,0,30.0,50.0,3,3,0,1.2,HIGH
1174549786,6,6,0,0,6,100.0,0,0,30.0,50.0,3,5,0,1.33,HIGH
1194064543,4,4,0,0,4,100.0,0,0,30.0,35.0,3,1,0,1.0,HIGH
1356482970,9,9,0,0,7,77.78,0,0,30.0,50.0,6,4,0,1.11,HIGH
1396181590,4,4,0,0,3,75.0,0,0,30.0,50.0,3,1,0,1.0,HIGH
1407119431,4,4,0,0,3,75.0,0,0,30.0,50.0,3,1,0,1.0,HIGH
1437547783,4,4,0,0,3,75.0,0,0,30.0,50.0,3,1,0,1.0,HIGH
1548760119,4,4,0,0,3,75.0,0,0,30.0,50.0,3,1,0,1.0,HIGH
1740387018,5,5,0,0,3,60.0,0,0,30.0,50.0,3,3,0,1.2,HIGH
1760426969,4,4,0,0,3,75.0,0,0,30.0,50.0,3,1,0,1.0,HIGH
1881639714,3,3,0,0,3,100.0,0,0,30.0,50.0,1,3,0,1.33,HIGH
1891856134,2,2,0,0,2,100.0,0,0,30.0,35.0,1,1,0,1.0,HIGH
1952599623,4,4,0,0,3,75.0,0,0,30.0,50.0,3,1,0,1.0,HIGH
1992882245,5,5,0,0,3,60.0,0,0,30.0,50.0,3,3,0,1.2,HIGH
1972594877,22,22,0,0,20,90.91,0,0,29.55,50.0,10,20,0,1.36,MEDIUM
1528042561,9,9,0,0,8,88.89,0,0,29.44,50.0,5,6,0,1.22,MEDIUM
1962823211,8,8,0,0,7,87.5,0,0,29.38,50.0,5,4,0,1.12,MEDIUM
1023671740,7,7,0,0,5,71.43,0,0,29.29,50.0,5,2,0,1.0,MEDIUM
1396275459,7,7,0,0,5,71.43,0,0,29.29,50.0,5,2,0,1.0,MEDIUM
1942518550,7,7,0,0,6,85.71,0,0,29.29,50.0,5,2,0,1.0,MEDIUM
1942606454,6,6,0,0,5,83.33,0,0,29.17,35.0,5,0,0,0.83,MEDIUM
1912272899,4,4,0,0,4,100.0,0,0,28.75,50.0,2,3,0,1.25,MEDIUM
1245695774,7,7,0,0,7,100.0,0,0,28.57,50.0,4,4,0,1.14,MEDIUM
1104128487,3,3,0,0,2,66.67,0,0,28.33,50.0,2,1,0,1.0,MEDIUM
1114553948,3,3,0,0,2,66.67,0,0,28.33,50.0,2,1,0,1.0,MEDIUM
1164501896,3,3,0,0,2,66.67,0,0,28.33,50.0,2,1,0,1.0,MEDIUM
1174718050,3,3,0,0,2,66.67,0,0,28.33,50.0,2,1,0,1.0,MEDIUM
1184613234,3,3,0,0,3,100.0,0,0,28.33,35.0,2,1,0,1.0,MEDIUM
1255591780,3,3,0,0,2,66.67,0,0,28.33,50.0,2,1,0,1.0,MEDIUM
1275605792,3,3,0,0,3,100.0,0,0,28.33,35.0,2,1,0,1.0,MEDIUM
1285727396,3,3,0,0,2,66.67,0,0,28.33,50.0,2,1,0,1.0,MEDIUM
1336579572,3,3,0,0,2,66.67,0,0,28.33,50.0,2,1,0,1.0,MEDIUM
1356676514,3,3,0,0,2,66.67,0,0,28.33,50.0,2,1,0,1.0,MEDIUM
1427363597,3,3,0,0,3,100.0,0,0,28.33,35.0,2,1,0,1.0,MEDIUM
1427651041,3,3,0,0,3,100.0,0,0,28.33,35.0,2,1,0,1.0,MEDIUM
1447226584,3,3,0,0,3,100.0,0,0,28.33,35.0,2,1,0,1.0,MEDIUM
1518945278,3,3,0,0,2,66.67,0,0,28.33,50.0,2,1,0,1.0,MEDIUM
1538399118,6,6,0,0,5,83.33,0,0,28.33,50.0,4,2,0,1.0,MEDIUM
1639514094,3,3,0,0,3,100.0,0,0,28.33,35.0,2,1,0,1.0,MEDIUM
1639576812,3,3,0,0,2,66.67,0,0,28.33,50.0,2,1,0,1.0,MEDIUM
1649260845,3,3,0,0,2,66.67,0,0,28.33,50.0,2,1,0,1.0,MEDIUM
1649814138,3,3,0,0,2,66.67,0,0,28.33,50.0,2,1,0,1.0,MEDIUM
1689921306,3,3,0,0,2,66.67,0,0,28.33,50.0,2,1,0,1.0,MEDIUM
1700827896,3,3,0,0,3,100.0,0,0,28.33,35.0,2,1,0,1.0,MEDIUM
1750486106,6,6,0,0,5,83.33,0,0,28.33,50.0,4,2,0,1.0,MEDIUM
1750657722,3,3,0,0,3,100.0,0,0,28.33,35.0,2,1,0,1.0,MEDIUM
1801057690,3,3,0,0,2,66.67,0,0,28.33,50.0,2,1,0,1.0,MEDIUM
1851767461,3,3,0,0,3,100.0,0,0,28.33,35.0,2,1,0,1.0,MEDIUM
1891181848,3,3,0,0,2,66.67,0,0,28.33,50.0,2,1,0,1.0,MEDIUM
1932539608,3,3,0,0,2,66.67,0,0,28.33,50.0,2,1,0,1.0,MEDIUM
1215914791,8,8,0,0,8,100.0,0,0,28.12,50.0,3,8,0,1.38,MEDIUM
1013277060,5,5,0,0,4,80.0,0,0,28.0,35.0,4,0,0,0.8,MEDIUM
1144419284,5,5,0,0,4,80.0,0,0,28.0,35.0,4,0,0,0.8,MEDIUM
1699703686,17,17,0,0,13,76.47,0,0,27.65,50.0,13,1,0,0.82,MEDIUM
1306831490,7,7,0,0,5,71.43,0,0,27.14,50.0,5,1,0,0.86,MEDIUM
1801376306,7,7,0,0,5,71.43,0,0,27.14,50.0,5,1,0,0.86,MEDIUM
1396813861,5,5,0,0,4,80.0,0,0,27.0,50.0,3,2,0,1.0,MEDIUM
1497773055,5,5,0,0,3,60.0,0,0,27.0,50.0,3,2,0,1.0,MEDIUM
1558528356,5,5,0,0,4,80.0,0,0,27.0,50.0,3,2,0,1.0,MEDIUM
1851562367,5,5,0,0,4,80.0,0,0,27.0,50.0,3,2,0,1.0,MEDIUM
1073552022,18,18,0,0,18,100.0,0,0,26.67,50.0,6,18,0,1.33,MEDIUM
1992170112,3,3,0,0,3,100.0,0,0,26.67,50.0,1,3,0,1.33,MEDIUM
1679188437,7,7,0,0,5,71.43,0,0,26.43,50.0,4,3,0,1.0,MEDIUM
1679933055,7,7,0,0,6,85.71,0,0,26.43,50.0,4,3,0,1.0,MEDIUM
1740364009,7,7,0,0,5,71.43,0,0,26.43,50.0,4,3,0,1.0,MEDIUM
1164846283,11,11,0,0,9,81.82,0,0,26.36,50.0,7,3,0,0.91,MEDIUM
1184004590,11,11,0,0,8,72.73,0,0,26.36,50.0,7,3,0,0.91,MEDIUM
1447540315,11,11,0,0,9,81.82,0,0,26.36,50.0,7,3,0,0.91,MEDIUM
1124373113,4,4,0,0,3,75.0,0,0,26.25,35.0,3,0,0,0.75,MEDIUM
1174650824,4,4,0,0,3,75.0,0,0,26.25,35.0,3,0,0,0.75,MEDIUM
1205362837,4,4,0,0,3,75.0,0,0,26.25,35.0,3,0,0,0.75,MEDIUM
1366425266,4,4,0,0,3,75.0,0,0,26.25,35.0,3,0,0,0.75,MEDIUM
1417025917,4,4,0,0,3,75.0,0,0,26.25,35.0,3,0,0,0.75,MEDIUM
1457304966,4,4,0,0,3,75.0,0,0,26.25,35.0,3,0,0,0.75,MEDIUM
1497161483,4,4,0,0,3,75.0,0,0,26.25,35.0,3,0,0,0.75,MEDIUM
