Provider_NPI,total_claims,total_billed_amount,average_billed_amount,median_billed_amount,total_allowed_amount,average_allowed_amount,total_paid_amount,average_paid_amount,average_processing_latency,average_retry_count,denial_count,denial_rate,SLA_breach_count,SLA_breach_rate
1164403622.0,3,2324.56,774.8533333333334,983.28,1859.66,619.8866666666667,1859.66,619.8866666666667,-0.6666666666666666,0.3333333333333333,0,0.0,0,0.0
1164451613.0,21,19821.05,943.8595238095238,1054.29,15856.99,755.0947619047619,16178.64,770.4114285714286,-3.0952380952380953,0.42857142857142855,0,0.0,0,0.0
1164463840.0,6,8105.41,1350.9016666666666,1426.875,6095.56,1015.9266666666667,6095.56,1015.9266666666667,-0.5,0.8333333333333334,0,0.0,0,0.0
1164472478.0,2,1912.67,956.335,956.335,1343.73,671.865,1343.73,671.865,-1.0,1.5,0,0.0,0,0.0
1164485363.0,3,3068.19,1022.73,1397.21,2454.56,818.1866666666666,2454.56,818.1866666666666,-3.0,2.0,0,0.0,0,0.0
1164496006.0,2,1267.24,633.62,633.62,827.4,413.7,827.4,413.7,1.0,0.0,0,0.0,0,0.0
1164496410.0,1,1528.98,1528.98,1528.98,1223.17,1223.17,1223.17,1223.17,2.0,1.0,0,0.0,0,0.0
1164501896.0,3,3274.59,1091.53,899.65,2279.32,759.7733333333334,2279.32,759.7733333333334,-3.0,1.3333333333333333,0,0.0,0,0.0
1164642419.0,3,8824.23,2941.41,3386.35,7059.39,2353.13,7059.39,2353.13,-1.0,0.0,0,0.0,0,0.0
1164676680.0,2,3178.12,1589.06,1589.06,1169.55,584.775,1169.55,584.775,0.0,0.5,0,0.0,0,0.0
1164778031.0,1,627.65,627.65,627.65,502.12,502.12,502.12,502.12,3.0,3.0,0,0.0,0,0.0
1164846283.0,11,12155.529999999999,1105.0481818181818,815.89,9606.9,873.3545454545455,9606.9,873.3545454545455,-0.8181818181818182,1.2727272727272727,0,0.0,0,0.0
1164876546.0,1,101.17,101.17,101.17,71.17,71.17,71.17,71.17,-8.0,0.0,0,0.0,0,0.0
1164978912.0,2,2296.2,1148.1,1148.1,1464.1599999999999,732.0799999999999,3188.14,1594.07,-4.5,1.5,0,0.0,0,0.0
1174019327.0,5,7821.28,1564.2559999999999,1559.16,5892.65,1178.53,5892.65,1178.53,2.2,0.6,0,0.0,0,0.0
1174031256.0,1,8067.6,8067.6,8067.6,6454.09,6454.09,6454.09,6454.09,3.0,0.0,0,0.0,0,0.0
1174044697.0,3,2905.8199999999997,968.6066666666666,815.37,2905.8199999999997,968.6066666666666,2905.8199999999997,968.6066666666666,0.3333333333333333,3.0,0,0.0,0,0.0
1174139158.0,2,2374.49,1187.245,1187.245,1713.19,856.595,1713.19,856.595,-0.5,1.5,0,0.0,0,0.0
1174512792.0,4,4964.96,1241.24,1065.085,3227.6499999999996,806.9124999999999,3227.6499999999996,806.9124999999999,-1.75,1.75,0,0.0,0,0.0
1174525943.0,3,3817.1499999999996,1272.3833333333332,1508.81,3053.7,1017.9,3053.7,1017.9,-2.3333333333333335,1.6666666666666667,0,0.0,0,0.0
1174549786.0,6,6390.88,1065.1466666666668,1059.15,4636.16,772.6933333333333,4636.16,772.6933333333333,-1.8333333333333333,1.3333333333333333,0,0.0,0,0.0
1174552293.0,2,3303.12,1651.56,1651.56,2642.5,1321.25,2642.5,1321.25,-5.0,0.0,0,0.0,0,0.0
1174555692.0,2,1134.3999999999999,567.1999999999999,567.1999999999999,907.52,453.76,907.52,453.76,4.0,1.5,0,0.0,0,0.0
1174579262.0,1,2207.87,2207.87,2207.87,1616.46,1616.46,1616.46,1616.46,0.0,3.0,0,0.0,0,0.0
1174580831.0,4,2331.59,582.8975,653.31,1865.28,466.32,1865.28,466.32,2.0,0.5,0,0.0,0,0.0
1174625057.0,4,11427.61,2856.9025,1502.83,11175.429999999998,2793.8574999999996,11175.429999999998,2793.8574999999996,-1.0,1.5,0,0.0,0,0.0
1174630693.0,1,1639.27,1639.27,1639.27,1125.01,1125.01,1125.01,1125.01,-6.0,1.0,0,0.0,0,0.0
1174641658.0,4,21210.96,5302.74,4587.969999999999,16968.76,4242.19,16968.76,4242.19,1.25,0.75,0,0.0,0,0.0
1174650824.0,4,3415.3,853.825,909.135,3275.3,818.825,3275.3,818.825,-3.6666666666666665,0.25,0,0.0,0,0.0
1174718050.0,3,4282.65,1427.55,1405.13,3426.1099999999997,1142.0366666666666,3426.1099999999997,1142.0366666666666,-3.3333333333333335,0.0,0,0.0,0,0.0
1174820898.0,3,3005.04,1001.68,1001.68,2035.2600000000002,678.4200000000001,2825.15,941.7166666666667,-3.0,1.0,0,0.0,0,0.0
1174828362.0,1,1567.61,1567.61,1567.61,1067.68,1067.68,1067.68,1067.68,4.0,0.0,0,0.0,0,0.0
1174857825.0,1,12853.85,12853.85,12853.85,10283.08,10283.08,10283.08,10283.08,-4.0,0.0,0,0.0,0,0.0
1174878813.0,4,4953.360000000001,1238.3400000000001,1192.865,3778.45,944.6125,3778.45,944.6125,1.0,1.25,0,0.0,0,0.0
1174927669.0,22,115110.89166891629,5232.313257678013,817.05,13850.07,629.5486363636363,13850.07,629.5486363636363,-2.0454545454545454,0.45454545454545453,0,0.0,0,0.0
1184004590.0,11,15839.86,1439.9872727272727,1531.33,12485.49,1135.0445454545454,12485.49,1135.0445454545454,-0.6363636363636364,0.9090909090909091,0,0.0,0,0.0
1184006447.0,7,23764.43,3394.9185714285713,977.08,19291.06,2755.8657142857146,19291.06,2755.8657142857146,0.2857142857142857,1.1428571428571428,0,0.0,0,0.0
1184094534.0,1,704.32,704.32,704.32,563.46,563.46,563.46,563.46,-2.0,0.0,0,0.0,0,0.0
1184138356.0,3,22958.34,7652.78,6936.12,18366.68,6122.2266666666665,18366.68,6122.2266666666665,1.0,1.3333333333333333,0,0.0,0,0.0
1184256679.0,2,2169.64,1084.82,1084.82,1443.55,721.775,1443.55,721.775,-4.0,1.5,0,0.0,0,0.0
1184612764.0,3,3242.8599999999997,1080.9533333333331,872.62,2594.33,864.7766666666666,2594.33,864.7766666666666,-1.3333333333333333,0.6666666666666666,0,0.0,0,0.0
1184613234.0,3,4806.9,1602.3,1429.3,3831.83,1277.2766666666666,3831.83,1277.2766666666666,-1.3333333333333333,0.3333333333333333,0,0.0,0,0.0
1184645434.0,1,632.45,632.45,632.45,505.96,505.96,505.96,505.96,-3.0,0.0,0,0.0,0,0.0
1184670549.0,1,778.05,778.05,778.05,570.93,570.93,570.93,570.93,1.0,0.0,0,0.0,0,0.0
1184670663.0,10,30274.09,3027.409,1207.6399999999999,21061.38,2106.138,22573.82,2257.382,-1.0,1.0,0,0.0,0,0.0
1184718512.0,1,113.8,113.8,113.8,113.8,113.8,113.8,113.8,-2.0,0.0,0,0.0,0,0.0
1184725210.0,1,2414.82,2414.82,2414.82,1745.46,1745.46,1745.46,1745.46,2.0,1.0,0,0.0,0,0.0
1184857195.0,1,1438.78,1438.78,1438.78,1151.02,1151.02,1151.02,1151.02,5.0,0.0,0,0.0,0,0.0
1184884678.0,3,4475.870000000001,1491.956666666667,1341.45,3028.82,1009.6066666666667,3028.82,1009.6066666666667,-0.3333333333333333,1.0,1,0.3333333333333333,0,0.0
1184979437.0,1,1679.04,1679.04,1679.04,1158.9,1158.9,1158.9,1158.9,-6.0,0.0,0,0.0,0,0.0
1194003657.0,4,11551.640000000001,2887.9100000000003,1054.665,9241.35,2310.3375,9241.35,2310.3375,-3.0,0.25,0,0.0,0,0.0
1194064543.0,4,2748.01,687.0025,757.55,1908.42,477.105,1908.42,477.105,-0.75,0.25,0,0.0,0,0.0
1194077297.0,5,21670.469999999998,4334.093999999999,1961.32,17336.38,3467.2760000000003,32252.54,6450.508,-0.25,1.8,0,0.0,0,0.0
1194087593.0,1,1245.98,1245.98,1245.98,996.78,996.78,996.78,996.78,-5.0,0.0,0,0.0,0,0.0
1194174482.0,3,3267.3199999999997,1089.1066666666666,1245.19,2613.85,871.2833333333333,2613.85,871.2833333333333,-3.3333333333333335,0.6666666666666666,0,0.0,0,0.0
1194176834.0,1,1088.1,1088.1,1088.1,1088.1,1088.1,1088.1,1088.1,-3.0,0.0,0,0.0,0,0.0
1194179721.0,1,859.73,859.73,859.73,687.79,687.79,687.79,687.79,0.0,3.0,0,0.0,0,0.0
1194252700.0,7,22951.6,3278.7999999999997,1584.43,18361.23,2623.032857142857,18361.23,2623.032857142857,0.2857142857142857,0.7142857142857143,0,0.0,0,0.0
1194274720.0,2,2258.05,1129.025,1129.025,1806.44,903.22,1806.44,903.22,-5.5,1.5,0,0.0,0,0.0
1194282756.0,4,10600.84,2650.21,2752.1850000000004,8109.93,2027.4825,8109.93,2027.4825,-1.5,1.25,0,0.0,0,0.0
1194283382.0,1,1189.94,1189.94,1189.94,765.55,765.55,765.55,765.55,-3.0,0.0,0,0.0,0,0.0
1194326132.0,5,25678.550000000003,5135.710000000001,2085.17,20542.83,4108.566000000001,20542.83,4108.566000000001,-1.6,0.4,0,0.0,0,0.0
1194706655.0,1,2438.58,2438.58,2438.58,1768.19,1768.19,1768.19,1768.19,-2.0,2.0,0,0.0,0,0.0
1194713404.0,1,1050.05,1050.05,1050.05,840.04,840.04,840.04,840.04,-4.0,0.0,0,0.0,0,0.0
1194732438.0,1,723.89,723.89,723.89,369.45,369.45,369.45,369.45,-6.0,1.0,0,0.0,0,0.0
1194741611.0,1,1173.73,1173.73,1173.73,1123.73,1123.73,1123.73,1123.73,1.0,0.0,0,0.0,0,0.0
1194767269.0,2,1005.15,502.575,502.575,804.1099999999999,402.05499999999995,804.1099999999999,402.05499999999995,-4.5,0.0,0,0.0,0,0.0
1194790055.0,2,1722.92,861.46,861.46,239.7,119.85,239.7,119.85,-3.0,0.0,0,0.0,0,0.0
1194799023.0,2,1632.17,816.085,816.085,1456.76,728.38,1456.76,728.38,3.5,0.0,0,0.0,0,0.0
1194908954.0,3,5283.879999999999,1761.293333333333,1605.32,4695.7,1565.2333333333333,4695.7,1565.2333333333333,0.0,1.6666666666666667,0,0.0,0,0.0
1194919993.0,2,3229.8500000000004,1614.9250000000002,1614.9250000000002,2583.88,1291.94,2583.88,1291.94,0.5,0.5,0,0.0,0,0.0
1194941542.0,1,1215.54,1215.54,1215.54,972.43,972.43,972.43,972.43,0.0,0.0,0,0.0,0,0.0
1205013539.0,1,1278.99,1278.99,1278.99,1023.2,1023.2,1023.2,1023.2,-4.0,0.0,0,0.0,0,0.0
1205163540.0,1,13326.78,13326.78,13326.78,13326.78,13326.78,13326.78,13326.78,1.0,0.0,0,0.0,0,0.0
1205188448.0,1,1116.49,1116.49,1116.49,1116.49,1116.49,1116.49,1116.49,-3.0,3.0,0,0.0,0,0.0
1205219003.0,2,1344.75,672.375,672.375,889.3900000000001,444.69500000000005,889.3900000000001,444.69500000000005,3.0,0.0,0,0.0,0,0.0
1205230844.0,2,1970.28,985.14,985.14,1392.44,696.22,1392.44,696.22,-0.5,1.0,0,0.0,0,0.0
1205236072.0,6,6786.43,1131.0716666666667,1288.32,5648.23,941.3716666666666,5648.23,941.3716666666666,-2.0,1.5,0,0.0,0,0.0
1205255304.0,1,735.41,735.41,735.41,482.98,482.98,482.98,482.98,4.0,3.0,0,0.0,0,0.0
1205344603.0,3,3726.9300000000003,1242.3100000000002,926.5,1499.14,499.71333333333337,-16.74000000000001,-5.580000000000003,0.0,0.0,0,0.0,0,0.0
1205362837.0,4,5943.26,1485.815,1428.42,3783.94,945.985,3783.94,945.985,-2.0,1.5,0,0.0,0,0.0
1205444049.0,1,795.46,795.46,795.46,636.38,636.38,636.38,636.38,-8.0,0.0,0,0.0,0,0.0
1205839164.0,1,28332.91,28332.91,28332.91,22666.33,22666.33,22666.33,22666.33,-2.0,2.0,0,0.0,0,0.0
1205886223.0,3,4241.26,1413.7533333333333,1189.94,3393.01,1131.0033333333333,3393.01,1131.0033333333333,-2.6666666666666665,0.0,0,0.0,0,0.0
1205889540.0,2,1605.49,802.745,802.745,937.33,468.665,937.33,468.665,3.0,1.5,0,0.0,0,0.0
1205896719.0,3,3344.12,1114.7066666666667,1228.27,2488.91,829.6366666666667,2488.91,829.6366666666667,-2.3333333333333335,1.0,0,0.0,0,0.0
1205994761.0,9,12543.75,1393.75,1273.2,10481.89,1164.6544444444444,8444.75,938.3055555555555,0.4444444444444444,1.5555555555555556,0,0.0,0,0.0
1215089602.0,1,826.37,826.37,826.37,791.37,791.37,791.37,791.37,-3.0,3.0,0,0.0,0,0.0
1215099007.0,1,1192.4,1192.4,1192.4,953.92,953.92,953.92,953.92,,0.0,0,0.0,0,0.0
1215168992.0,3,4598.91,1532.97,1335.19,3492.7200000000003,1164.24,4974.41,1658.1366666666665,-1.6666666666666667,1.0,0,0.0,0,0.0
1215182712.0,2,3559.6899999999996,1779.8449999999998,1779.8449999999998,2662.65,1331.325,2662.65,1331.325,-0.5,0.0,0,0.0,0,0.0
1215210273.0,554,1209301.6020557885,2182.854877357019,1274.04,542453.64,979.1581949458484,546961.41,987.294963898917,-0.5628415300546448,0.8429602888086642,5,0.009025270758122744,0,0.0
1215332762.0,27,28895.440000000002,1070.2014814814816,970.94,23116.12,856.1525925925926,23116.12,856.1525925925926,-0.14814814814814814,1.1111111111111112,0,0.0,0,0.0
1215364682.0,3,4940.2,1646.7333333333333,1703.15,3952.1099999999997,1317.37,3952.1099999999997,1317.37,-0.3333333333333333,1.3333333333333333,0,0.0,0,0.0
1215437991.0,4,5442.61,1360.6525,1353.875,3869.0,967.25,4766.5199999999995,1191.6299999999999,-2.0,0.5,0,0.0,0,0.0
1215567474.0,2,3014.79,1507.395,1507.395,2326.16,1163.08,2326.16,1163.08,4.5,0.0,0,0.0,0,0.0
1215901970.0,3,4080.3599999999997,1360.12,1347.23,3264.31,1088.1033333333332,3264.31,1088.1033333333332,-2.6666666666666665,1.3333333333333333,0,0.0,0,0.0
1215907951.0,1,1326.82,1326.82,1326.82,1061.45,1061.45,1061.45,1061.45,-4.0,0.0,1,1.0,0,0.0
1215914791.0,8,11625.3,1453.1625,1602.79,8931.62,1116.4525,8931.62,1116.4525,1.5,0.5,1,0.125,0,0.0
1215923131.0,4,5880.91,1470.2275,1492.15,4899.84,1224.96,4899.84,1224.96,-0.5,0.0,0,0.0,0,0.0
1215963335.0,2,2572.08,1286.04,1286.04,2057.66,1028.83,2057.66,1028.83,-2.0,2.0,0,0.0,0,0.0
1225073034.0,2,2527.59,1263.795,1263.795,2022.0700000000002,1011.0350000000001,2022.0700000000002,1011.0350000000001,-3.0,0.0,0,0.0,0,0.0
1225085319.0,6,6356.780000000001,1059.4633333333334,985.6700000000001,4971.610000000001,828.6016666666668,4971.610000000001,828.6016666666668,-2.2,0.5,0,0.0,0,0.0
1225113442.0,2,1578.2,789.1,789.1,1262.58,631.29,1262.58,631.29,-5.0,1.0,0,0.0,0,0.0
1225215452.0,4,4892.58,1223.145,1129.6,3175.87,793.9675,3175.87,793.9675,-2.0,2.0,0,0.0,0,0.0
1225282056.0,4,8379.39,2094.8475,2118.21,6580.110000000001,1645.0275000000001,6580.110000000001,1645.0275000000001,-6.25,0.75,0,0.0,0,0.0
1225528151.0,12,68906.73,5742.2275,1673.02,59330.939999999995,4944.245,59330.939999999995,4944.245,0.25,0.5,0,0.0,0,0.0
1225573025.0,3,2674.39,891.4633333333333,851.0,1769.83,589.9433333333333,1769.83,589.9433333333333,-1.0,0.3333333333333333,0,0.0,0,0.0
1225573694.0,11,18007.43,1637.0390909090909,1517.11,12466.0,1133.2727272727273,13590.49,1235.499090909091,-0.2727272727272727,0.5454545454545454,0,0.0,0,0.0
1225585383.0,1,815.89,815.89,815.89,466.31,466.31,466.31,466.31,0.0,0.0,0,0.0,0,0.0
1225684368.0,16,16104.02,1006.50125,1052.815,10920.43,682.526875,12883.35,805.209375,-3.5,1.6875,0,0.0,0,0.0
1235123993.0,1,1188.92,1188.92,1188.92,951.13,951.13,951.13,951.13,-6.0,2.0,0,0.0,0,0.0
1235256637.0,3,3826.95,1275.6499999999999,874.87,3292.33,1097.4433333333334,3292.33,1097.4433333333334,-2.0,1.0,0,0.0,0,0.0
1235372707.0,1,1461.22,1461.22,1461.22,983.67,983.67,983.67,983.67,-2.0,0.0,0,0.0,0,0.0
1235560087.0,7,9438.01,1348.287142857143,1391.3,7375.46,1053.6371428571429,8288.04,1184.0057142857145,-0.42857142857142855,1.0,0,0.0,0,0.0
1235588625.0,4,3956.4300000000003,989.1075000000001,990.96,2969.95,742.4875,2969.95,742.4875,-5.75,0.0,0,0.0,0,0.0
1245214477.0,2,1848.22,924.11,924.11,1478.54,739.27,1478.54,739.27,-2.0,0.5,0,0.0,0,0.0
1245226190.0,11,20738.29,1885.299090909091,1807.31,15861.85,1441.9863636363636,15861.85,1441.9863636363636,0.09090909090909091,0.2727272727272727,0,0.0,0,0.0
1245253160.0,1,1016.3,1016.3,1016.3,813.04,813.04,813.04,813.04,2.0,0.0,0,0.0,0,0.0
1245256189.0,1,715.2,715.2,715.2,572.16,572.16,572.16,572.16,-1.0,0.0,0,0.0,0,0.0
1245266337.0,2,3161.98,1580.99,1580.99,2729.6800000000003,1364.8400000000001,2729.6800000000003,1364.8400000000001,-3.0,2.5,0,0.0,0,0.0
1245283530.0,6,40545.34,6757.556666666666,5571.48,29578.21,4929.701666666667,31877.07,5312.845,-0.3333333333333333,0.5,0,0.0,0,0.0
1245292788.0,1,704.26,704.26,704.26,563.4,563.4,563.4,563.4,0.0,1.0,0,0.0,0,0.0
1245340264.0,2,2060.42,1030.21,1030.21,1057.65,528.825,1057.65,528.825,1.5,1.0,0,0.0,0,0.0
1245344316.0,5,6801.799999999999,1360.36,1246.11,5918.23,1183.646,5918.23,1183.646,2.0,0.0,0,0.0,0,0.0
1245399468.0,3,28424.77,9474.923333333334,8821.67,28424.77,9474.923333333334,28424.77,9474.923333333334,4.666666666666667,0.6666666666666666,0,0.0,0,0.0
1245695774.0,7,8899.150000000001,1271.3071428571432,1063.19,6654.76,950.6800000000001,6654.76,950.6800000000001,-0.7142857142857143,1.4285714285714286,0,0.0,0,0.0
1245720168.0,2,1447.78,723.89,723.89,795.04,397.52,795.04,397.52,-6.0,2.0,0,0.0,0,0.0
1255006862.0,5,6610.349999999999,1322.07,1182.37,5288.31,1057.662,5288.31,1057.662,-3.2,0.8,0,0.0,0,0.0
1255319976.0,3,160274.90988534602,53424.96996178201,1861.0,3413.25,1137.75,3413.25,1137.75,0.6666666666666666,0.0,0,0.0,0,0.0
1255339750.0,1,1031.81,1031.81,1031.81,1031.81,1031.81,1031.81,1031.81,2.0,0.0,0,0.0,0,0.0
1255354361.0,1,1207.48,1207.48,1207.48,965.98,965.98,965.98,965.98,1.0,0.0,0,0.0,0,0.0
1255380127.0,2,1963.6499999999999,981.8249999999999,981.8249999999999,1339.23,669.615,1339.23,669.615,2.5,1.0,0,0.0,0,0.0
1255401519.0,4,5323.72,1330.93,1383.885,4103.8,1025.95,4103.8,1025.95,0.5,1.75,0,0.0,0,0.0
1255433736.0,3,12570.22,4190.073333333333,972.39,10056.17,3352.056666666667,10056.17,3352.056666666667,2.6666666666666665,2.3333333333333335,0,0.0,0,0.0
1255591780.0,3,2317.29,772.43,744.32,1853.8400000000001,617.9466666666667,1853.8400000000001,617.9466666666667,-1.6666666666666667,1.0,0,0.0,0,0.0
1255629747.0,1,778.78,778.78,778.78,437.35,437.35,437.35,437.35,-5.0,0.0,0,0.0,0,0.0
1255646857.0,2,2440.1800000000003,1220.0900000000001,1220.0900000000001,1952.1399999999999,976.0699999999999,1952.1399999999999,976.0699999999999,-2.5,0.0,0,0.0,0,0.0
1255701942.0,4,4809.91,1202.4775,1453.2,3847.9399999999996,961.9849999999999,3847.9399999999996,961.9849999999999,0.75,0.75,0,0.0,0,0.0
1255880647.0,2,2455.11,1227.555,1227.555,1964.09,982.045,1964.09,982.045,-1.5,0.5,0,0.0,0,0.0
1265026249.0,2,2408.75,1204.375,1204.375,1926.98,963.49,1926.98,963.49,-2.0,1.0,0,0.0,0,0.0
1265460794.0,1,11224.45,11224.45,11224.45,8979.55,8979.55,8979.55,8979.55,-4.0,0.0,0,0.0,0,0.0
1265532915.0,15,12577.96,838.5306666666667,784.89,10062.44,670.8293333333334,10062.44,670.8293333333334,-3.8666666666666667,1.3333333333333333,1,0.06666666666666667,0,0.0
1265601488.0,6,7833.0,1305.5,1341.475,5707.22,951.2033333333334,6531.59,1088.5983333333334,-2.1666666666666665,0.6666666666666666,0,0.0,0,0.0
1265785232.0,4,14541.439999999999,3635.3599999999997,916.155,11446.76,2861.69,11446.76,2861.69,-1.5,2.75,0,0.0,0,0.0
1265816300.0,1,1245.43,1245.43,1245.43,1245.43,1245.43,1245.43,1245.43,2.0,0.0,0,0.0,0,0.0
1265817639.0,2,29058.04,14529.02,14529.02,23246.43,11623.215,23246.43,11623.215,-1.5,2.5,0,0.0,0,0.0
1265858773.0,6,5331.87,888.645,778.78,3707.13,617.855,3707.13,617.855,1.8333333333333333,2.0,0,0.0,0,0.0
1265897532.0,1,1145.03,1145.03,1145.03,1110.03,1110.03,1110.03,1110.03,-1.0,1.0,0,0.0,0,0.0
1275017915.0,1,1737.74,1737.74,1737.74,1390.2,1390.2,1390.2,1390.2,-5.0,0.0,0,0.0,0,0.0
1275552812.0,5,4832.91,966.582,1069.61,3681.41,736.2819999999999,3681.41,736.2819999999999,2.4,0.6,0,0.0,0,0.0
1275574931.0,8,8475.17,1059.39625,915.28,6780.18,847.5225,6780.18,847.5225,-5.0,0.75,0,0.0,0,0.0
1275605792.0,3,3414.06,1138.02,1165.23,2520.78,840.2600000000001,2520.78,840.2600000000001,-2.0,1.3333333333333333,0,0.0,0,0.0
1275647752.0,1,1886.23,1886.23,1886.23,1373.85,1373.85,1373.85,1373.85,-4.0,0.0,0,0.0,0,0.0
1275715286.0,2,2292.78,1146.39,1146.39,2292.78,1146.39,2292.78,1146.39,-2.0,0.0,0,0.0,0,0.0
1275751448.0,1,987.0,987.0,987.0,987.0,987.0,987.0,987.0,3.0,2.0,0,0.0,0,0.0
1275783615.0,1,982.22,982.22,982.22,982.22,982.22,-982.22,-982.22,3.0,0.0,0,0.0,0,0.0
1275920001.0,5,4739.2,947.8399999999999,843.15,3791.29,758.258,3791.29,758.258,-1.4,0.8,0,0.0,0,0.0
1285018226.0,4,12470.85,3117.7125,2412.955,12298.41,3074.6025,12298.41,3074.6025,0.25,0.75,0,0.0,0,0.0
1285057281.0,2,2786.79,1393.395,1393.395,1858.42,929.21,1858.42,929.21,2.5,0.5,0,0.0,0,0.0
1285083469.0,12,11477.380000000001,956.4483333333334,945.28,8113.18,676.0983333333334,9725.630000000001,810.4691666666668,-1.9166666666666667,0.9166666666666666,0,0.0,0,0.0
1285171199.0,1,1931.85,1931.85,1931.85,1359.08,1359.08,1359.08,1359.08,4.0,1.0,0,0.0,0,0.0
1285171934.0,2,1738.3600000000001,869.1800000000001,869.1800000000001,1390.6599999999999,695.3299999999999,1390.6599999999999,695.3299999999999,-2.0,1.5,0,0.0,0,0.0
1285185173.0,1,1602.55,1602.55,1602.55,0.0,0.0,0.0,0.0,-3.0,0.0,0,0.0,0,0.0
1285293217.0,1,1466.14,1466.14,1466.14,988.35,988.35,988.35,988.35,0.0,2.0,0,0.0,0,0.0
1285630533.0,1,791.94,791.94,791.94,633.54,633.54,633.54,633.54,0.0,0.0,0,0.0,0,0.0
1285644799.0,2,3361.6400000000003,1680.8200000000002,1680.8200000000002,2689.31,1344.655,4368.48,2184.24,-0.5,0.0,0,0.0,0,0.0
1285648055.0,4,2851.24,712.81,663.69,1909.42,477.355,1909.42,477.355,-0.75,1.0,0,0.0,0,0.0
1285650937.0,2,3389.05,1694.525,1694.525,0.0,0.0,0.0,0.0,-1.0,0.0,0,0.0,0,0.0
1285663328.0,3,1940.31,646.77,811.5,1290.0900000000001,430.03000000000003,1290.0900000000001,430.03000000000003,0.5,1.0,0,0.0,0,0.0
1285683045.0,2,28851.67,14425.835,14425.835,23081.32,11540.66,23081.32,11540.66,-3.0,2.5,0,0.0,0,0.0
1285727396.0,3,3812.31,1270.77,1321.59,2863.45,954.4833333333332,2863.45,954.4833333333332,-3.6666666666666665,0.3333333333333333,0,0.0,0,0.0
1285759464.0,2,1920.9899999999998,960.4949999999999,960.4949999999999,1860.9899999999998,930.4949999999999,1860.9899999999998,930.4949999999999,-6.5,0.5,0,0.0,0,0.0
1285836080.0,2,2307.55,1153.775,1153.775,1846.03,923.015,3604.23,1802.115,2.0,1.5,0,0.0,0,0.0
1285915603.0,2,2243.88,1121.94,1121.94,1795.1,897.55,1795.1,897.55,2.5,2.5,0,0.0,0,0.0
1295011757.0,1,1095.16,1095.16,1095.16,876.13,876.13,876.13,876.13,2.0,0.0,0,0.0,0,0.0
1295014116.0,6,28136.5,4689.416666666667,1476.79,27010.940000000002,4501.823333333334,27550.06,4591.676666666667,1.0,0.6666666666666666,0,0.0,0,0.0
1295032803.0,6,9895.94,1649.3233333333335,1337.65,7916.75,1319.4583333333333,7916.75,1319.4583333333333,1.3333333333333333,1.1666666666666667,0,0.0,0,0.0
1295104958.0,1,782.37,782.37,782.37,625.9,625.9,625.9,625.9,1.0,1.0,0,0.0,0,0.0
1295145191.0,6,35742.42,5957.07,1197.025,30280.23,5046.705,30280.23,5046.705,-2.1666666666666665,1.0,0,0.0,0,0.0
1295236503.0,1,1669.82,1669.82,1669.82,0.0,0.0,0.0,0.0,-2.0,3.0,0,0.0,0,0.0
1295286045.0,3,4376.11,1458.7033333333331,1545.04,3500.89,1166.9633333333334,3500.89,1166.9633333333334,-0.3333333333333333,1.3333333333333333,0,0.0,0,0.0
1295388239.0,6,7916.66,1319.4433333333334,1195.795,6500.64,1083.44,7065.47,1177.5783333333334,0.8333333333333334,1.0,0,0.0,0,0.0
1295732188.0,1,1079.62,1079.62,1079.62,863.7,863.7,863.7,863.7,-2.0,0.0,0,0.0,0,0.0
1295824001.0,4,21358.47,5339.6175,4886.084999999999,17253.77,4313.4425,17253.77,4313.4425,1.5,0.5,0,0.0,0,0.0
1306048632.0,1,1437.18,1437.18,1437.18,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0,0.0
1306145289.0,3,5030.36,1676.7866666666666,1595.96,4024.2599999999998,1341.4199999999998,4024.2599999999998,1341.4199999999998,-2.6666666666666665,0.3333333333333333,0,0.0,0,0.0
1306164082.0,1,5150.46,5150.46,5150.46,0.0,0.0,0.0,0.0,-3.0,3.0,0,0.0,0,0.0
1306240502.0,6,5546.01,924.335,824.42,4436.78,739.4633333333333,4436.78,739.4633333333333,-0.16666666666666666,0.16666666666666666,0,0.0,0,0.0
1306377643.0,1,11114.34,11114.34,11114.34,8891.47,8891.47,8891.47,8891.47,0.0,0.0,0,0.0,0,0.0
1306800602.0,1,615.2,615.2,615.2,492.16,492.16,492.16,492.16,1.0,1.0,0,0.0,0,0.0
1306831490.0,7,7741.120000000001,1105.8742857142859,828.65,5325.99,760.8557142857143,6619.4,945.6285714285714,-1.8571428571428572,1.0,0,0.0,0,0.0
1306832845.0,1,236.3,236.3,236.3,236.3,236.3,236.3,236.3,2.0,2.0,0,0.0,0,0.0
1306844519.0,5,2936.15,587.23,270.07,2786.15,557.23,2786.15,557.23,1.4,0.6,0,0.0,0,0.0
1316037633.0,1,10475.86,10475.86,10475.86,8380.68,8380.68,8380.68,8380.68,-2.0,0.0,0,0.0,0,0.0
1316233174.0,3,31272.58,10424.193333333335,13401.75,25018.07,8339.356666666667,25018.07,8339.356666666667,-1.3333333333333333,0.0,0,0.0,0,0.0
1316374283.0,3,2724.92,908.3066666666667,922.3,2179.94,726.6466666666666,2179.94,726.6466666666666,-0.6666666666666666,2.3333333333333335,0,0.0,0,0.0
