Provider_NPI,Predominant_Record_Type,Total_Records,Flagged_Records,Flagged_Record_Percentage,ML_Anomaly_Count,Statistical_Anomaly_Count,Rule_Violation_Count,High_Risk_Record_Count,Critical_Risk_Record_Count,Average_Risk_Score,Maximum_Risk_Score,Denial_Rate_Percentage,Provider_Risk_Level,Provider_Status,Primary_Risk_Factors
1891142238,MEDICAL_CLAIM,1,1,100.0,0,0,1,0,0,34.07,34.07,0.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,100.0% flagged records (Threshold: 10%)
1327696767,PHARMACY_CLAIM,1,1,100.0,0,0,2,0,0,33.95,33.95,0.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,100.0% flagged records (Threshold: 10%)
1487107447,MEDICAL_CLAIM,1,1,100.0,0,0,1,0,0,33.9,33.9,0.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,100.0% flagged records (Threshold: 10%)
1124381793,MEDICAL_CLAIM,1,1,100.0,0,0,1,0,0,33.8,33.8,0.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,100.0% flagged records (Threshold: 10%)
1659476356,MEDICAL_CLAIM,1,1,100.0,0,0,1,0,0,33.72,33.72,0.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,100.0% flagged records (Threshold: 10%)
1700838034,MEDICAL_CLAIM,1,1,100.0,0,0,1,0,0,33.66,33.66,0.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,100.0% flagged records (Threshold: 10%)
1821652793,MEDICAL_CLAIM,1,1,100.0,0,0,1,0,0,33.56,33.56,0.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,100.0% flagged records (Threshold: 10%)
1748157157,PHARMACY_CLAIM,1,1,100.0,0,0,1,0,0,33.23,33.23,0.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,100.0% flagged records (Threshold: 10%)
1114498540,MEDICAL_CLAIM,1,1,100.0,0,0,1,0,0,33.11,33.11,0.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,100.0% flagged records (Threshold: 10%)
1558669826,PHARMACY_CLAIM,1,1,100.0,0,0,2,0,0,32.15,32.15,0.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,100.0% flagged records (Threshold: 10%)
1164876546,MEDICAL_CLAIM,1,1,100.0,0,0,1,0,0,32.07,32.07,0.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,100.0% flagged records (Threshold: 10%)
1588925804,MEDICAL_CLAIM,5,5,100.0,0,0,7,0,0,32.05,46.46,0.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,100.0% flagged records (Threshold: 10%)
1417440264,MEDICAL_CLAIM,2,2,100.0,0,0,2,0,0,31.95,32.78,0.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,100.0% flagged records (Threshold: 10%)
1154747590,MEDICAL_CLAIM,1,1,100.0,0,0,1,0,0,31.95,31.95,0.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,100.0% flagged records (Threshold: 10%)
1457461477,MEDICAL_CLAIM,4,4,100.0,0,0,4,0,0,31.82,34.28,0.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,100.0% flagged records (Threshold: 10%)
1205093591,PHARMACY_CLAIM,1,1,100.0,0,0,1,0,0,31.8,31.8,0.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,100.0% flagged records (Threshold: 10%)
1568555498,MEDICAL_CLAIM,1,1,100.0,0,0,1,0,0,31.8,31.8,0.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,100.0% flagged records (Threshold: 10%)
1669985032,MEDICAL_CLAIM,1,1,100.0,0,0,1,0,0,31.79,31.79,0.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,100.0% flagged records (Threshold: 10%)
1770097123,MEDICAL_CLAIM,2,2,100.0,0,0,2,0,0,31.76,34.46,0.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,100.0% flagged records (Threshold: 10%)
1821091083,MEDICAL_CLAIM,1,1,100.0,0,0,1,0,0,31.76,31.76,0.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,100.0% flagged records (Threshold: 10%)
1467127613,MEDICAL_CLAIM,2,2,100.0,0,0,2,0,0,31.73,34.02,0.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,100.0% flagged records (Threshold: 10%)
1528538808,MEDICAL_CLAIM,2,2,100.0,0,0,2,0,0,31.73,33.62,0.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,100.0% flagged records (Threshold: 10%)
1528377454,MEDICAL_CLAIM,1,1,100.0,0,0,1,0,0,31.63,31.63,0.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,100.0% flagged records (Threshold: 10%)
1837853160,PHARMACY_CLAIM,1,1,100.0,0,0,2,0,0,31.61,31.61,0.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,100.0% flagged records (Threshold: 10%)
1457825192,MEDICAL_CLAIM,2,2,100.0,0,0,2,0,0,31.5,34.04,0.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,100.0% flagged records (Threshold: 10%)
1730312745,MEDICAL_CLAIM,1,1,100.0,0,0,1,0,0,31.5,31.5,0.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,100.0% flagged records (Threshold: 10%)
1356565170,MEDICAL_CLAIM,2,2,100.0,0,0,2,0,0,31.48,31.54,0.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,100.0% flagged records (Threshold: 10%)
1336265982,MEDICAL_CLAIM,1,1,100.0,0,0,1,0,0,31.42,31.42,0.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,100.0% flagged records (Threshold: 10%)
1184718512,MEDICAL_CLAIM,1,1,100.0,0,0,1,0,0,31.41,31.41,0.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,100.0% flagged records (Threshold: 10%)
1770721508,MEDICAL_CLAIM,1,1,100.0,0,0,1,0,0,31.38,31.38,0.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,100.0% flagged records (Threshold: 10%)
1023062098,MEDICAL_CLAIM,1,1,100.0,0,0,1,0,0,31.33,31.33,0.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,100.0% flagged records (Threshold: 10%)
1194732438,MEDICAL_CLAIM,1,1,100.0,0,0,1,0,0,31.33,31.33,0.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,100.0% flagged records (Threshold: 10%)
1731718796,PHARMACY_CLAIM,1,1,100.0,0,0,2,0,0,31.27,31.27,0.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,100.0% flagged records (Threshold: 10%)
1114548930,MEDICAL_CLAIM,1,1,100.0,0,0,1,0,0,31.25,31.25,0.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,100.0% flagged records (Threshold: 10%)
1659518553,MEDICAL_CLAIM,1,1,100.0,0,0,1,0,0,31.24,31.24,0.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,100.0% flagged records (Threshold: 10%)
1245720168,MEDICAL_CLAIM,2,2,100.0,0,0,2,0,0,31.23,31.23,0.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,100.0% flagged records (Threshold: 10%)
1215089602,MEDICAL_CLAIM,1,1,100.0,0,0,1,0,0,31.22,31.22,0.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,100.0% flagged records (Threshold: 10%)
1023560331,MEDICAL_CLAIM,1,1,100.0,0,0,1,0,0,31.16,31.16,0.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,100.0% flagged records (Threshold: 10%)
1073740098,MEDICAL_CLAIM,1,1,100.0,0,0,1,0,0,31.15,31.15,0.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,100.0% flagged records (Threshold: 10%)
1508027848,MEDICAL_CLAIM,1,1,100.0,0,0,2,0,0,31.15,31.15,0.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,100.0% flagged records (Threshold: 10%)
1205188448,MEDICAL_CLAIM,1,1,100.0,0,0,1,0,0,31.11,31.11,0.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,100.0% flagged records (Threshold: 10%)
1606246767,PHARMACY_CLAIM,1,1,100.0,0,0,2,0,0,31.07,31.07,0.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,100.0% flagged records (Threshold: 10%)
1659436996,MEDICAL_CLAIM,2,2,100.0,0,0,2,0,0,30.84,31.51,0.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,100.0% flagged records (Threshold: 10%)
1578599775,MEDICAL_CLAIM,1,1,100.0,0,0,1,0,0,30.84,30.84,0.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,100.0% flagged records (Threshold: 10%)
1407843576,MEDICAL_CLAIM,2,2,100.0,0,0,2,0,0,30.8,32.79,0.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,100.0% flagged records (Threshold: 10%)
1952470411,MEDICAL_CLAIM,4,4,100.0,0,0,4,0,0,30.76,32.53,0.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,100.0% flagged records (Threshold: 10%)
1043796733,MEDICAL_CLAIM,2,2,100.0,0,0,2,0,0,30.74,32.05,0.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,100.0% flagged records (Threshold: 10%)
1831142389,MEDICAL_CLAIM,1,1,100.0,0,0,1,0,0,30.7,30.7,0.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,100.0% flagged records (Threshold: 10%)
1124539648,MEDICAL_CLAIM,1,1,100.0,0,0,1,0,0,30.66,30.66,0.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,100.0% flagged records (Threshold: 10%)
1980187163,PHARMACY_CLAIM,1,1,100.0,0,0,2,0,0,30.63,30.63,0.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,100.0% flagged records (Threshold: 10%)
1063617744,MEDICAL_CLAIM,3,3,100.0,0,0,3,0,0,30.62,33.59,0.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,100.0% flagged records (Threshold: 10%)
1477859254,MEDICAL_CLAIM,1,1,100.0,0,0,1,0,0,30.62,30.62,0.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,100.0% flagged records (Threshold: 10%)
1487602918,MEDICAL_CLAIM,1,1,100.0,0,0,1,0,0,30.62,30.62,0.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,100.0% flagged records (Threshold: 10%)
1861840795,MEDICAL_CLAIM,1,1,100.0,0,0,1,0,0,30.6,30.6,0.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,100.0% flagged records (Threshold: 10%)
1639221302,MEDICAL_CLAIM,1,1,100.0,0,0,1,0,0,30.58,30.58,0.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,100.0% flagged records (Threshold: 10%)
1811149586,MEDICAL_CLAIM,1,1,100.0,0,0,1,0,0,30.57,30.57,0.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,100.0% flagged records (Threshold: 10%)
1376579557,MEDICAL_CLAIM,1,1,100.0,0,0,1,0,0,30.53,30.53,0.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,100.0% flagged records (Threshold: 10%)
1629649751,MEDICAL_CLAIM,1,1,100.0,0,0,1,0,0,30.52,30.52,0.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,100.0% flagged records (Threshold: 10%)
1740283977,MEDICAL_CLAIM,1,1,100.0,0,0,1,0,0,30.48,30.48,0.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,100.0% flagged records (Threshold: 10%)
1023668183,MEDICAL_CLAIM,1,1,100.0,0,0,1,0,0,30.46,30.46,0.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,100.0% flagged records (Threshold: 10%)
1194706655,MEDICAL_CLAIM,1,1,100.0,0,0,1,0,0,30.42,30.42,0.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,100.0% flagged records (Threshold: 10%)
1588616742,MEDICAL_CLAIM,1,1,100.0,0,0,1,0,0,30.42,30.42,0.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,100.0% flagged records (Threshold: 10%)
1285759464,MEDICAL_CLAIM,2,2,100.0,0,0,2,0,0,30.34,30.37,0.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,100.0% flagged records (Threshold: 10%)
1992701825,MEDICAL_CLAIM,1,1,100.0,0,0,1,0,0,30.32,30.32,0.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,100.0% flagged records (Threshold: 10%)
1245266337,MEDICAL_CLAIM,2,2,100.0,0,0,2,0,0,30.29,32.07,0.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,100.0% flagged records (Threshold: 10%)
1255629747,MEDICAL_CLAIM,1,1,100.0,0,0,1,0,0,30.29,30.29,0.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,100.0% flagged records (Threshold: 10%)
1750633855,MEDICAL_CLAIM,1,1,100.0,0,0,1,0,0,30.22,30.22,0.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,100.0% flagged records (Threshold: 10%)
1104905702,MEDICAL_CLAIM,2,2,100.0,0,0,2,0,0,30.2,30.98,0.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,100.0% flagged records (Threshold: 10%)
1194790055,MEDICAL_CLAIM,2,2,100.0,0,0,2,0,0,30.2,34.15,0.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,100.0% flagged records (Threshold: 10%)
1508366030,MEDICAL_CLAIM,3,3,100.0,0,0,3,0,0,30.17,30.77,0.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,100.0% flagged records (Threshold: 10%)
1538460878,MEDICAL_CLAIM,2,2,100.0,0,0,2,0,0,30.16,31.56,0.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,100.0% flagged records (Threshold: 10%)
1154600344,MEDICAL_CLAIM,2,2,100.0,0,0,2,0,0,30.12,32.08,0.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,100.0% flagged records (Threshold: 10%)
1912249590,MEDICAL_CLAIM,2,2,100.0,0,0,2,0,0,30.12,30.89,0.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,100.0% flagged records (Threshold: 10%)
1457803769,MEDICAL_CLAIM,1,1,100.0,0,0,1,0,0,30.12,30.12,0.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,100.0% flagged records (Threshold: 10%)
1386949998,MEDICAL_CLAIM,1,1,100.0,0,0,1,0,0,30.08,30.08,0.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,100.0% flagged records (Threshold: 10%)
1770822496,MEDICAL_CLAIM,2,2,100.0,0,0,2,0,0,30.07,30.52,0.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,100.0% flagged records (Threshold: 10%)
1043263221,MEDICAL_CLAIM,1,1,100.0,0,0,1,0,0,30.07,30.07,0.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,100.0% flagged records (Threshold: 10%)
1851693832,MEDICAL_CLAIM,1,1,100.0,0,0,1,0,0,30.07,30.07,0.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,100.0% flagged records (Threshold: 10%)
1598776742,MEDICAL_CLAIM,1,1,100.0,0,0,1,0,0,30.05,30.05,0.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,100.0% flagged records (Threshold: 10%)
1609201060,MEDICAL_CLAIM,2,2,100.0,0,0,2,0,0,30.0,30.32,0.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,100.0% flagged records (Threshold: 10%)
1679634257,MEDICAL_CLAIM,2,2,100.0,0,0,2,0,0,30.0,30.0,0.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,100.0% flagged records (Threshold: 10%)
1326373861,MEDICAL_CLAIM,2,2,100.0,0,0,2,0,0,29.98,32.28,0.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,100.0% flagged records (Threshold: 10%)
1508364241,MEDICAL_CLAIM,1,1,100.0,0,0,1,0,0,29.97,29.97,0.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,100.0% flagged records (Threshold: 10%)
1508276940,MEDICAL_CLAIM,1,1,100.0,0,0,1,0,0,29.91,29.91,0.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,100.0% flagged records (Threshold: 10%)
1346707254,MEDICAL_CLAIM,1,1,100.0,0,0,1,0,0,29.9,29.9,0.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,100.0% flagged records (Threshold: 10%)
1736648221,PRIOR_AUTH,2,2,100.0,0,2,0,0,0,29.89,29.89,0.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,100.0% flagged records (Threshold: 10%)
1467482539,MEDICAL_CLAIM,1,1,100.0,0,0,1,0,0,29.88,29.88,0.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,100.0% flagged records (Threshold: 10%)
1114213972,MEDICAL_CLAIM,1,1,100.0,0,0,1,0,0,29.87,29.87,0.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,100.0% flagged records (Threshold: 10%)
1700866605,MEDICAL_CLAIM,2,2,100.0,0,0,2,0,0,29.85,34.51,0.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,100.0% flagged records (Threshold: 10%)
1697220824,PHARMACY_CLAIM,1,1,100.0,0,1,0,0,0,29.85,29.85,100.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,100.0% flagged records (Threshold: 10%); High claim denial/rejection rate of 100.0%
1679786784,MEDICAL_CLAIM,4,4,100.0,0,1,3,0,0,29.83,31.48,0.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,100.0% flagged records (Threshold: 10%)
1420084249,PRIOR_AUTH,2,2,100.0,0,2,0,0,0,29.83,29.83,100.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,100.0% flagged records (Threshold: 10%); High claim denial/rejection rate of 100.0%
1144209271,MEDICAL_CLAIM,1,1,100.0,0,0,1,0,0,29.83,29.83,0.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,100.0% flagged records (Threshold: 10%)
1026543048,PHARMACY_CLAIM,1,1,100.0,0,1,0,0,0,29.82,29.82,100.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,100.0% flagged records (Threshold: 10%); High claim denial/rejection rate of 100.0%
1154746899,MEDICAL_CLAIM,1,1,100.0,0,0,1,0,0,29.82,29.82,0.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,100.0% flagged records (Threshold: 10%)
1497868772,MEDICAL_CLAIM,1,1,100.0,0,1,0,0,0,29.77,29.77,0.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,100.0% flagged records (Threshold: 10%)
1174512792,MEDICAL_CLAIM,4,4,100.0,0,0,4,0,0,29.74,30.99,0.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,100.0% flagged records (Threshold: 10%)
1756550744,PRIOR_AUTH,2,2,100.0,0,2,0,0,0,29.73,29.73,100.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,100.0% flagged records (Threshold: 10%); High claim denial/rejection rate of 100.0%
1628247503,PHARMACY_CLAIM,1,1,100.0,0,1,0,0,0,29.73,29.73,100.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,100.0% flagged records (Threshold: 10%); High claim denial/rejection rate of 100.0%
1739953235,PHARMACY_CLAIM,1,1,100.0,0,1,0,0,0,29.73,29.73,100.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,100.0% flagged records (Threshold: 10%); High claim denial/rejection rate of 100.0%
1661761727,PHARMACY_CLAIM,2,2,100.0,0,2,0,0,0,29.72,29.72,100.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,100.0% flagged records (Threshold: 10%); High claim denial/rejection rate of 100.0%
1635902289,PHARMACY_CLAIM,1,1,100.0,0,1,0,0,0,29.71,29.71,0.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,100.0% flagged records (Threshold: 10%)
1847730076,PHARMACY_CLAIM,1,1,100.0,0,1,0,0,0,29.71,29.71,100.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,100.0% flagged records (Threshold: 10%); High claim denial/rejection rate of 100.0%
1394102493,PHARMACY_CLAIM,1,1,100.0,0,1,0,0,0,29.67,29.67,100.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,100.0% flagged records (Threshold: 10%); High claim denial/rejection rate of 100.0%
1092542754,PHARMACY_CLAIM,1,1,100.0,0,1,0,0,0,29.65,29.65,100.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,100.0% flagged records (Threshold: 10%); High claim denial/rejection rate of 100.0%
1826971475,PHARMACY_CLAIM,1,1,100.0,0,1,0,0,0,29.65,29.65,0.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,100.0% flagged records (Threshold: 10%)
1160892587,PHARMACY_CLAIM,1,1,100.0,0,1,0,0,0,29.64,29.64,0.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,100.0% flagged records (Threshold: 10%)
1726181679,PRIOR_AUTH,2,2,100.0,0,2,0,0,0,29.63,29.63,0.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,100.0% flagged records (Threshold: 10%)
1720696578,MEDICAL_CLAIM,1,1,100.0,0,0,1,0,0,29.63,29.63,0.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,100.0% flagged records (Threshold: 10%)
1336602838,MEDICAL_CLAIM,2,2,100.0,0,0,2,0,0,29.62,30.27,0.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,100.0% flagged records (Threshold: 10%)
1790821023,MEDICAL_CLAIM,2,2,100.0,0,0,2,0,0,29.62,33.32,0.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,100.0% flagged records (Threshold: 10%)
1891856134,MEDICAL_CLAIM,2,2,100.0,0,1,1,0,0,29.61,29.99,0.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,100.0% flagged records (Threshold: 10%)
1194176834,MEDICAL_CLAIM,1,1,100.0,0,0,1,0,0,29.61,29.61,0.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,100.0% flagged records (Threshold: 10%)
1540165390,PRIOR_AUTH,1,1,100.0,0,1,0,0,0,29.61,29.61,0.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,100.0% flagged records (Threshold: 10%)
1727348347,PHARMACY_CLAIM,1,1,100.0,0,1,0,0,0,29.61,29.61,100.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,100.0% flagged records (Threshold: 10%); High claim denial/rejection rate of 100.0%
1466210138,PHARMACY_CLAIM,2,2,100.0,0,2,0,0,0,29.6,29.6,100.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,100.0% flagged records (Threshold: 10%); High claim denial/rejection rate of 100.0%
1077058714,PRIOR_AUTH,1,1,100.0,0,1,0,0,0,29.59,29.59,0.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,100.0% flagged records (Threshold: 10%)
1180865389,PHARMACY_CLAIM,1,1,100.0,0,1,0,0,0,29.59,29.59,0.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,100.0% flagged records (Threshold: 10%)
1368293615,PRIOR_AUTH,1,1,100.0,0,1,0,0,0,29.59,29.59,100.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,100.0% flagged records (Threshold: 10%); High claim denial/rejection rate of 100.0%
1576069068,PHARMACY_CLAIM,1,1,100.0,0,1,0,0,0,29.59,29.59,100.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,100.0% flagged records (Threshold: 10%); High claim denial/rejection rate of 100.0%
1875598348,PHARMACY_CLAIM,1,1,100.0,0,1,0,0,0,29.59,29.59,0.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,100.0% flagged records (Threshold: 10%)
1605039700,PRIOR_AUTH,2,2,100.0,0,2,0,0,0,29.58,29.58,0.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,100.0% flagged records (Threshold: 10%)
1750393682,MEDICAL_CLAIM,1,1,100.0,0,0,1,0,0,29.58,29.58,0.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,100.0% flagged records (Threshold: 10%)
1136527549,PHARMACY_CLAIM,2,2,100.0,0,2,0,0,0,29.57,29.57,0.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,100.0% flagged records (Threshold: 10%)
1810230089,PHARMACY_CLAIM,1,1,100.0,0,1,0,0,0,29.57,29.57,100.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,100.0% flagged records (Threshold: 10%); High claim denial/rejection rate of 100.0%
1184256679,MEDICAL_CLAIM,2,2,100.0,0,0,2,0,0,29.56,31.62,0.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,100.0% flagged records (Threshold: 10%)
1115553398,PHARMACY_CLAIM,1,1,100.0,0,1,0,0,0,29.56,29.56,0.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,100.0% flagged records (Threshold: 10%)
1633537757,PHARMACY_CLAIM,1,1,100.0,0,1,0,0,0,29.56,29.56,100.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,100.0% flagged records (Threshold: 10%); High claim denial/rejection rate of 100.0%
1564635047,PRIOR_AUTH,2,2,100.0,0,2,0,0,0,29.55,29.55,0.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,100.0% flagged records (Threshold: 10%)
1074055412,PHARMACY_CLAIM,1,1,100.0,0,1,0,0,0,29.55,29.55,0.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,100.0% flagged records (Threshold: 10%)
1719233497,PHARMACY_CLAIM,1,1,100.0,0,1,0,0,0,29.55,29.55,0.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,100.0% flagged records (Threshold: 10%)
1864975599,PHARMACY_CLAIM,2,2,100.0,0,2,0,0,0,29.54,29.54,0.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,100.0% flagged records (Threshold: 10%)
1013436260,MEDICAL_CLAIM,1,1,100.0,0,0,1,0,0,29.54,29.54,0.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,100.0% flagged records (Threshold: 10%)
1282826724,PHARMACY_CLAIM,1,1,100.0,0,1,0,0,0,29.53,29.53,0.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,100.0% flagged records (Threshold: 10%)
1689692246,MEDICAL_CLAIM,2,2,100.0,0,0,2,0,0,29.52,30.26,0.0,HIGH-RISK PROVIDER,PROVIDER REQUIRING REVIEW,100.0% flagged records (Threshold: 10%)
