Provider_NPI,Predominant_Record_Type,Total_Records,Flagged_Records,Flagged_Record_Percentage,ML_Anomaly_Count,Statistical_Anomaly_Count,Rule_Violation_Count,Consensus_Level_2_Count,Consensus_Level_3_Count,High_Risk_Record_Count,Critical_Risk_Record_Count,Average_Risk_Score,Maximum_Risk_Score,Denial_Rate_Percentage,Provider_Risk_Level,Provider_Status,Primary_Risk_Factors,Provider_Explanation
1778487893,PHARMACY_CLAIM,1,1,100.0,0,1,0,0,0,0,0,45.79,45.79,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 45.8,"Provider NPI 1778487893 submitted 1 claims, of which 1 (100.0%) were flagged as high-risk. This provider is flagged for REVIEW because of: flagged claim proportion of 100.0% exceeds 10%, average claim risk score is 45.8. Pattern-level investigation is recommended."
1239771588,PHARMACY_CLAIM,1,1,100.0,0,1,0,0,0,0,0,45.77,45.77,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 45.8,"Provider NPI 1239771588 submitted 1 claims, of which 1 (100.0%) were flagged as high-risk. This provider is flagged for REVIEW because of: flagged claim proportion of 100.0% exceeds 10%, average claim risk score is 45.8. Pattern-level investigation is recommended."
1122883642,PHARMACY_CLAIM,1,1,100.0,0,1,1,1,0,0,0,45.76,45.76,100.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 45.8; Empirical claim denial rate = 100.0%,"Provider NPI 1122883642 submitted 1 claims, of which 1 (100.0%) were flagged as high-risk. This provider is flagged for REVIEW because of: flagged claim proportion of 100.0% exceeds 10%, average claim risk score is 45.8. Pattern-level investigation is recommended."
1347368280,PRIOR_AUTH,1,1,100.0,0,1,1,1,0,0,0,45.75,45.75,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 45.8,"Provider NPI 1347368280 submitted 1 claims, of which 1 (100.0%) were flagged as high-risk. This provider is flagged for REVIEW because of: flagged claim proportion of 100.0% exceeds 10%, average claim risk score is 45.8. Pattern-level investigation is recommended."
1092341428,PRIOR_AUTH,1,1,100.0,0,1,1,1,0,0,0,45.7,45.7,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 45.7,"Provider NPI 1092341428 submitted 1 claims, of which 1 (100.0%) were flagged as high-risk. This provider is flagged for REVIEW because of: flagged claim proportion of 100.0% exceeds 10%, average claim risk score is 45.7. Pattern-level investigation is recommended."
1515752855,PHARMACY_CLAIM,1,1,100.0,0,1,0,0,0,0,0,45.69,45.69,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 45.7,"Provider NPI 1515752855 submitted 1 claims, of which 1 (100.0%) were flagged as high-risk. This provider is flagged for REVIEW because of: flagged claim proportion of 100.0% exceeds 10%, average claim risk score is 45.7. Pattern-level investigation is recommended."
1647781013,PHARMACY_CLAIM,1,1,100.0,0,1,0,0,0,0,0,45.66,45.66,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 45.7,"Provider NPI 1647781013 submitted 1 claims, of which 1 (100.0%) were flagged as high-risk. This provider is flagged for REVIEW because of: flagged claim proportion of 100.0% exceeds 10%, average claim risk score is 45.7. Pattern-level investigation is recommended."
1659392819,MEDICAL_CLAIM,1,1,100.0,0,0,1,0,0,0,0,45.63,45.63,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 45.6,"Provider NPI 1659392819 submitted 1 claims, of which 1 (100.0%) were flagged as high-risk. This provider is flagged for REVIEW because of: flagged claim proportion of 100.0% exceeds 10%, average claim risk score is 45.6. Pattern-level investigation is recommended."
1969666441,PHARMACY_CLAIM,1,1,100.0,0,1,0,0,0,0,0,45.6,45.6,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 45.6,"Provider NPI 1969666441 submitted 1 claims, of which 1 (100.0%) were flagged as high-risk. This provider is flagged for REVIEW because of: flagged claim proportion of 100.0% exceeds 10%, average claim risk score is 45.6. Pattern-level investigation is recommended."
1041343484,PHARMACY_CLAIM,1,1,100.0,0,1,1,1,0,0,0,45.56,45.56,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 45.6,"Provider NPI 1041343484 submitted 1 claims, of which 1 (100.0%) were flagged as high-risk. This provider is flagged for REVIEW because of: flagged claim proportion of 100.0% exceeds 10%, average claim risk score is 45.6. Pattern-level investigation is recommended."
1060958384,PHARMACY_CLAIM,2,2,100.0,0,2,2,2,0,0,0,45.53,45.53,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 45.5,"Provider NPI 1060958384 submitted 2 claims, of which 2 (100.0%) were flagged as high-risk. This provider is flagged for REVIEW because of: flagged claim proportion of 100.0% exceeds 10%, average claim risk score is 45.5. Pattern-level investigation is recommended."
1950435233,PHARMACY_CLAIM,1,1,100.0,0,1,1,1,0,0,0,45.5,45.5,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 45.5,"Provider NPI 1950435233 submitted 1 claims, of which 1 (100.0%) were flagged as high-risk. This provider is flagged for REVIEW because of: flagged claim proportion of 100.0% exceeds 10%, average claim risk score is 45.5. Pattern-level investigation is recommended."
1376603837,MEDICAL_CLAIM,1,1,100.0,0,0,1,0,0,0,0,45.47,45.47,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 45.5,"Provider NPI 1376603837 submitted 1 claims, of which 1 (100.0%) were flagged as high-risk. This provider is flagged for REVIEW because of: flagged claim proportion of 100.0% exceeds 10%, average claim risk score is 45.5. Pattern-level investigation is recommended."
1442685563,PHARMACY_CLAIM,1,1,100.0,0,1,0,0,0,0,0,45.46,45.46,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 45.5,"Provider NPI 1442685563 submitted 1 claims, of which 1 (100.0%) were flagged as high-risk. This provider is flagged for REVIEW because of: flagged claim proportion of 100.0% exceeds 10%, average claim risk score is 45.5. Pattern-level investigation is recommended."
1170803427,PHARMACY_CLAIM,1,1,100.0,0,1,1,1,0,0,0,45.43,45.43,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 45.4,"Provider NPI 1170803427 submitted 1 claims, of which 1 (100.0%) were flagged as high-risk. This provider is flagged for REVIEW because of: flagged claim proportion of 100.0% exceeds 10%, average claim risk score is 45.4. Pattern-level investigation is recommended."
1446002947,PHARMACY_CLAIM,1,1,100.0,0,1,1,1,0,0,0,45.41,45.41,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 45.4,"Provider NPI 1446002947 submitted 1 claims, of which 1 (100.0%) were flagged as high-risk. This provider is flagged for REVIEW because of: flagged claim proportion of 100.0% exceeds 10%, average claim risk score is 45.4. Pattern-level investigation is recommended."
1568061059,MEDICAL_CLAIM,1,1,100.0,1,1,0,0,0,0,0,45.41,45.41,100.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 45.4; Empirical claim denial rate = 100.0%,"Provider NPI 1568061059 submitted 1 claims, of which 1 (100.0%) were flagged as high-risk. This provider is flagged for REVIEW because of: flagged claim proportion of 100.0% exceeds 10%, average claim risk score is 45.4. Pattern-level investigation is recommended."
1538313861,MEDICAL_CLAIM,1,1,100.0,0,0,1,0,0,0,0,45.36,45.36,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 45.4,"Provider NPI 1538313861 submitted 1 claims, of which 1 (100.0%) were flagged as high-risk. This provider is flagged for REVIEW because of: flagged claim proportion of 100.0% exceeds 10%, average claim risk score is 45.4. Pattern-level investigation is recommended."
1129460526,PHARMACY_CLAIM,1,1,100.0,0,1,1,1,0,0,0,45.35,45.35,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 45.4,"Provider NPI 1129460526 submitted 1 claims, of which 1 (100.0%) were flagged as high-risk. This provider is flagged for REVIEW because of: flagged claim proportion of 100.0% exceeds 10%, average claim risk score is 45.4. Pattern-level investigation is recommended."
1770125932,MEDICAL_CLAIM,1,1,100.0,1,1,0,0,0,0,0,45.35,45.35,100.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 45.4; Empirical claim denial rate = 100.0%,"Provider NPI 1770125932 submitted 1 claims, of which 1 (100.0%) were flagged as high-risk. This provider is flagged for REVIEW because of: flagged claim proportion of 100.0% exceeds 10%, average claim risk score is 45.4. Pattern-level investigation is recommended."
1284922515,PHARMACY_CLAIM,1,1,100.0,0,1,1,1,0,0,0,45.34,45.34,100.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 45.3; Empirical claim denial rate = 100.0%,"Provider NPI 1284922515 submitted 1 claims, of which 1 (100.0%) were flagged as high-risk. This provider is flagged for REVIEW because of: flagged claim proportion of 100.0% exceeds 10%, average claim risk score is 45.3. Pattern-level investigation is recommended."
1026543048,PHARMACY_CLAIM,1,1,100.0,1,1,0,0,0,0,0,45.31,45.31,100.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 45.3; Empirical claim denial rate = 100.0%,"Provider NPI 1026543048 submitted 1 claims, of which 1 (100.0%) were flagged as high-risk. This provider is flagged for REVIEW because of: flagged claim proportion of 100.0% exceeds 10%, average claim risk score is 45.3. Pattern-level investigation is recommended."
1116298541,PRIOR_AUTH,1,1,100.0,0,1,1,0,0,0,0,45.29,45.29,100.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 45.3; Empirical claim denial rate = 100.0%,"Provider NPI 1116298541 submitted 1 claims, of which 1 (100.0%) were flagged as high-risk. This provider is flagged for REVIEW because of: flagged claim proportion of 100.0% exceeds 10%, average claim risk score is 45.3. Pattern-level investigation is recommended."
1417688258,PRIOR_AUTH,1,1,100.0,0,1,1,1,0,0,0,45.29,45.29,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 45.3,"Provider NPI 1417688258 submitted 1 claims, of which 1 (100.0%) were flagged as high-risk. This provider is flagged for REVIEW because of: flagged claim proportion of 100.0% exceeds 10%, average claim risk score is 45.3. Pattern-level investigation is recommended."
1262606131,PHARMACY_CLAIM,1,1,100.0,0,1,1,1,0,0,0,45.24,45.24,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 45.2,"Provider NPI 1262606131 submitted 1 claims, of which 1 (100.0%) were flagged as high-risk. This provider is flagged for REVIEW because of: flagged claim proportion of 100.0% exceeds 10%, average claim risk score is 45.2. Pattern-level investigation is recommended."
1695678294,PHARMACY_CLAIM,1,1,100.0,0,1,1,1,0,0,0,45.24,45.24,100.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 45.2; Empirical claim denial rate = 100.0%,"Provider NPI 1695678294 submitted 1 claims, of which 1 (100.0%) were flagged as high-risk. This provider is flagged for REVIEW because of: flagged claim proportion of 100.0% exceeds 10%, average claim risk score is 45.2. Pattern-level investigation is recommended."
1285185173,MEDICAL_CLAIM,1,1,100.0,0,0,1,0,0,0,0,45.22,45.22,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 45.2,"Provider NPI 1285185173 submitted 1 claims, of which 1 (100.0%) were flagged as high-risk. This provider is flagged for REVIEW because of: flagged claim proportion of 100.0% exceeds 10%, average claim risk score is 45.2. Pattern-level investigation is recommended."
1316471162,MEDICAL_CLAIM,1,1,100.0,0,0,1,0,0,0,0,45.22,45.22,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 45.2,"Provider NPI 1316471162 submitted 1 claims, of which 1 (100.0%) were flagged as high-risk. This provider is flagged for REVIEW because of: flagged claim proportion of 100.0% exceeds 10%, average claim risk score is 45.2. Pattern-level investigation is recommended."
1520271679,PHARMACY_CLAIM,1,1,100.0,0,1,0,0,0,0,0,45.2,45.2,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 45.2,"Provider NPI 1520271679 submitted 1 claims, of which 1 (100.0%) were flagged as high-risk. This provider is flagged for REVIEW because of: flagged claim proportion of 100.0% exceeds 10%, average claim risk score is 45.2. Pattern-level investigation is recommended."
1691423071,PHARMACY_CLAIM,1,1,100.0,0,1,0,0,0,0,0,45.2,45.2,100.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 45.2; Empirical claim denial rate = 100.0%,"Provider NPI 1691423071 submitted 1 claims, of which 1 (100.0%) were flagged as high-risk. This provider is flagged for REVIEW because of: flagged claim proportion of 100.0% exceeds 10%, average claim risk score is 45.2. Pattern-level investigation is recommended."
1262884572,PHARMACY_CLAIM,1,1,100.0,0,1,0,0,0,0,0,45.19,45.19,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 45.2,"Provider NPI 1262884572 submitted 1 claims, of which 1 (100.0%) were flagged as high-risk. This provider is flagged for REVIEW because of: flagged claim proportion of 100.0% exceeds 10%, average claim risk score is 45.2. Pattern-level investigation is recommended."
1502299589,PHARMACY_CLAIM,1,1,100.0,0,1,1,0,0,0,0,45.14,45.14,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 45.1,"Provider NPI 1502299589 submitted 1 claims, of which 1 (100.0%) were flagged as high-risk. This provider is flagged for REVIEW because of: flagged claim proportion of 100.0% exceeds 10%, average claim risk score is 45.1. Pattern-level investigation is recommended."
1033579412,MEDICAL_CLAIM,2,2,100.0,0,0,2,0,0,0,0,45.06,45.46,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 45.1,"Provider NPI 1033579412 submitted 2 claims, of which 2 (100.0%) were flagged as high-risk. This provider is flagged for REVIEW because of: flagged claim proportion of 100.0% exceeds 10%, average claim risk score is 45.1. Pattern-level investigation is recommended."
1117555372,PRIOR_AUTH,1,1,100.0,0,1,0,0,0,0,0,44.9,44.9,100.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 44.9; Empirical claim denial rate = 100.0%,"Provider NPI 1117555372 submitted 1 claims, of which 1 (100.0%) were flagged as high-risk. This provider is flagged for REVIEW because of: flagged claim proportion of 100.0% exceeds 10%, average claim risk score is 44.9. Pattern-level investigation is recommended."
1178794331,PHARMACY_CLAIM,1,1,100.0,0,1,1,0,0,0,0,44.89,44.89,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 44.9,"Provider NPI 1178794331 submitted 1 claims, of which 1 (100.0%) were flagged as high-risk. This provider is flagged for REVIEW because of: flagged claim proportion of 100.0% exceeds 10%, average claim risk score is 44.9. Pattern-level investigation is recommended."
1107555171,PHARMACY_CLAIM,1,1,100.0,0,1,1,1,0,0,0,44.88,44.88,100.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 44.9; Empirical claim denial rate = 100.0%,"Provider NPI 1107555171 submitted 1 claims, of which 1 (100.0%) were flagged as high-risk. This provider is flagged for REVIEW because of: flagged claim proportion of 100.0% exceeds 10%, average claim risk score is 44.9. Pattern-level investigation is recommended."
1908071383,PHARMACY_CLAIM,1,1,100.0,0,1,1,1,0,0,0,44.87,44.87,100.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 44.9; Empirical claim denial rate = 100.0%,"Provider NPI 1908071383 submitted 1 claims, of which 1 (100.0%) were flagged as high-risk. This provider is flagged for REVIEW because of: flagged claim proportion of 100.0% exceeds 10%, average claim risk score is 44.9. Pattern-level investigation is recommended."
1135404705,PHARMACY_CLAIM,1,1,100.0,0,1,1,1,0,0,0,44.86,44.86,100.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 44.9; Empirical claim denial rate = 100.0%,"Provider NPI 1135404705 submitted 1 claims, of which 1 (100.0%) were flagged as high-risk. This provider is flagged for REVIEW because of: flagged claim proportion of 100.0% exceeds 10%, average claim risk score is 44.9. Pattern-level investigation is recommended."
1458138585,PHARMACY_CLAIM,1,1,100.0,0,1,1,0,0,0,0,44.85,44.85,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 44.9,"Provider NPI 1458138585 submitted 1 claims, of which 1 (100.0%) were flagged as high-risk. This provider is flagged for REVIEW because of: flagged claim proportion of 100.0% exceeds 10%, average claim risk score is 44.9. Pattern-level investigation is recommended."
1470186290,PHARMACY_CLAIM,1,1,100.0,0,1,1,1,0,0,0,44.84,44.84,100.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 44.8; Empirical claim denial rate = 100.0%,"Provider NPI 1470186290 submitted 1 claims, of which 1 (100.0%) were flagged as high-risk. This provider is flagged for REVIEW because of: flagged claim proportion of 100.0% exceeds 10%, average claim risk score is 44.8. Pattern-level investigation is recommended."
1726181679,PRIOR_AUTH,2,2,100.0,0,2,0,0,0,0,0,44.82,44.82,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 44.8,"Provider NPI 1726181679 submitted 2 claims, of which 2 (100.0%) were flagged as high-risk. This provider is flagged for REVIEW because of: flagged claim proportion of 100.0% exceeds 10%, average claim risk score is 44.8. Pattern-level investigation is recommended."
1137396707,PRIOR_AUTH,1,1,100.0,0,1,1,1,0,0,0,44.81,44.81,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 44.8,"Provider NPI 1137396707 submitted 1 claims, of which 1 (100.0%) were flagged as high-risk. This provider is flagged for REVIEW because of: flagged claim proportion of 100.0% exceeds 10%, average claim risk score is 44.8. Pattern-level investigation is recommended."
1245747654,PRIOR_AUTH,1,1,100.0,0,1,1,1,0,0,0,44.79,44.79,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 44.8,"Provider NPI 1245747654 submitted 1 claims, of which 1 (100.0%) were flagged as high-risk. This provider is flagged for REVIEW because of: flagged claim proportion of 100.0% exceeds 10%, average claim risk score is 44.8. Pattern-level investigation is recommended."
1556852685,PHARMACY_CLAIM,1,1,100.0,0,1,1,1,0,0,0,44.79,44.79,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 44.8,"Provider NPI 1556852685 submitted 1 claims, of which 1 (100.0%) were flagged as high-risk. This provider is flagged for REVIEW because of: flagged claim proportion of 100.0% exceeds 10%, average claim risk score is 44.8. Pattern-level investigation is recommended."
1466210138,PHARMACY_CLAIM,2,2,100.0,0,2,0,0,0,0,0,44.76,44.76,100.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 44.8; Empirical claim denial rate = 100.0%,"Provider NPI 1466210138 submitted 2 claims, of which 2 (100.0%) were flagged as high-risk. This provider is flagged for REVIEW because of: flagged claim proportion of 100.0% exceeds 10%, average claim risk score is 44.8. Pattern-level investigation is recommended."
1432335427,PHARMACY_CLAIM,1,1,100.0,0,1,0,0,0,0,0,44.76,44.76,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 44.8,"Provider NPI 1432335427 submitted 1 claims, of which 1 (100.0%) were flagged as high-risk. This provider is flagged for REVIEW because of: flagged claim proportion of 100.0% exceeds 10%, average claim risk score is 44.8. Pattern-level investigation is recommended."
1540165390,PRIOR_AUTH,1,1,100.0,0,1,0,0,0,0,0,44.76,44.76,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 44.8,"Provider NPI 1540165390 submitted 1 claims, of which 1 (100.0%) were flagged as high-risk. This provider is flagged for REVIEW because of: flagged claim proportion of 100.0% exceeds 10%, average claim risk score is 44.8. Pattern-level investigation is recommended."
1673023640,PHARMACY_CLAIM,1,1,100.0,0,1,1,1,0,0,0,44.76,44.76,100.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 44.8; Empirical claim denial rate = 100.0%,"Provider NPI 1673023640 submitted 1 claims, of which 1 (100.0%) were flagged as high-risk. This provider is flagged for REVIEW because of: flagged claim proportion of 100.0% exceeds 10%, average claim risk score is 44.8. Pattern-level investigation is recommended."
1368240929,PRIOR_AUTH,1,1,100.0,0,1,1,0,0,0,0,44.74,44.74,100.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 44.7; Empirical claim denial rate = 100.0%,"Provider NPI 1368240929 submitted 1 claims, of which 1 (100.0%) were flagged as high-risk. This provider is flagged for REVIEW because of: flagged claim proportion of 100.0% exceeds 10%, average claim risk score is 44.7. Pattern-level investigation is recommended."
1953180273,PRIOR_AUTH,1,1,100.0,0,1,0,0,0,0,0,44.74,44.74,100.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 44.7; Empirical claim denial rate = 100.0%,"Provider NPI 1953180273 submitted 1 claims, of which 1 (100.0%) were flagged as high-risk. This provider is flagged for REVIEW because of: flagged claim proportion of 100.0% exceeds 10%, average claim risk score is 44.7. Pattern-level investigation is recommended."
1077058714,PRIOR_AUTH,1,1,100.0,0,1,0,0,0,0,0,44.73,44.73,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 44.7,"Provider NPI 1077058714 submitted 1 claims, of which 1 (100.0%) were flagged as high-risk. This provider is flagged for REVIEW because of: flagged claim proportion of 100.0% exceeds 10%, average claim risk score is 44.7. Pattern-level investigation is recommended."
1925903767,PHARMACY_CLAIM,1,1,100.0,0,1,1,1,0,0,0,44.73,44.73,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 44.7,"Provider NPI 1925903767 submitted 1 claims, of which 1 (100.0%) were flagged as high-risk. This provider is flagged for REVIEW because of: flagged claim proportion of 100.0% exceeds 10%, average claim risk score is 44.7. Pattern-level investigation is recommended."
1576069068,PHARMACY_CLAIM,1,1,100.0,0,1,0,0,0,0,0,44.72,44.72,100.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 44.7; Empirical claim denial rate = 100.0%,"Provider NPI 1576069068 submitted 1 claims, of which 1 (100.0%) were flagged as high-risk. This provider is flagged for REVIEW because of: flagged claim proportion of 100.0% exceeds 10%, average claim risk score is 44.7. Pattern-level investigation is recommended."
1368293615,PRIOR_AUTH,1,1,100.0,0,1,0,0,0,0,0,44.71,44.71,100.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 44.7; Empirical claim denial rate = 100.0%,"Provider NPI 1368293615 submitted 1 claims, of which 1 (100.0%) were flagged as high-risk. This provider is flagged for REVIEW because of: flagged claim proportion of 100.0% exceeds 10%, average claim risk score is 44.7. Pattern-level investigation is recommended."
1891142238,MEDICAL_CLAIM,1,1,100.0,0,0,1,0,0,0,0,44.68,44.68,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 44.7,"Provider NPI 1891142238 submitted 1 claims, of which 1 (100.0%) were flagged as high-risk. This provider is flagged for REVIEW because of: flagged claim proportion of 100.0% exceeds 10%, average claim risk score is 44.7. Pattern-level investigation is recommended."
1014258290,PRIOR_AUTH,1,1,100.0,0,1,0,0,0,0,0,44.56,44.56,100.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 44.6; Empirical claim denial rate = 100.0%,"Provider NPI 1014258290 submitted 1 claims, of which 1 (100.0%) were flagged as high-risk. This provider is flagged for REVIEW because of: flagged claim proportion of 100.0% exceeds 10%, average claim risk score is 44.6. Pattern-level investigation is recommended."
1053853234,MEDICAL_CLAIM,1,1,100.0,0,0,1,1,0,0,0,44.54,44.54,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 44.5,"Provider NPI 1053853234 submitted 1 claims, of which 1 (100.0%) were flagged as high-risk. This provider is flagged for REVIEW because of: flagged claim proportion of 100.0% exceeds 10%, average claim risk score is 44.5. Pattern-level investigation is recommended."
1247591882,PRIOR_AUTH,1,1,100.0,0,1,1,0,0,0,0,44.54,44.54,100.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 44.5; Empirical claim denial rate = 100.0%,"Provider NPI 1247591882 submitted 1 claims, of which 1 (100.0%) were flagged as high-risk. This provider is flagged for REVIEW because of: flagged claim proportion of 100.0% exceeds 10%, average claim risk score is 44.5. Pattern-level investigation is recommended."
1806449792,PHARMACY_CLAIM,1,1,100.0,0,1,1,1,0,0,0,44.52,44.52,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 44.5,"Provider NPI 1806449792 submitted 1 claims, of which 1 (100.0%) were flagged as high-risk. This provider is flagged for REVIEW because of: flagged claim proportion of 100.0% exceeds 10%, average claim risk score is 44.5. Pattern-level investigation is recommended."
1455857239,PHARMACY_CLAIM,1,1,100.0,0,1,0,0,0,0,0,44.51,44.51,100.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 44.5; Empirical claim denial rate = 100.0%,"Provider NPI 1455857239 submitted 1 claims, of which 1 (100.0%) were flagged as high-risk. This provider is flagged for REVIEW because of: flagged claim proportion of 100.0% exceeds 10%, average claim risk score is 44.5. Pattern-level investigation is recommended."
1730312745,MEDICAL_CLAIM,1,1,100.0,0,1,1,0,0,0,0,44.49,44.49,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,100.0% flagged records; Average claim risk score = 44.5,"Provider NPI 1730312745 submitted 1 claims, of which 1 (100.0%) were flagged as high-risk. This provider is flagged for REVIEW because of: flagged claim proportion of 100.0% exceeds 10%, average claim risk score is 44.5. Pattern-level investigation is recommended."
